id,un_id,title,site,repeats
867,01501,Community Development For Sustainable Water And Environmental Management In Coastal Populations Of The Caribbean Sea (White Water To Blue Water),,1
868,01502,Competence Platform On Energy Crop And Agroforestry Systems For Arid And Semi-Arid Ecosystems - Africa (Compete),,1
869,01503,Congo Basin Forest Partnership,,1
870,01504,"Conservation And Sustainable Use Of Sites Of International Importance To Migratory Birds In East-Asia, South East Asia And Australasia",,1
871,01505,Cooperative Initiative On Invasive Alien Species (Ias) On Islands,,1
872,01506,"Critical Ecosystem Partnership Fund (Cepf), The",,1
873,01507,Dams And Development Project (Ddp),,1
874,01509,Development Strategies To Promote Rural Energy Systems,,1
875,01510,"Development Of Fair Trade, The",,1
876,01511,"Ecoagriculture: Promoting Science, Practice And Policy For Land Use Systems That Jointly Increase Food Production, Reduce Rural Poverty, And Conserve Biodiversity And Ecosystem Services",,1
877,01512,Ecolex - A Global Partnership For Information On Environmental Law,,1
878,01513,Earth Charter Youth Initiative (Ecyi),,1
879,01514,Earth Observation Education And Training,,1
880,01515,Earth Observation For Integrated Water Resources Management In Africa Tiger-Ship,,1
881,01516,"Ecosanres - International Network For Communications, Research And Capacity Development In Ecological Sanitation",,1
882,01517,Educating For Sustainable Living With The Earth Charter,,1
883,01518,Education For Rural People (Erp),,1
884,01519,"Encyclopedia Of Life Support Systems (Eolss), The",,1
885,01520,Energy Literacy Initiatives,,1
886,01521,Energy Integration In Western Africa,,1
887,01522,Enhancement Of Regional Strategy On Climate Change Through The Asia-Pacific Network On Climate Change (Ap-Net),,1
888,01523,Environmental Law Capacity Building Programme For Sustainable Development,,1
889,01524,Environmental Management Capacity Building For Local Government,,1
890,01525,Equator Initiative,,1
891,01526,World Water Forum,,1
892,01527,Euro-Mediterranean Water And Poverty Facility (Euromed Wpf): A Tripartite Programme Of Action,,1
893,01528,Farmers' Empowerment Project,,1
894,01529,Gef Strategic Partnership On The Black Sea And Danube Basin,,1
895,01530,Global Ballast Water Management Project,,1
896,01531,Global Bioenergy Partnership (Gbep),,1
897,01532,Global Gas Flaring Reduction Partnership,,1
898,01533,Global Health And Development,,1
899,01534,Global Higher Education For Sustainability Partnership (Ghesp),,1
900,01535,"Global Information System And Land Surface Analysis, Monitoring, And Mapping For Sustainable Development To Support Decision Making",,1
901,01536,Global Initiative Towards A Sustainable Iraq (Gitsi),,1
902,01537,Global Land Tool Network,,1
903,01538,Global Mapping,,1
904,01539,Global Network On Energy For Sustainable Development (Gnesd),,1
905,01540,Global Partnership For Capacity Building To Implement The Globally Harmonized System For Chemical Classification And Labelling (Ghs),,1
906,01541,Global Technology Transfer And Knowledge Management Partnership,,1
907,01542,"Global Village Energy Partnership, The",,1
908,01544,Globally Important Ingenious Agricultural Heritage Systems (Giahs),,1
909,01545,Good Governance In Sustainable Development,,1
910,01546,Great Apes Survival Project (Grasp),,1
911,01547,H20 Partnership Conference Global Programme Of Action For The Protection Of The Marine Environment From Land Based Activities (Gpa),,1
912,01548,Health And Environment Linkages Initiative,,1
913,01549,Healthy Environments For Children Alliance (Heca),,1
914,01550,"Industrial Energy Efficiency Initiative, The",,1
915,01551,"Institutional Consolidation For Systemic Planning And Management Toward Poverty Alleviation And Environmental Conservation In A Framework Of Sustainable Regional Development In The Hindu Kush, Karakorum, Himalaya Mountain Complex",,1
916,01552,Integrated Approach To Management Of The Demand For Electricity And Urban And Industrial Development,,1
917,01553,Integrating Early Warning And Disaster Risk Management Into The Sustainable Development Agenda And Practice,,1
918,01554,"Intergovernmental Forum On Mining, Minerals, Metals And Sustainable Development",,1
919,01555,"Intergovernmental, Interagency And Intersectoral Partnerships In The Implementation Of The Sustainable Development Strategy For The Seas Of East Asia",,1
920,01556,International Aids Education And Training Program,,1
921,01557,International Coral Reef Action Network (Icran),,1
922,01558,International Flood Network,,1
923,01559,International Model Forest Network,,1
924,01561,International Partnership For Sustainable Development In Mountain Regions (Mountain Partnership),,1
925,01562,International Partnership For Sustainable Resource Management,,1
926,01563,International Renewable Energy Alliance,,1
927,01564,International Solar Energy Society,,1
928,01565,Invasive Species Compendium Consortium,,1
929,01566,Land Alliances For National Development (Land),,1
930,01567,Latin American Clean Water Initiative,,1
931,01568,Linked University Consortia For Environment And Development - Industry And Urban Areas (Luced-Iandua;),,1
932,01569,Local Capacities For Global Agendas,,1
933,01570,Local Environmental Planning And Management (Epm),,1
934,01571,Local Integrated Resource Management For The Better Management Of Cities And Towns,,1
935,01572,Medies: Mediterranean Education Initiative For Environment And Sustainability -With An Emphasis On Water And Waste,,1
936,01573,Mandatory Disclosure Of Automotive Emissions,,1
937,01574,Marine Electronic Highway In The Straits Of Malacca And Singapore,,1
938,01575,Market Facilitation Partnership For Concentrating Solar Power Technologies,,1
939,01576,Marrakech Process Task Force On Cooperation With Africa,,1
940,01577,Mechanism For The Development Of Renewable Energy And Energy Efficiency In Developing Countries,,1
941,01578,Mediaterre - Global Information System On Sustainable Development,,1
942,01579,Mediterranean Renewable Energy Program (Medrep),,1
943,01580,Methane To Markets,,1
944,01582,"My Community, Our Earth (Mycoe) - Geographic Learning For Sustainable Development",,1
945,01583,Netmark Plus: A Public-Private Partnership For Sustainable Malaria Prevention,,1
946,01584,Network For Therapeutic Solidarity In Hospitals (Esther - Ensemble Pour Une Solidarité Thérapeutique Hospitalière En Réseau),,1
947,01585,Network Of Subnational Governments For Sustainable Development (Nrg4Sd),,1
948,01586,New Ventures Biodiversity Investor Forum - For The Andean And Amazonian Region,,1
949,01587,Niger Delta Fund Initiative,,1
950,01588,Nile Basin Initiative,,1
951,01589,Novartis Institute For Tropical Diseases (Nitd),,1
952,01591,Online Access To Research In The Environment (Oare),,1
953,01592,Peps - Promoting An Energy-Efficient Public Sector,,1
954,01593,Pogo-Ioc-Scor Initiative For Intelligent Use And Management Of The Oceans,,1
955,01594,Pacific Umbrella Initiative: Sustainable Tourism Development For The Pacific,,1
956,01595,Partners For Water And Sanitation (Paws),,1
957,01596,"Partnership Between The Belgian Government, Belgian Scientific Institutions, The Cgiar-Centres And Southern Partners In The Promotion Of Agricultural Research For Development",,1
958,01597,Partnership For Clean Fuels And Vehicles,,1
959,01598,Partnership For Clean Indoor Air,,1
960,01599,"Partnership For Learning From Best Practices, Good Policies And Enabling Legislation In Support Of Sustainable Urbanisation",,1
961,01600,Partnership For Principle 10,,1
962,01601,Partnership For The Launch Of The Sustainable Tourism Stewardship Council,,1
963,01602,"Partnership On Sustainable, Low Carbon Transport",,1
964,01603,Partnership On The Program For Developing Mechanisms To Reward The Upland Poor In Asia For Environmental Services They Provide (Rupes),,1
965,01604,Partnerships In The Local Implementation Of Coastal Strategies And Integrated Coastal Management Programs In East Asia,,1
966,01605,Phytotrade Africa,,1
967,01606,Population And Sustainability Network,,1
968,01607,Poverty Alleviation And Biodiversity Conservation In Islands With High Biodiversity Value: Sustainable Development Planning And Management In The Galapagos (Ecuador) And Socotra (Yemen) Archipelagos,,1
969,01608,Productive Use Of Clean Energy For Sustainable Development Of Small Island Developing States (Sids),,1
970,01609,Project Proteus,,1
971,01610,Promote Tourism Towards Sustainable Development,,1
972,01611,Promotion Of Wto-Trade Related Technical Assistance And Capacity Building,,1
973,01612,Public Interest Intellectual Property Advisors (Piipa),,1
974,01613,Public-Private Partnership For Sustainable Forest Management,,1
975,01614,Quality Schools: School Network On Sustainable Development Systems,,1
976,01615,Raising Small Farmer Income In The Developing World: New Business Models For Sustainable Trading Relationships,,1
977,01616,Recovery Of The Circuit Of Four Lakes,,1
978,01617,"Refrigerants, Naturally! Initiative",,1
979,01618,Regional Model Forest Network For Latin America And The Caribbean,,1
980,01619,Renewable Energy Policy Network For The 21St Century,,1
981,01620,Renewable Energy And Energy Efficiency Partnership (Reeep),,1
982,01621,Renewable-Energy-Based Rural Electrification (Rere) Initiative,,1
983,01622,Resilient Communities And Cities Partnership Program,,1
984,01623,Sign 3 Asia - Sustainable Investment - Global Network For Asia,,1
985,01624,Sirma: Water Economy In Irrigated Systems In North Africa,,1
986,01625,Safe Water System,,1
987,01626,"Science And Technology, Application Of Isotope Techniques Forsustainable Water Resources And Coastal Zone Management. (Swarcozm )",,1
988,01627,Scientific Capacity Building For Sustainable Development In Developing Countries (Capable),,1
989,01629,Sino-Italian Cooperation Program For Environmental Protection Towards Sustainable Development,,1
990,01630,Sister Cities Network For Sustainable Development,,1
991,01631,South Pacific Vulnerability And Adaptation Initiative,,1
992,01632,Southern Business Challenge,,1
993,01633,Saintrategic Partnership For Mobilizing Civil Society To Combat Land Degradation And Poverty In Southern Africa,,1
994,01634,"Programme Of South-South Cooperation For Sustainable Development Benin, Bhutan And Costa Rica",,1
995,01635,Sustainable Development Knowledge Partnership,,1
996,01636,Sustainable Development In Mining Activities,,1
997,01637,Sustainable Land Resources Management In The Caribbean,,1
998,01638,Sustainable Rural Development And Ecovillage Training Program,,1
999,01639,Sustainable Trade And Innovation Centre (Stic),,1
1000,01640,Sustainable Tourism For Sustainable Development In Emerging Countries,,1
1001,01641,Sustainable Water Management In The Balkan And Southeast Mediterenean Area,,1
1002,01642,System Planning And Management Of Transboundary Ecosystem Resources In The South-Western Amazon Toward The Sustainable Development Of Local Communities And Regional Stability,,1
1003,01643,Systemic Integration Of Networks For Sustainable Freshwater Management At West/Central Asia And North Africa (Wescana) National And Regional Levels,,1
1004,01644,The Duras Project: Promoting Sustainable Development In Southern Agricultural Research Systems,,1
1005,01645,The Electricity Governance Initiative,,1
1006,01646,The Global Rain Water Harvesting Collective,,1
1007,01647,The Globalgiving Alliance,,1
1008,01648,The Mekong: A Living Classroom,,1
1009,01649,The Seed Initiative: Supporting Entrepreneurs For Sustainable Development,,1
1010,01650,Total Water Programme,,1
1011,01651,Transfer Of Know-How Held By Japanese Local Governments In The Field Of Addressing Environmental Problems,,1
1012,01652,"Transport, Health And Environment Pan European Programme (The Pep)",,1
1013,01654,U.S. Clean Energy Initiative (Cei),,1
1014,01655,U.S. Energy Association / U.S. Agency For International Development Energy Partnership Program,,1
1015,01656,U.S.-Mexico Border Environmental Health Training Project,,1
1016,01657,Université Internationale Du Développement Durable (Umdd),,1
1017,01658,Vinyl 2010,,1
1018,01659,Visegrad Group Countries' Summer School Of Development Aid And Co-Operation,,1
1019,01660,Wssd Integrated Global Observing Strategy (Igos),,1
1020,01661,Water And Nature Initiative,,1
1021,01662,Water Programme For Environmental Sustainability Wpa Ii (Second Phase),,1
1022,01663,Water And Sanitation For The Urban Poor (Wsup),,1
1023,01664,Water For Asian Cities,,1
1024,01665,"Water, Sanitation And Hygiene (Wash) For All Initiative",,1
1025,01666,Watergy - Addressing Municipal Water Challenges Through Energy And Water Efficiency Partnerships,,1
1026,01667,West Africa Water Initiative (Wawi),,1
1027,01668,White Water To Blue Water,,1
1028,01669,Women For Water,,1
1029,01670,"Working Towards Improvements In African Business Law: Information And Training On The New Ohada Law Applying To Companies Exporting To Africa Or Looking To Invest There, And To Businesses Based In Africa",,1
1030,01671,World Institute For Sustainable Humananity (Awish) - Hellas -Mesogeiou,,1
1031,01672,World Nuclear University,,1
1032,01673,"Youth Dialogue On Consumption, Lifestyles And Sustainability",,1
1033,01674,Energy And Environment Partnership With Central America (Eep),,1
1034,01675,Global Island Partnership (Glispa),,1
1035,01979,The National Green Growth Roadmap - Cambodia,,1
1036,01980,National Sustainable Development Strategy,,1
1037,01981,"Framework Act On Low Carbon, Green Growth",,1
1038,01982,National Green Growth Development Strategy For 2008-2030,,1
1039,01983,National Adaptation Plan Of Action,,1
1040,01984,Low Carbon Transition Plan,,1
1041,01985,National Plan On Climate Change,,1
1042,01986,Twelfth Five Year Plan,,1
1043,01987,China'S National Climate Change Programme,,1
1044,01988,National Action Plan On Climate Change,,1
1045,01989; 02094,Energy Saving And Efficiency Strategy,,1
1046,01990,Renewable Energy Plan,,1
1047,01991,Transforming Guyana'S Economy While Combating Climate Change,,1
1048,01992,The Medium Term Strategic Framework,,1
1049,01993,Carbon Tax,,1
1050,01994,National Action Plan Addressing Climate Change,,1
1051,01995,The Singapore Green Plan,,1
1052,01996,"Europe 2020: A Strategy For Smart, Sustainable And Inclusive Growth",,1
1053,01997,Grenelle Environment Roundtable,,1
1054,01998,National Strategy Of Sustainable Development Action Plan,,1
1055,01999,Saintrategic Development Plan,,1
1056,02000,National Development Plan,,1
1057,02001,Partnership For A Resource-Efficient Green Economy,,1
1058,02002,Policy On Green Procurement,,1
1059,02003,The National Strategy For Sustainable Development,,1
1060,02004,100% Renewable Electricity Supply By 2050,,1
1061,02005,Co2 Tax,,1
1062,02006,Feed-In Tariff On Electricity From Renewable Energy,,1
1063,02007,Long-Term Economy-Wide Transformational Effort To Enable Carbon-Neutrality,,1
1064,02008,Papua New Guinea: Carbon Neutral By 2050,,1
1065,02009,The N'Hambita Community Carbon Project,,1
1066,02010,Congestion Charge System In London,,1
1067,02011,Planyc City-Wide Sustainability Plan (New York City),,1
1068,02012,Global Warming Solutions Act (State Of California),,1
1069,02013,Evergreen Cooperative Initiative (State Of Ohio),,1
1070,02014,Ethiopian Coffee Cooperatives,,1
1071,02015,Farmer Managed Natural Regeneration,,1
1072,02016,Uganda Organic Agriculture Standards And Policies,,1
1073,02017,Solar Drip Irrigation,,1
1074,02018,Sao Paulo Climate Change Policy (Sao Paulo City),,1
1075,02019,Sustainable Urban Planning (Curitiba City),,1
1076,02020,Top Runner Program,,1
1077,02021,Prosol- Solar Programme,,1
1078,02022,Management Of Aquatic Ecosystems Through Community Husbandry Program,,1
1079,02023,Locally Managed Marine Areas,,1
1080,02024,Community Forestry Enterprise,,1
1081,02025,Towards Greener Development: On A Coherent Environmental And Development Policy (White Paper),,1
1082,02026,Water Efficient Maize For Africa,,1
1083,02027,Community Based Natural Resource Management Programme,,1
1084,02028,Community Forestry,,1
1085,02029,Astana Green Bridge Initiative,,1
1086,02030,Planting Mangroves For Disaster Mitigation,,1
1087,02031,Green Skills Agreement,,1
1088,02032,Natural Rural Employment Guarantee Act,,1
1089,02033,Swiss Cleantech Masterplan,,1
1090,02034,Reward-Penalty Scheme For Personal Cars,,1
1091,02035,Mexico City Bus Rapid Transit,,1
1092,02036,Masdar City Special Economic Development Zone,,1
1093,02037,Individual Transferable Quota System,,1
1094,02038,The Edison Innovation Green Growth Fund (State Of New Jersey),,1
1095,02039,Fund For Protection Of Water,,1
1096,02040,Sustainable Water Resource Management,,1
1097,02041,New Growth Strategy: Blueprint For Revitalizing Japan,,1
1098,02042,Welfare For The Future,,1
1099,02043,Environment Protection And Energy Efficiency Fund,,1
1100,02044,Lithuanian Innovation Strategy,,1
1101,02045,National Sustainable Development Policy,,1
1102,02046,Energy Star,,1
1103,02047,The Draft Barbados Energy Policy,,1
1104,02049,Environmental Technologies Action Plan,,1
1105,02050,One Wales: One Planet,,1
1106,02051,Extended Producer Responsibility System,,1
1107,02052,Eco-Tax,,1
1108,02053,Green Jobs In China,,1
1109,02054,Government Broad Program On Sustainable Development (Kado),,1
1110,02055,Sustainable Consumption And Production And Sustainable Industrial Policy (Scp/Sip) Action Plan,,1
1111,02056,The Innovation Europe Flagship Initiative,,1
1112,02057,The European Reference Framework For Sustainable Cities,,1
1113,02058,The National Environmental Policy,,1
1114,02059,Sustainable Development Strategy,,1
1115,02060,Sustainable Skylines Program,,1
1116,02061,Biodiversity Strategy Of The Republic Of Serbia,,1
1117,02062,Ecological Tax Reform,,1
1118,02063,Policy Committee On Innovation And Intellectual Property,,1
1119,02064,Renewable Energy Sources Act,,1
1120,02065,Renewable Energies Heat Act,,1
1121,02066,The Weatherization Assistance Program (Wap),,1
1122,02067,Blue Angel,,1
1123,02068,The National Development Plan Of Ireland (2007-2013),,1
1124,02069,The Economic Development And Poverty Reduction Strategy Of Rwanda,,1
1125,02070,Climate Change Act,,1
1126,02071,Energy Act,,1
1127,02072,Corporate Average Fuel Economy (Cafe),,1
1128,02073,Low-Carbon Fuel Standard (State Of California),,1
1129,02074,Bus Rapid Transit System,,1
1130,02075,The Oakland Green Jobs Corps (State Of California),,1
1131,02076,Japan Paper Association'S Voluntary Action Plan,,1
1132,02077,Phase-Out Of Inefficient Incandescent Light Bulbs,,1
1133,02078,The Waste Electrical And Electronic Equipment Directive,,1
1134,02079,Packaging Ordinance,,1
1135,02080,A Renewable Portfolio Standard (State Of Texas),,1
1136,02081,Waterford County Council Climate Change Strategy 2008-2012 (Waterford County),,1
1137,02082,Economic Plan 2010 - 2014 (Waterford County),,1
1138,02083,Enabling The Transition To A Green Economy: Government And Business Working Together,,1
1139,02084,The Soil Conservation Plan,,1
1140,02085,Organic Farming,,1
1141,02086,National Foresight Report On Long-Term Climate And Energy Policy,,1
1142,02087,Natural Resource Strategy For Finland,,1
1143,02088,National Bio-Economy Strategy,,1
1144,02089,Taxes On Fossil Fuels And Electricity,,1
1145,02090,Barbados Sustainable Finance Group,,1
1146,02091,Clean And Efficient Programme,,1
1147,02092,Renewable Energy Feed-In Tariffs,,1
1148,02093,Renewable Energy Promotion Plans,,1
1149,02095,Competitiveness Programme For The Automotive Sector,,1
1150,02096,National Strategy For The Electric Vehicle,,1
1151,02097,Sustainable Operations On The Government Estate Targets,,1
1152,02098,Smartway Transport Partnership,,1
1153,02099,Renewable Energy Utilization Strategy,,1
1154,02100,The Barbados Sustainable Development Policy,,1
1155,02101,Programme On Sustainable Consumption And Production,,1
1156,02102,Tax On Waste (Landfill Tax),,1
1157,02103,Waste Charges,,1
1158,02104,Tax On Disposable Beverage Containers,,1
1159,02105,Eco Charge,,1
1160,02106,Sustainable Public Procurement,,1
1161,02107,Panel On Environment Innovation,,1
1162,02108,Green Public Procurement Action Plan,,1
1163,02109,National Waste Management Plan,,1
1164,02110,Municipal Waste Fees At Recycling Or Waste Treatment Facilities,,1
1165,02111,Recycling Fees,,1
1166,02112,Hazardous Waste Fees,,1
1167,02113,End-Of-Life Vehicles,,1
1168,02114,Act On The Emission Of Greenhouse Gases,,1
1169,02115,Greentech Made In Germany,,1
1170,02116,Regional Development Strategy,,1
1171,02117,Green Investment Scheme,,1
1172,02118,Saintrategy For Waste Management,,1
1173,02119,The Integrated National Waste Plan,,1
1174,02120,Saintrategy For Sustainable Mobility,,1
1175,02121,Environmental Taxes,,1
1176,02122,Eco Cycle Strategy,,1
1177,02123,Co2 Act,,1
1178,02124,Performance-Related Heavy Vehicle Fee (Hvf),,1
1179,02125,Incentive Tax On Volatile Organic Compounds,,1
1180,02126,Sufficient Economy Philosophy,,1
1181,02127,Towards A Low Carbon Economy For Scotland,,1
1182,02128,Greening The Government,,1
1183,02129; 02048,The Electronic Product Environmental Assessment Tool,,1
1184,02130,"Economy, Energy, And Environment (E3) Program",,1
1185,02131,Responsible Appliance Disposal (Rad) Program,,1
1186,02132,Environmental Workforce Development And Job Training Grants,,1
1187,02133,Building Ireland'S Smart Economy - A Framework For Sustainable Economic Renewal,,1
1188,02134,Working For Water Program,,1
1189,02135,Long-Term Plan For Wind Energy,,1
1190,02136,Indonesia'S Second Medium Term Development Plan,,1
1191,02137,National Strategic Plan Of Barbados,,1
1192,02138,Environment And Natural Resources Sector Plan,,1
1193,02139,Sixth Five-Year Plan,,1
1194,02140,The Nepal Trade Integration Strategy,,1
1195,02141,The National Framework For Sustainable Development,,1
1196,02142,Ecosystem Restoration In Rwanda,,1
1197,02143,National Biodiversity Strategy And Action Plan,,1
1198,02144,Fuel Efficiency Standard,,1
1199,02145,Fuel Economy Standards,,1
1200,02146,Low-Interest Loans For Investments In Installations For Electricity Production,,1
1201,02147,New Sunshine Program,,1
1202,02148,Renewable Electricity Production Credit,,1
1203,02149,Solar Photovoltaic (Pv) Assembly Project,,1
1204,02150,Eco-Car,,1
1205,02151,Registration Tax On Passenger Cars,,1
1206,02152,Carbon Tax (Co2 Tax),,1
1207,02153,Excise Duties On Fossil Fuels For Transport Purposes,,1
1208,02154,The National Housing And Refurbishment Plan,,1
1209,02155,Technical Code For Building,,1
1210,02156,Regulation For Thermal Installations Of Buildings,,1
1211,02157,Green Capacity Building Grants,,1
1212,02158,Water Supply And Sewerage Policies,,1
1213,02159,Water Sector Sustainability,,1
1214,02160,The Icelandic National Programme Of Action For The Protection Of The Marine Environment From Land-Based Activities,,1
1215,02161,Iceland'S Climate Change Strategy,,1
1216,02162,National Strategy And Action Plan For The Conservation And Sustainable Use Of Biodiversity,,1
1217,02163,Internet Portal,,1
1218,02164,Main Directions For The State Policy To Improve The Energy Efficiency Of The Electricity Sector On The Basis Of Renewable Energy Sources For The Period Up To 2020,,1
1219,02165,Education For Sustainable Development: The Barcelona School Agenda 21 Program,,1
1220,02166,Solar Energy Legislation,,1
1221,02167,Local Water And Soil Conservation,,1
1222,02168,The Renewable Energy Reference Centre,,1
1223,02169,Eno Green Cities Network,,1
1224,02170,The Nearby Useful Bike,,1
1225,02171,Urban Biodiversity For A Sustainable City And Climate Change Resilience,,1
1226,02172,Green City Freiburg,,1
1227,02173,Saintate Programme,,1
1228,02174,Sustainability Dashboard,,1
1229,02175,Groundwater Conservation: Mineral Water From The Tap,,1
1230,02176,Mexico City'S Green Plan,,1
1231,02177,Improving The District Heating System,,1
1232,02178,Greenhouse Gas Emissions Inventory: First Experiences,,1
1233,02179,From Mining To Re-Claiming Spoilt Lands,,1
1234,02180,The Bandeirantes Landfill Gas To Energy Project,,1
1235,02181,Integrated Coastal Management: The Crab Condominium Example,,1
1236,02182,Water Smart Parks,,1
1237,02183,Mangrove Conservation,,1
1238,02184,Live Green Toronto,,1
1239,02185,Urban Development And Biodiversity Conservation,,1
1240,02186,Greenhouse Gas,,1
1241,02187,Eco-Oil Programme,,1
1242,02188,Tax Mechanisms To Conserve Privately-Owned Green Areas: Yokohama Greenery Plan,,1
1243,02189,Programme D Action National D Adaptation Aux Changements Climatiques,,1
1244,02190,Lighting Africa Initiative,,1
1245,02191,Voûte Nubienne (Nubian Vault),,1
1246,02192,Sustainable Sydney 2030,,1
1247,02193,Nairobi Metro 2030 Strategy,,1
1248,02194,Phnom Penh Urban Poor Development Fund,,1
1249,02195,Mumbai Disaster Risk Management Master Plan,,1
1250,02196,"Baoding, China- The World'S First",,1
1251,02197,"Bilbao Ría 2000- Transformation Of Bilbao, Spain Through Public/Private Partnerships",,1
1252,02198,San Jose Green Vision,,1
1253,02199,Berlin'S Low Emission Zone,,1
1254,02200,"Waste Concern: Public/Private Partnership And Community Based Composting In Dhaka, Bangladesh",,1
1255,02201,Transforming Shanghai: World Expo 2010,,1
1256,02202,Aichi 2005: The First Eco-Expo,,1
1257,02203,Beijing Olympics 2008: An Urban Transformation,,1
1258,02204,Climate Doctrine Of The Russian Federation,,1
1259,02205,Russian Tsunami Warning Service,,1
1260,02206,Practical Application Of The Earth Charter,,1
1261,02207,London Olympics 2012: Planning A Sustainable Olympic Games,,1
1262,02208,Cogeneration For Africa,,1
1263,02209,Botswana Excellence Strategy For Economic Diversification And Sustainable Growth,,1
1264,02210,Quisqueya Verde,,1
1265,02211,International Network For Environmental Compliance And Enforcement (Inece),,1
1266,02212,Gross National Happiness Index,,1
1267,02213,Agua Para Todos (Water For All),,1
1268,02214,Guyana'S Low Carbon Development Strategy,,1
1269,02215,National Climate Change Action Plan 2008-2012,,1
1270,02216,Santiago Climate Exchange,,1
1271,02217,The Earth Charter And The Green Economy,,1
1272,02218,Principles For The Green Economy,,1
1273,02219,Asian Environmental Compliance And Enforcement Network,,1
1274,02220,Renewable Energy Policy Of Bangladesh,,1
1275,02221,Bolsa Floresta (The Forest Conservation Grant Fund),,1
1276,02222,Fund For The Protection Of Water (Fonag),,1
1277,02223,"Payment For Environmental Services Pilot Project In Lake Naivasha Basin, Kenya",,1
1278,02224,"Medium-Term National Development Policy Framework, Ghana Shared Growth And Development Agenda: 2010-2013",,1
1279,02225,The Clean Energy Legislative Package,,1
1280,02226,Ethiopia'S Climate-Resilient Green Economy Strategy,,1
1281,02227,Ecoeuskadi 2020: Basque Sustainable Development Strategy 2020,,1
1282,02228,Grenelle Ii Law,,1
1283,02229,Indonesia'S Green Economy Corridor Initiative,,1
1284,02230,South Africa'S New Growth Path - Green Economy Accord,,1
1285,02231,Promotion Of Renewable Energy,,1
1286,02232,Green Ict Application Challenge And Hackathon,,1
1287,02233,Itu-Unu-Unep-Step Initiative-Cedare Joint Survey On E-Waste,,1
1288,02234,Guidelines For Environmental Sustainability For The Ict Sector,,1
1289,02235,Itu-Unesco-Wmo Joint Task Force To Investigate The Potential Of Using Submarine Telecommunications Cables For Ocean And Climate Monitoring And Disaster Warning,,1
1290,02236,National Programs And International Initiatives Of Turkmenistan To Meet Sustainable Development Goals On Regional And International Arena,,1
1291,02237,Green Bridge Partnership Programme 2011-2020,,1
1292,02238,National Program - Green Belt,,1
1293,02239,"Initiative To Establish, In Cooperation With The Un, A Specialized Body - Interregional Center On Climate Change In Ashgabat",,1
1294,02240,Initiative To Organize A Caspian Environment Forum,,1
1295,02241,Initiative To Establish The Interregional Energy Dialogue Under Un Auspices,,1
1296,02242,Asian Productivity Organization'S Green Productivity Initiative,,1
1297,02243,Tokyo Cap-And-Trade Program,,1
1298,02244,Financing Energy Efficiency Projects,,1
1299,02245,Sustainable Transport Award - San Francisco,,1
1300,02246,Sustainable Transport Award - Medellin,,1
1301,02247,Sustainable Transport Award - Buenos Aires,,1
1302,02248,10 Green Growth Choices For Water Resources In The Mena Region,,1
1303,02249,Sustainable Transport Award - Cape Town,,1
1304,02250,Sustainable Transport Award - Guangzhou,,1
1305,02251,Appraisal Of A Decade Of Local Sustainability In The Basque Country 2000-2010,,1
1306,02252,Flexitarianism: Flexible Or Part-Time Vegetarianism,,1
1307,02253,Republic Of Rwanda - Green Growth And Climate Resilience: National Strategy For Climate Change And Low Carbon Development,,1
1308,02254,All-Russian Competition,,1
1309,02255,Conservation Of Wetlands Biodiversity In The Lower Volga Region,,1
1310,02256,Biodiversity Conservation In The Russian Portion Of The Altai-Sayan Ecoregion,,1
1311,02257,Saintrengthening Protected Area System Of The Komi Republic To Conserve Virgin Forest Biodiversity In The Pechora River Headwaters Region,,1
1312,02258,Conservation And Sustainable Use Of Biological Diversity In Russia'S Taymir Peninsula: Maintaining Connectivity Across The Landscape,,1
1313,02259,Mainstreaming Biodiversity Conservation Into Russia'S Energy Sector Policies And Operations,,1
1314,02260,"Integrated Natural Resource Management In The Baikal Basin Transboundary Ecosystem (Russia, Mongolia)",,1
1315,02261,Greening 2014 Sochi Olympics,,1
1316,02262,Ecological Rating Of The Subjects Of The Russian Federation,,1
1317,02263,Sustainable Development Rating Of Regions Of The Russian Federation,,1
1318,02264,Improve The Capacity Of Member Countries To Reduce The Impact Of Climate Change By Building Community And Environmental Resilience Through The Promotion Of Green Economy,,1
1319,02265,Minimum Agenda For Sustainability Abraps,,1
1320,02266,Dhaka Bus-Rapid-Transit,,1
1321,02267,Ortigas Greenways,,1
1322,02268,Railway Electrification Project,,1
1323,02269,"Recovery Of The First Sale Of Fish In Sitges, Catalonia",,1
1324,02270,Science Across The Mena Initiative (Sami),,1
1325,02271,Government Of Cape Verde Has The Ambitious Plan That Aims To Achieve The 100% Penetration Of Renewable Energies In Cape Verde By 2020.,,1
1326,02272,One Planet Middlesbrough,,1
1327,02273,Public Administration As An Example In Reducing Emissions And Saving Energy,,1
1328,02274,Rio +20. Green Economy: The Experiences Of The Italian Civil Society,,1
1329,02275,Environmental Rating Systems To Promote Green Industry,,1
1330,02276,Financing Sustainable Development On Cape Verde,,1
1331,02277,Education And Sustainable Development,,1
1332,02278,Sustainable Tourism Development,,1
1333,02279,Consolidation Of Cape Verde Protected Areas,,1
1334,02280,One Planet Sutton,,1
1335,02287,Implementation Of Integrated Pest Management,,1
1336,02288,Satellite Monitoring In Honduras Using Gis And Rs,,1
1337,02291,Green Energy Special Fund (Gesf),,1
1338,02297,Financial Intermediary Investment Special Fund,,1
