un_id,name,n
17752,Australian Earth Laws Alliance,1
17755,Birdlife International,1
17758,La Sociedad Cooperativa De Produccin Pesquera Cozumel Sc De Rl,1
17764,Argentina,1
17770,United Nations Environment Program,1
17773,Cooperativa De Pescadores Artesanales De Tarcoles,1
17779,Healthy Reefs Initiative,1
17782,Global Environment Facility,1
17785,Mauritius Oceanography Institute,1
17788,Iniciativa Arrecifes Saludables,1
17791,National Geographic,1
17794,Morroco,1
17800,Prodelphinus,1
17806,International Regional Organization For Agricultural Health,1
17812,Marfund,1
17830,Peru,1
17833,Honduras,1
17836,Parley For The Oceans,1
17839,Colegio De La Frontera Sur,1
17842,Arab Organization Of Persons With Disabilities,1
17854,Instituto Hondureno De Anthropologia Y Historia,1
17857,Centuro De Estudios Marinos,1
17860,United Nations Development Program,1
17863,United Nations Development Programme,1
17869,United Nations Development Program,1
17872,United Nations Development Program,1
17875,Honduras,1
17881,National Fishery Society Of Chile,1
17884,Honduras,1
17890,Centre Universitaire De Recherche Et Dapplication En Teledetection : Curat,1
17911,The Phuket Women Capacity Development Project,1
17917,Honduras,1
17923,Petroseychelles,1
17929,University Of The Philippines,1
17932,"Washington Ocean Acidification Center, University Of Washington",1
17941,Honduras,1
17944,Honduras,1
17947,Masta,1
17950,Honduras,1
17956,Honduras,1
17959,Larecoturh,1
17962,Samoa,1
17965,Honduras,1
17968,Honduras,1
17971,Chonburi Province,1
17974,Honduras,1
17977,Honduras,1
17980,Honduras,1
17983,Indonesia,1
17986,Honduras,1
17989,Honduras,1
17992,Honduras,1
17995,Honduras,1
17998,University Of The South Pacific,1
18001,Botswana,1
18019,Marine Research Centre,1
18022,Israel,1
18025,Maldives,1
18028,Maldives,1
18037,International Ocean Institute,1
18040,Oceanário De Lisboa,1
18043,Conserve.Io,1
18046,Ospar,1
18049,World Wildlife Fund,1
18052,Albania,1
18055,Oceano Azul Foundation,1
18058,Ospar,1
18061,Oceano Azul Foundation,1
18064,Unesco,1
18085,Finnish Institute Of The Environment,1
18088,Germany,1
18091,Belgium,1
18094,Cbd Secretariat,1
18097,Public Waste Agency Of Flanders (Ovam),1
18100,Central Water And Sewerage Authority - Solid Waste Management Unit;,1
18106,United Nations Environment Program,1
18109,Waitt Foundation,1
18115,Colectividad Razonatura,1
18124,We Are The Ocean,1
18127,Acp Secretariat,1
18133,Care,1
18139,Liberty Asia,1
18142,Waitt Institute,1
18148,Asian Seafood Improvement Collaborative,1
18151,Global Aquaculture Alliance,1
18157,Australian Marine Conservation Society,1
18160,Ocean Conservancy,1
18166,Ocean Conservancy,1
18169,"Docapesca, Sa",1
18184,Bid/Fomin,1
18190,Hachinohe Institute Of Technology,1
18196,Honduras,1
18199,Bid/Fomin,1
18202,Unite For Literacy,1
18229,United Nations Centre For Regional Development,1
18232,Secretariat Of The Pacific Regional Environment Program,1
18235,Forum Fisheries Agency,1
18238,Forum Fisheries Agency,1
18247,Latvia,1
18253,Secretariat Of The Pacific Regional Environment Program,1
18256,Regional Environmental Center,1
18259,Indonesian Institute Of Sciences,1
18262,National Institute For Water And Atmospheric Research,1
18265,Index Initiative,1
18280,National Institute For Water And Atmospheric Research,1
18283,Observer Research Foundation,1
18286,New Zealand,1
18292,Grenada,1
18295,Air New Zealand,1
18298,Secretariat Of The Pacific Community,1
18301,Grenada,1
18304,Unived Nations Environment Progam,1
18307,Pacific Island Forum Fisheries Agency,1
18313,Comoros,1
18316,Fonterra,1
18319,Global Environment Facility,1
18337,Kenya,1
18343,Iceland,1
18358,National Institute Of Water And Atmospheric Research,1
18361,Helcom Helsinki Commission,1
18364,European Union,1
18370,Institute For Nature Conservation In Albania,1
18373,Norway,1
18376,The Secretariat Of Cbd,1
18379,Hellenic Centre For Marine Research,1
18382,Denmark,1
18385,Food And Agriculture Organisation,1
18391,Swedish Institute For The Marine Environment,1
18397,Belgian Dg Shipping,1
18406,United Nations Office On Drugs And Crime,1
18409,Prince Albert Ii Of Monaco Foundation,1
18415,European Union,1
18421,Finland,1
18427,Joint Programming Initiative: Healthy And Productive Seas And Oceans,1
18430,Public Waste Agency Of Flanders (Ovam),1
18433,Samoa,1
18436,Alfred-Wegener-Institut,1
18439,Partnership For Regional Ocean Governance,1
18442,Forum Fisheries Agency,1
18460,Ospar Commission,1
18466,"Docapesca, Sa",1
18469,Food And Agriculture Organization,1
18472,Abb,1
18475,Global Environment Facility,1
18481,World Wildlife Fund,1
18484,Flemish Institute For The Sea,1
18490,Sociedad Audubon De Panama,1
18499,Icafis Vietnam,1
18502,Red Bull Company,1
18505,United Nations Office For Project Services,1
18508,Sustainable Ocean Alliance,1
18516,Mauritius Oceanography Institute,1
18528,Ocean Alive,1
18548,World Ocean Council,1
18553,International Union For Conservation Of Nature,1
18558,Ludvik Group,1
18578,Kai Marine,1
18588,China,1
18598,Dan Region Sewage Treatment Plant Wastewater Treatment Plant,1
18603,Mauritania,1
18613,The University Of The South Pacific,1
18618,International Maritime Organization,1
18623,Western Indian Ocean Marine Science Association,1
18628,University Of Cape Town,1
18633,University Of Antwerp,1
18643,Unesco,1
18668,Unesco,1
18683,Flanders Marine Institute (Vliz),1
18733,International Hydrographic Organization,1
18743,Comision Permanente Del Pacfico Sur,1
18768,Spp,1
18773,Colombia,1
18778,Secretariat Of The Pacific Community,1
18793,Australia,1
18813,Ukraine,1
18818,Finland,1
18823,International Union For Conservation Of Nature,1
18828,Unesco,1
18833,Un Division For Ocean Affairs And The Law Of The Sea,1
18843,Anthropocene Institute,1
18863,Sameone Ocean Art Co Ltd.,1
18868,World Animal Protection,1
18878,Belize,1
18883,Australia,1
18888,B-Green,1
18893,Instituto Del Mar Del Peru,1
18898,Instituo Del Mar Del Peru,1
18908,Instituto Del Mar Del Peru,1
18913,Mission Blue,1
18923,Norway,1
18933,"University Of Arizona,",1
18943,International Maritime Organisation,1
18948,University Of Singapore,1
18958,International Maritime Organisation,1
18998,Mexico,1
19008,Australia,1
19023,The Nature Conservancy,1
19028,Commonwealth Scientific And Industrial Research Organization,1
19033,World Meteorological Organization,1
19043,Global Environment Facility,1
19048,United States,1
19058,United States,1
19063,Blue Guardians,1
19068,China,1
19138,Inuvialuit Regional Corporation,1
19158,British Columbia,1
19163,Water Smart Foundation,1
19178,Global Partnership For Sustainable Transportation,1
19183,British Columbia,1
19188,International Union For Conservation Of Nature,1
19193,Margaret A Cargill Philanthropies,1
19198,Margaret A Cargill Philanthropies,1
19208,Oak Foundation,1
19218,Gef Small Grants Program,1
19228,Commission For The Conservation Of Antarctic Marine Living Resources Ccamlr,1
19253,Coastal Research And Education Society Of Long Island,1
19258,Marfund,1
19283,Germany,1
19293,Veolia,1
19307,California,1
19313,Merterre,1
19319,Belize,1
19321,Forum Fisheries Agency,1
19323,Global Environment Facility,1
19325,United Nations Environment Program,1
19327,Project Aware,1
19329,Greenwave.Org,1
19331,Center For Coastal Studies,1
19335,Helcom,1
19337,Nansen-Tutu Center For Environmental Research,1
19339,National Center Of Research And Development Of Fisheries And Aquaculture,1
19353,Vanua Trust Of Laucala,1
19359,Nature Tropicale,1
19363,United Nations Industrial Development Organisation,1
19369,Ghana,1
19371,Global Environment Facility,1
19373,Istituto Superiore Per La Protezione E La Ricerca Ambientale,1
19379,Vancouver Aquarium,1
19381,Nestle S.A.,1
19383,World Health Organization,1
19392,Convention On Biological Diversity Secretariat,1
19403,Centre Of Excellence Of Sustainable Development In Small Islands In Development,1
19419,Grupomar,1
19434,Oregon,1
19459,Alfred P. Sloan Foundation,1
19469,The Pew Charitable Trusts,1
19479,Cape Verde,1
19484,Asociacin Costa Rica Por Siempre,1
19489,Global Environment Facility,1
19499,Swedish University Of Agricultural Sciences,1
19509,"Swedish University Of Agricultural Sciences, Department Of Aquatic Resources",1
19519,Fundacion Marviva,1
19529,Instituto Nacional De Aprendizaje,1
19539,Cinpe-Una,1
19549,Universidades Estatales,1
19559,Caribbean Coastal Area Management Foundation,1
19569,Centro De Investigaciones En Ciencias Del Mar Y Limnologa,1
19574,Flemish Government (Flanders Knowledge Area),1
19579,Fundacin Marviva,1
19589,Jacobs Foundation,1
19614,Coopesolidar R.L,1
19629,Latin America Sea Turtles - Last,1
19649,World Bank,1
19654,Gotham Whale,1
19659,World Bank,1
19664,Coopesolidar R.L,1
19669,World Bank,1
19674,Asociacion Deportiva Club Nacional De Pesca,1
19684,Asociacin De Productores De Sal - Asprosal,1
19689,Coopesolidar R.L,1
19694,United Nations Environment Program,1
19709,Federacin Costarricense De Pesca Y Acuicultura,1
19714,Ocean Cruising Club,1
19729,Southern Province,1
19739,Global Environment Facility,1
19744,"Asociacin Para El Uso, Manejo Y Conservacin Del Manglar Palmar",1
19749,South Province,1
19759,Secretariat Of The Pacific Regional Environment Program,1
19769,"Daluhay, Inc.",1
19774,Colombia,1
19779,Global Environmental Facility,1
19789,United Nations Environment Program,1
19799,Shark Research Institute,1
19804,National Institute For Water And Atmospheric Research,1
19814,Food And Agriculture Organization,1
19819,Food And Agriculture Organization,1
19829,Food And Agriculture Organization,1
19839,European Union,1
19844,Germany,1
19854,World Tourism Organization,1
19864,Fiji Pearl Farmers Association,1
19874,Sri Lanka,1
19879,Fiji Fishing Industry Association,1
19884,Turku,1
19889,Iran,1
19894,Fiji,1
19899,International Union For Conservation Of Nature,1
19904,Fiji Locally Managed Marine Areas Network,1
19909,Wildlife Conservation Society,1
19914,United Nations Environment Program,1
19919,Sri Lanka,1
19924,Soleil De Louest,1
19929,Secretariat Of The Pacific Community,1
19934,Mannar Eco Friends,1
19949,Barcelona Convention Secretariat,1
19954,Field Ornithology Group Sri Lanka,1
19959,Wildlife Conservation Society,1
19964,Fiji,1
19984,Conservation International,1
19999,World Wildlife Fund,1
20009,Cook Islands,1
20014,Secretariat Of The Pacific Community,1
20019,Maldives,1
20029,Coastal Management Advisory Council,1
20044,Caribbean Community Climate Change Center,1
20074,United Nations Environment Program,1
20104,Monaco,1
20124,Food And Agriculture Organization,1
20129,Fabe International Foundation,1
20139,Conservation International,1
20144,United Nations Environment Program,1
20149,"University Of California, Santa Barbara",1
20169,Legambiente,1
20179,Global Environment Facility,1
20199,Adesco 13 De Enero,1
20209,Satafao Community,1
20214,Nauru Rotary,1
20219,Parley For The Oceans,1
20224,Conservation International,1
20234,Bahamas National Trust,1
20244,Sebastian Social Indian Projects (Sisp),1
20249,Global Environmental Fund Small Grants Program,1
20259,Chile,1
20264,United Nations Development Program,1
20269,Institute For Marine And Coastal Research,1
20274,California,1
20279,Garopaba City Council,1
20284,Green Balkans,1
20289,Honiara City Council,1
20304,Australis S.A.,1
20309,Xtreme Zero Waste,1
20319,Regional Network Of Mpa'S In West Africa,1
20324,Solomon Islands Locally Marine Managed Areas Network,1
20344,World Wildlife Fund,1
20354,Malaysia,1
20364,"Clean Island, A.K.A. Ci",1
20369,Caribbean Community,1
20396,Four Seasons Resort Seychelles,1
20412,Food And Agriculture Organization,1
20436,Unesco,1
20452,Norway,1
20464,Surface Ocean Lower Atmosphere Study,1
20468,Unicef,1
20480,"Centre For Environment, Fisheries And Aquaculture, Science",1
20488,Massachussets Institute Of Technology,1
20492,Nova Scotia,1
20496,Zennstrom Philanthropies,1
20500,Indonesia,1
20508,South African National Biodiversity Institute,1
20512,Voedselteams,1
20528,Walter Sisulu University,1
20608,Pacific Center For Renewable Energy And Energy Efficiency,1
20616,International Maritime Organisation,1
20668,Monterey Bay Aquarium Research Institute,1
20676,United Nations Environment Program,1
20680,Secretariat Of The Pacific Regional Environment Program,1
20684,Universidad Autnoma De Santo Domingo,1
20688,Asociacion Desarrollo Puerto Plata,1
20692,Diva For Equality,1
20696,Nausicaa,1
20700,Asociacion Playa Dorada,1
20704,Asociacion Playa Dorada,1
20744,Aruba Tourism And Hotel Industry Association,1
20748,International Atomic Energy Association,1
20764,Healthy Seas,1
20768,Na I Soqososoqo Vakamarama I Taukei,1
20776,Proteus Partnership,1
20780,Federacin Costarricense De Pesca,1
20784,Phoenix Islands Protected Area,1
20788,European Union,1
20800,Waitt Institute,1
20808,Federacin Dominicana De Trabajadores De La Pesca Y La Universidad Autnoma De Santo Domingo,1
20816,University Of Bergen,1
20828,Phoenix Islands Protected Area,1
20856,United Nations Office On Drugs And Crime,1
20868,Foro Ambiental De Samana,1
20872,Cooperativa De Pescadores Los Cacaos,1
20876,Fundasur,1
20880,Ecored,1
20896,The Nature Conservancy,1
20900,The Nature Conservatory,1
20908,Dominican Republic,1
20912,China,1
20916,Codopesca,1
20932,Finnish Meteorological Institute,1
20940,Association Of Southeast Asian Nations,1
20944,University Of Oslo,1
20968,Japan,1
20976,Universidad Autnoma De Santo Domingo,1
20996,The Creative Centre,1
21016,Un Environment Program,1
21044,Instituto Oceanográfico De La Armada,1
21056,Castle Foundation,1
21064,The Drammeh Institute,1
21076,Region Bretagne,1
21088,Codopesca,1
21092,Atemar,1
21096,Atemar,1
21104,National Voluntary Organizations Active In Disasters,1
21108,Dominican Republic,1
21116,Fundemar,1
21120,The Nature Conservancy,1
21124,Univeridad Autonomo De Santo Domingo,1
21128,Counterpart International,1
21140,Asociacion De Remo Y Canotaje De Puerto Plata,1
21148,Mote Marine Laboratory,1
21156,Albion Farms And Fisheries,1
21160,Albion Farms And Fisheries,1
21164,Albion Farms And Fisheries,1
21168,Albion Farms And Fisheries,1
21172,Albion Farms And Fisheries,1
21176,Albion Farms And Fisheries,1
21180,Albion Farms And Fisheries,1
21184,World Wildlife Fund,1
21192,Legambiente Onlus,1
21196,United Nations Division For Ocean Affairs,1
21200,Albion Farms And Fisheries,1
21204,Ospar Commission For The Protection Of The Marine Environment Of The North East Atlantic,1
21208,Accobams,1
21228,Commissariat A L'Energies Atomique Et Aux Energies Alternatives,1
21236,Aiesec;,1
21244,Fishbase Information And Research Group,1
21248,Myanmar,1
21256,Governor Of Vava'U,1
21260,Australia,1
21264,United Nations Development Program,1
21272,Philippines,1
21284,Balearic Islands,1
21288,United Nations Development Program,1
21292,Nepad Planning And Coordination Agency (Npca / Nepad Agency),1
21296,Accobams,1
21300,Wiseoceans,1
21304,Wiseoceans,1
21308,Un-Ngo Office,1
21312,Un Global Compact,1
21328,Un Environment Program,1
21332,Secretariat Of The Pacific Regional Environment Program,1
21336,South Africa Environment Observation Network,1
21344,Wildlife Conservation Society,1
21352,Australia,1
21360,Fundacin Plenitud,1
21364,Commonwealth Of Independent States,1
21368,Flanders Marine Institute,1
21372,Milne Bay Provincial Administration,1
21392,Vava'U,1
21396,United Nations Environment Program,1
21400,International Council For Local Environmental Issues,1
21404,United Nation Food And Agricultural Organisation,1
21408,Wildlife Conservation Society,1
21420,Secretariat Of The Pacific Regional Environment Program,1
21424,Blue Action Fund,1
21432,University Of Papua New Guinea,1
21436,Cresli -- The Coastal Research And Education Society Of Long Island,1
21444,Polyaquaculture Research Unit University Of Toliara,1
21456,World Bank,1
21460,"Farmers' Association Of Tuy Phong District, Binh Thuan, Vietnam",1
21464,World Bank,1
21468,Italy,1
21480,University Of Mons,1
21480,Tide,1
21488,Restore Coral,1
21492,Mission Blue,1
21496,Caribbean Research And Management Of Biodiversity Foundation,1
21500,Bill And Melinda Gates Foundation,1
21504,Waitt Institute,1
21508,Pacific Islands Forum Fisheries Agency,1
21512,Secretariat Of The Pacific Regional Environment Program,1
21528,University Of Victoria,1
21548,Unep-Rolac,1
21552,Food And Agriculture Organization,1
21556,International Maritime Organization,1
21560,World Bank,1
21572,Forum Fisheries Agency,1
21576,Nippon Foundation,1
21580,Marshall Islands Coastal Management Advisory Council,1
21584,Institut Sngalais De Recherches Agricoles 'Isra',1
21588,Maritime Fishermen'S Union,1
21596,Greengold Global Research Institute,1
21616,International Union For Conservation Of Nature,1
21620,Foundation Center,1
21628,International Union For Conservation Of Nature,1
21632,International Union For Conservation Of Nature,1
21644,Association Of Real Estate Agents In Uganda,1
21648,Asopesan,1
21652,Project Kaisei,1
21656,Thyssen Bornemisza Art Contemporary Academy,1
21660,"Png Fishing Industry Association,",1
21664,United Nations Conference On Trade And Development,1
21668,Fiji,1
21672,Woods Hole Oceanographic Institution,1
21676,Project Kaisei,1
21684,The Afroatlantic Theologies And Treaties Institute,1
21688,Instituto De Conservacion De Ballenas,1
21696,Monterey Bay Aquarium,1
21700,Aves Argentinas,1
21705,University Of Hawaii,1
21711,Hawai'I Institute For Human Rights,1
21714,"World Team-Building, Llc,",1
21723,The Good Group,1
21726,Global Catholic Climate Movement,1
21729,Universidade Federal Fluminense,1
21735,Alaska Permanent Fund,1
21738,United Nations Development Program,1
21756,Uni Research,1
21759,Group On Earth Observations Biodiversity Observation Network,1
21762,Guatepassport,1
21765,Uni Research,1
21784,Syngenta,1
21800,Sri Lanka,1
21847,Intel,1
21853,United Nations High Commissioner For Refugees,1
21879,European Union,1
21889,Leo Network,1
21894,Cook Islands,1
21912,Indonesia,1
21942,New Zealand,1
21996,Muslim Family Counselling Services,1
22021,College Of Family Physicians Of Canada,1
22056,China Agriculture University,1
22061,Nigeria,1
22076,Netherlands,1
22086,Indian Astrobiology Research Foundation,1
22141,University Of South Florida,1
22161,Total,1
22186,United Nations Entity For Gender Equality And The Empowerment Of Women,1
22196,Sail Of Hope,1
22216,Indian Ocean Rim Association,1
22226,United Nations Environment Program,1
22245,International Union For Conservation Of Nature,1
22325,Pran,1
22353,Saintevens Institute Of Technology,1
22381,Organisation Internationale De La Francophonie,1
22389,United Nations Department Of Economic And Social Affairs,1
22393,Joint United Nations Program On Hiv/Aids,1
22409,Tsinghua University,1
22414,Azerbaijan,1
22422,Nigeria,1
22426,Microsoft,1
22471,"Association Of Secondary School Heads, Uganda",1
22501,Canada,1
22525,Envolverde,1
22581,Future Earth,1
22605,Consumers International,1
22608,Senat Der Wirtschaft,1
22613,Chipembere Community Development,1
22623,Sociedad De Medicina Familiar Y Comunitaria,1
22633,Usem Monterrey,1
22673,Corporate Social Responsibility Training Institute,1
22688,Un-Business Action Hub,1
22752,Panama,1
22758,Panama,1
22825,Ipedagogy,1
22865,Litworld Usa,1
22985,United Nations Entity For Gender Equality And The Empowerment Of Women,1
22993,Mondo,1
23013,Athens University Of Economics And Business,1
23057,Society For Participatory Research In Asia,1
23073,Ghana,1
23092,United States,1
23111,United Nations,1
23115,United Nations International Children'S Emergency Fund,1
23132,Salta,1
23138,United Nations Development Program,1
23163,Ocean And Climate Platform,1
23171,Commonwealth Of Independent States,1
23175,United Nations High Commissioner For Refugees,1
23179,Rdkonel Foundation,1
23220,University Of Cambridge,1
23237,Food And Agriculture Organization,1
23253,Sirius Interactive,1
23266,Partnership For Observation Of The Global Oceans,1
23282,Posco 1% Foundation,1
23290,Soka Gakkai International,1
23310,Australia,1
23326,Primary Health Centre,1
23352,Roundtable Global,1
23358,Seoul,1
23390,Jci Karur Diamond,1
23398,Homestay Technologies Ltd,1
23428,Universidad Nacional De Colombia,1
23433,Alcaldia De Rincon Del Mar,1
23461,Action Solidarit Tiers Monde,1
23469,Ushahidi,1
23525,International Fund For Agricultural Development,1
23527,Lukoil,1
23531,Cambodia,1
23539,International Labour Organization,1
23547,Aiesec,1
23553,Fondazione Crt,1
23559,Global Apprenticeship Network,1
23567,Fundação Calouste Gulbenkian,1
23569,Trickle Up,1
23573,Open International University Of Human Development,1
23575,Vivixx Academy,1
23581,European Union,1
23583,International Labour Organization,1
23585,International Labour Organization,1
23648,Eco Flores,1
23755,Petco,1
23761,Indoensian Plastic Recycling Association,1
23773,Sciaena,1
23842,National Campaign On Dalit Human Rights,1
23965,Unesco,1
25209; 24052,Canadian Science Policy Centre,1
24104,France,1
24196,3M,1
24264,Ran'Aa Child Welfare Foundation,1
24312,Malaysia,1
24394,Hotel Plan Suisse,1
24622,Oceanographic Museum Of Monaco,1
24642,Iberdrola,1
24826,Claremont Graduate University,1
24989,United Nations Department Of Economic And Social Affairs,1
25040,United Nations Foundation,1
25081,Uganda,1
25102,Seychelles,1
25149,Sri Lanka -United Nations Friendship Organisation,1
25157,Solshare,1
25185,United Nations Department Of Economic And Social Affairs,1
25197,Uganda,1
25265,World Energy Council,1
25293,Living Oceans Society (Ngo);,1
25305,Housing And Land Rights Network,1
25309,Circle Economy,1
25321,Germany,1
25341,International Labour Organization,1
25396,Solar Sister,1
25429,Marshall Islands Development Bank,1
25521,Johnson And Johnson Corporate Citizenship Trust,1
25525,Laboratoria,1
25529,Grid-Arendal,1
25533,Grid-Arendal,1
25681,Deutsche Post Dhl Group,1
25745,Waterlinks,1
25765,Buro Happold Engineering,1
25865,Internet Child Safety Foundation,1
25913,Center For Corporate Social Responsibility,1
25981,Mexico,1
26069,United Nations Development Programme,1
26125,India,1
26233,Global Nomadic,1
26257,Global Alliance Of Ngos For Road Safety,1
26369,United Nations Framework Convention On Climate Change Secretariat,1
26397,Secretariat Of The Pacific Community,1
26410,United Nations Population Fund,1
26498,The University Of The South Pacific,1
00032,Tebtebba (Indigenous People'S International Centre For Policy Research And Education),2
00062,United Nations Office For The Coordination Of Humanitarian Affairs,2
00066,British Columbia Institute Of Technology,2
00073,University Of Campinas,2
00074,Satrix - Energia Renovável,2
00075,Droit À L'Énergie,2
00076,All-Ukrainian Ecological League,2
00077,All-Ukrainian Ecological League,2
00080,Indonesia,2
00085,Development And Environment,2
00091,The European Stabiliser Producers Association,2
00092,International Union For Conservation Of Nature,2
00093,Asantys Systems,2
00132,Finland,2
00134,Morocco,2
00135,United Nations University,2
00230,Denmark,2
00231,Denmark,2
00233,Denmark,2
00235,Denmark,2
00236,Denmark,2
00237,Denmark,2
00238,Denmark,2
00239,Denmark,2
00240,Denmark,2
00241,Denmark,2
00242,Denmark,2
00243,Denmark,2
00244,Denmark,2
00245,Denmark,2
00246,Denmark,2
00247,Denmark,2
00248,Denmark,2
00249,Denmark,2
00250,Denmark,2
00251,Denmark,2
00252,Denmark,2
00253,Denmark,2
00267,United Nations Centre For Regional Development,2
00288,World Ocean Network,2
00289,Unesco,2
00290,Caf - Development Bank Of Latin America,2
00291,Food And Agriculture Organization,2
00300,Aerogeophysica Latinoamerica,2
00330,Gehl Architects,2
00331,Secretariat Of The Pacific Community,2
00349,Aerogeophysica Latinoamerica,2
00350,Biovision Africa Trust,2
00352,Un Association Of China,2
00353,Us Green Building Council,2
00364,The Latin American Organization Of Intermediate Governments,2
00365,Clean Air Asia,2
00368,Bandq,2
00372,World Bank,2
00374,Ethiopia,2
00382,Act Alliance,2
00410,Guatemalan Exporters' Association,2
00411,International Fund For Agricultural Development,2
00438,Airbus,2
00442,International Federation Of Business And Professional Women,2
00446,United Nations Development Program,2
00447,International Federation Of Business And Professional Women,2
00450,Cxcatalysts,2
00451,International Federation Of Business And Professional Women,2
00453,International Federation Of Business And Professional Women,2
00454,International Energy Agency,2
00456,United Nations Development Program,2
00457,Niras,2
00460,Infosys,2
00462,United Nations Development Program,2
00465,Cxcatalysts,2
00467,Sids Dock,2
00472,Costa Rica Automobile Club,2
00473,International Federation Of Red Cross And Red Crescent Societies,2
00481,Global League Of Environmental Lawyer,2
00487,Institute For European Environment Policy,2
00489,Pricewaterhousecoopers,2
00490,International Federation Of Business And Professional Women,2
00492,Sofia University,2
00493,Food And Agriculture Organization,2
00494,The Cropper Foundation,2
00499,Unesco,2
00500,Netherlands,2
00506,European Bank For Reconstruction And Development,2
00509,"Community 
Center Of Caribbean States For Climate Change",2
00510,"Chile 
Museo De Las Montañas Andinas",2
00511,International Institute For Democracy And Electoral Assistance,2
00513,Global Ocean Forum,2
00514,Carbon War Room,2
00517,Evo Dutch Shippers Council,2
00518,International Union For Conservation Of Nature,2
00520,Institute For Transportation And Development Policy,2
00521,United Nations Human Settlements Program,2
00553,Netherlands,2
00555,Bosch Siemens Household Appliances,2
00597,Tanzania,2
00615,Suicide Prevention Australia,2
00627,Martina Berto,2
00637,Dupont,2
00649,Thal Limited,2
00651,Selçuk University,2
00667,Aides Et Actions,2
00707,Dometic,2
00737,Austria,2
00743,Cambodian Center For Study And Development In Agriculture,2
00759,Carbon War Room,2
00761,Peace And Equity Foundation,2
00769,United Nations Office On Drugs And Crime,2
00783,Global Alliance For Improved Nutrition,2
00811,Saintanford,2
00861,Clinton Bush Haiti Fund,2
00881,United Nations Industrial Development Organization,2
00883,Borealis Group,2
00889,Dubai Electricity And Water Authority,2
00893,We Owe It To Egypt'S Foundation,2
00901,International Renewable Energy Agency,2
00909,Kfw,2
00913,Socar,2
00919,United Nations Foundation,2
00925,The Second Institute Of Oceanograpy,2
00927,Sca,2
00935,Nirdhan Bank,2
00939,Johns Hopkins University,2
00949,Germany,2
00951,Carmina Campus,2
00963,National Lighting Test Centre Of China,2
00989,African Union,2
00991,Morocco,2
00995,Institute For Industrial Productivity,2
00999,United Nations Development Program,2
01037,Allergan,2
01038,Clean Energy Ministerial,2
01039,Women'S Global Network On Reproductive Rights,2
01043,Unesco,2
01044,Deloitte,2
01048,Reading Hamlet,2
01113,Norway,2
01118,Komfo Anokye Hospital,2
01120,United Nations Population Fund,2
01122,United Nations International Children'S Emergency Fund,2
01127,United States,2
01139,Development Media International,2
01142,World Bank,2
01143,United Nations International Children'S Emergency Fund,2
01161,Save The Children,2
01189,Little Big Souls,2
01194,Frankfurt Zoological Society,2
01220,End Child Prostitution And Trafficking International,2
01225,Kenya,2
01232,Well Being Foundation,2
01244,International Council Of Nurses,2
01479,Heifer International,2
01480,European Union,2
01481,Congo,2
01482,Ecuador,2
01483,Australia,2
01484,Institute For Global Environmental Strategies,2
01485,Chinese Ecosystem Research Network,2
01486,Netherlands,2
01487,United Kingdom,2
01488,United Nations Council On Trade And Developmnet,2
01489,Australia,2
01490,Centro Internacional Agricultura Tropical,2
01491,Agropolis Institute,2
01493,Kenya,2
01494,Cement Industry Federation,2
01495,El Salvador,2
01496,Pan American Health Organization,2
01497,Italy,2
01498,Graz,2
01499,Chile,2
01500,Global Environment And Technology Foundation,2
01501,United States,2
01502,Wip Renewable Energies,2
01503,Cameroon,2
01504,Bangladesh,2
01505,Landcare,2
01506,The Critical Ecosystem Partnership Fund,2
01507,Germany,2
01509,United Nations Industrial Development Organisation,2
01510,Association Ingénieurs Sans Frontières,2
01511,United States,2
01512,The World Conservation Union,2
01513,Greensos,2
01514,Committee On Earth Observation Satellites,2
01515,Nigeria,2
01516,China,2
01517,Niger,2
01518,Barbados,2
01521,Economic Community Of West African States,2
01522,Cambodia,2
01523,Law For A Green Planet Institute,2
01524,International Federation Of Consulting Engineers,2
01525,Brasilconnects,2
01526,Global Water Partnership,2
01527,Morocco,2
01528,Amrita Sree,2
01529,Bulgaria,2
01530,India,2
01531,Canada,2
01532,Chad,2
01533,South Africa,2
01534,Unesco,2
01535,World Resources Institute,2
01536,Skyfi Network,2
01537,International Federation Of Surveyors,2
01538,European Umbrella Organisation For Geographic Information,2
01539,Germany,2
01540,Brazil,2
01541,United Nations Environment Program,2
01542,Burkina Faso,2
01544,China,2
01545,United Nations Development Program,2
01546,Cameroon,2
01547,University Of Delaware,2
01548,Thailand,2
01549,Thailand,2
01551,Bangladesh,2
01552,France,2
01553,Caribbean Disaster Emergency Response Agency,2
01554,Argentina,2
01555,China,2
01556,Ethiopia,2
01557,Palau,2
01558,Malaysia,2
01559,Food And Agriculture Organization,2
01561,Altai Republic Of The Russian Federation,2
01562,Egypt,2
01563,International Geothermal Association,2
01565,India,2
01566,Canada,2
01567,Fundacion Origen,2
01568,Malaysia,2
01569,Netherlands,2
01570,United Nations Human Settlements Program,2
01571,Local Government Managers Association,2
01572,Egypt,2
01573,Cambodia,2
01574,Singapore,2
01575,International Energy Agency,2
01576,United Nations Environment Program,2
01577,Renewable Energy Development Centre,2
01578,Madagascar,2
01579,France,2
01580,Brazil,2
01582,Erdas,2
01583,Nigeria,2
01584,Luxembourg,2
01585,Santa Fe Province,2
01586,Colombia,2
