geonameid,city,subcountry,country
554679,Kabanovo,Mo,Russia
551964,Kashira,Mo,Russia
551835,Kastanayevo,Mo,Russia
549479,Khoroshëvo-Mnevniki,Mo,Russia
549373,Khot'Kovo,Mo,Russia
547560,Klimovsk,Mo,Russia
547523,Klin,Mo,Russia
546230,Kolomna,Mo,Russia
554233,Korolev,Mo,Russia
543731,Kotel’Niki,Mo,Russia
543254,Kozhukhovo,Mo,Russia
542463,Krasnoarmeysk,Mo,Russia
542374,Krasnogorsk,Mo,Russia
6417459,Krasnoznamensk,Mo,Russia
540030,Kubinka,Mo,Russia
538601,Kurovskoye,Mo,Russia
538472,Kur’Yanovo,Mo,Russia
538321,Kuskovo,Mo,Russia
536098,Leninskiye Gory,Mo,Russia
535451,Levoberezhnaya,Mo,Russia
583589,Levoberezhnyy,Mo,Russia
535243,Likino-Dulevo,Mo,Russia
534595,Lobnya,Mo,Russia
534015,Losino-Petrovskiy,Mo,Russia
533543,Lukhovitsy,Mo,Russia
532657,Lytkarino,Mo,Russia
532615,Lyubertsy,Mo,Russia
531820,Malakhovka,Mo,Russia
525396,Monino,Mo,Russia
524712,Mozhaysk,Mo,Russia
523812,Mytishchi,Mo,Russia
523553,Nakhabino,Mo,Russia
523426,Naro-Fominsk,Mo,Russia
520068,Noginsk,Mo,Russia
518879,Novogireyevo,Mo,Russia
516215,Odintsovo,Mo,Russia
515024,Orekhovo-Zuyevo,Mo,Russia
513378,Ozëry,Mo,Russia
512023,Pavlovskiy Posad,Mo,Russia
509981,Petrovskaya,Mo,Russia
508101,Podol’Sk,Mo,Russia
542634,Presnenskiy,Mo,Russia
504576,Protvino,Mo,Russia
504042,Pushchino,Mo,Russia
503977,Pushkino,Mo,Russia
502018,Reutov,Mo,Russia
501320,Roshal’,Mo,Russia
489162,Saintaraya Kupavna,Mo,Russia
486968,Saintupino,Mo,Russia
497271,Semënovskoye,Mo,Russia
496638,Sergiyev Posad,Mo,Russia
496527,Serpukhov,Mo,Russia
495518,Shatura,Mo,Russia
495344,Shchelkovo,Mo,Russia
492448,Skhodnya,Mo,Russia
491352,Sofrino,Mo,Russia
490996,Solnechnogorsk,Mo,Russia
482260,Tomilino,Mo,Russia
480685,Tuchkovo,Mo,Russia
473778,Vidnoye,Mo,Russia
857689,Vnukovo,Mo,Russia
472433,Volokolamsk,Mo,Russia
471656,Voskresensk,Mo,Russia
8505053,Vostochnoe Degunino,Mo,Russia
471456,Vostryakovo,Mo,Russia
468250,Yegor’Yevsk,Mo,Russia
536206,Yubileyny,Mo,Russia
464687,Zaraysk,Mo,Russia
7117880,Zarya,Mo,Russia
463355,Zheleznodorozhnyy,Mo,Russia
462755,Zhukovskiy,Mo,Russia
461920,Zvenigorod,Mo,Russia
543436,Kovylkino,Mordoviya,Russia
500299,Ruzayevka,Mordoviya,Russia
498698,Saransk,Mordoviya,Russia
472072,Altuf’Yevskiy,Moscow,Russia
582266,Amin’Yevo,Moscow,Russia
506117,Annino,Moscow,Russia
579870,Babushkin,Moscow,Russia
576432,Bibirevo,Moscow,Russia
576279,Biryulëvo,Moscow,Russia
571741,Brateyevo,Moscow,Russia
570636,Businovo,Moscow,Russia
6418146,Chertanovo Yuzhnoye,Moscow,Russia
566976,Davydkovo,Moscow,Russia
560465,Gol’Yanovo,Moscow,Russia
555129,Ivanovskoye,Moscow,Russia
553034,Kapotnya,Moscow,Russia
550280,Khimki,Moscow,Russia
546244,Kolomenskoye,Moscow,Russia
506043,Kotlovka,Moscow,Russia
543344,Kozeyevo,Moscow,Russia
537832,Kuz’Minki,Moscow,Russia
536398,Lefortovo,Moscow,Russia
535966,Leonovo,Moscow,Russia
535330,Lianozovo,Moscow,Russia
535270,Likhobory,Moscow,Russia
533067,Luzhniki,Moscow,Russia
532535,Lyublino,Moscow,Russia
529334,Mar’Ina Roshcha,Moscow,Russia
529237,Mar’Ino,Moscow,Russia
528454,Matveyevskoye,Moscow,Russia
6418787,Metrogorodok,Moscow,Russia
527057,Mikhalkovo,Moscow,Russia
524901,Moscow,Moscow,Russia
857690,Moskovskiy,Moscow,Russia
472732,Nagornyy,Moscow,Russia
521500,Nikol’Skoye,Moscow,Russia
521416,Nikulino,Moscow,Russia
511510,Novo-Peredelkino,Moscow,Russia
518740,Novokhovrino,Moscow,Russia
518657,Novokuz’Minki,Moscow,Russia
473127,Novovladykino,Moscow,Russia
517161,Novyye Cherëmushki,Moscow,Russia
517121,Novyye Kuz’Minki,Moscow,Russia
516264,Ochakovo-Matveyevskoye,Moscow,Russia
6418220,Orekhovo-Borisovo,Moscow,Russia
515027,Orekhovo-Borisovo Severnoye,Moscow,Russia
514284,Ostankinskiy,Moscow,Russia
513896,Otradnoye,Moscow,Russia
511153,Perovo,Moscow,Russia
507338,Pokrovskoye-Streshnëvo,Moscow,Russia
502971,Ramenki,Moscow,Russia
501187,Rostokino,Moscow,Russia
500843,Rublëvo,Moscow,Russia
508751,Ryazanskiy,Moscow,Russia
487150,Saintrogino,Moscow,Russia
496456,Setun’,Moscow,Russia
496348,Severnyy,Moscow,Russia
495260,Shcherbinka,Moscow,Russia
495136,Shchukino,Moscow,Russia
491895,Slobodka,Moscow,Russia
491280,Sokol,Moscow,Russia
491250,Sokol’Niki,Moscow,Russia
490971,Solntsevo,Moscow,Russia
485630,Sviblovo,Moscow,Russia
484912,Taganskiy,Moscow,Russia
483826,Tekstil’Shchiki,Moscow,Russia
481608,Troitsk,Moscow,Russia
481453,Troparëvo,Moscow,Russia
536164,Tsaritsyno,Moscow,Russia
483551,Tyoply Stan,Moscow,Russia
477377,Vagonoremont,Moscow,Russia
476368,Vatutino,Moscow,Russia
473972,Veshnyaki,Moscow,Russia
473021,Vnukovo,Moscow,Russia
472079,Vorob’Yovo,Moscow,Russia
470451,Vykhino-Zhulebino,Moscow,Russia
530088,Yaroslavskiy,Moscow,Russia
468809,Yasenevo,Moscow,Russia
6418201,Zagor’Ye,Moscow,Russia
465057,Zamoskvorech’Ye,Moscow,Russia
566809,Zapadnoye Degunino,Moscow,Russia
463829,Zelenograd,Moscow,Russia
462745,Zhulebino,Moscow,Russia
461835,Zyablikovo,Moscow,Russia
461740,Zyuzino,Moscow,Russia
581357,Apatity,Murmansk,Russia
553190,Kandalaksha,Murmansk,Russia
548391,Kirovsk,Murmansk,Russia
543508,Kovdor,Murmansk,Russia
525404,Monchegorsk,Murmansk,Russia
524305,Murmansk,Murmansk,Russia
522260,Nikel’,Murmansk,Russia
515698,Olenegorsk,Murmansk,Russia
506763,Polyarnyy,Murmansk,Russia
506762,Polyarnyye Zori,Murmansk,Russia
496278,Severomorsk,Murmansk,Russia
464790,Zapolyarnyy,Murmansk,Russia
523392,Nar'Yan-Mar,Nenetskiy Avtonomnyy Okrug,Russia
580724,Arzamas,Nizjnij Novgorod,Russia
575560,Bogorodsk,Nizjnij Novgorod,Russia
572665,Bor,Nizjnij Novgorod,Russia
563708,Dzerzhinsk,Nizjnij Novgorod,Russia
559678,Gorodets,Nizjnij Novgorod,Russia
540103,Kstovo,Nizjnij Novgorod,Russia
539555,Kulebaki,Nizjnij Novgorod,Russia
532715,Lyskovo,Nizjnij Novgorod,Russia
523198,Navashino,Nizjnij Novgorod,Russia
520555,Nizhniy Novgorod,Nizjnij Novgorod,Russia
579514,Novaya Balakhna,Nizjnij Novgorod,Russia
827329,Pavlovo,Nizjnij Novgorod,Russia
498525,Sarov,Nizjnij Novgorod,Russia
497450,Semënov,Nizjnij Novgorod,Russia
496802,Sergach,Nizjnij Novgorod,Russia
496012,Shakhun’Ya,Nizjnij Novgorod,Russia
470444,Vyksa,Nizjnij Novgorod,Russia
464101,Zavolzh’Ye,Nizjnij Novgorod,Russia
802078,Alagir,North Ossetia,Russia
581179,Ardon,North Ossetia,Russia
576697,Beslan,North Ossetia,Russia
524736,Mozdok,North Ossetia,Russia
473249,Vladikavkaz,North Ossetia,Russia
572154,Borovichi,Novgorod,Russia
567774,Chudovo,Novgorod,Russia
510364,Pestovo,Novgorod,Russia
489088,Saintaraya Russa,Novgorod,Russia
477301,Valday,Novgorod,Russia
519336,Velikiy Novgorod,Novgorod,Russia
1512086,Akademgorodok,Novosibirsk,Russia
1510916,Barabinsk,Novosibirsk,Russia
1510350,Berdsk,Novosibirsk,Russia
1509819,Bolotnoye,Novosibirsk,Russia
1508161,Cherepanovo,Novosibirsk,Russia
1505429,Iskitim,Novosibirsk,Russia
1504489,Karasuk,Novosibirsk,Russia
1503082,Kochenëvo,Novosibirsk,Russia
1502091,Krasnoobsk,Novosibirsk,Russia
1501365,Kupino,Novosibirsk,Russia
1501141,Kuybyshev,Novosibirsk,Russia
1500532,Linëvo,Novosibirsk,Russia
1496747,Novosibirsk,Novosibirsk,Russia
1496421,Ob’,Novosibirsk,Russia
1490551,Suzun,Novosibirsk,Russia
1490003,Tatarsk,Novosibirsk,Russia
1489508,Toguchin,Novosibirsk,Russia
1505074,Kalachinsk,Omsk,Russia
1496153,Omsk,Omsk,Russia
1490140,Tara,Omsk,Russia
584471,Abdulino,Orenburg,Russia
571159,Buguruslan,Orenburg,Russia
570427,Buzuluk,Orenburg,Russia
561731,Gay,Orenburg,Russia
538138,Kuvandyk,Orenburg,Russia
528109,Mednogorsk,Orenburg,Russia
517836,Novotroitsk,Orenburg,Russia
515003,Orenburg,Orenburg,Russia
514734,Orsk,Orenburg,Russia
498708,Saraktash,Orenburg,Russia
491019,Sol’-Iletsk,Orenburg,Russia
490554,Sorochinsk,Orenburg,Russia
468657,Yasnyy,Orenburg,Russia
534701,Livny,Orjol,Russia
524640,Mtsensk,Orjol,Russia
515012,Orël,Orjol,Russia
537737,Kuznetsk,Penza,Russia
521776,Nikol’Sk,Penza,Russia
520574,Nizhniy Lomov,Penza,Russia
511565,Penza,Penza,Russia
496934,Serdobsk,Penza,Russia
464625,Zarechnyy,Penza,Russia
583041,Aleksandrovsk,Perm,Russia
577206,Berezniki,Perm,Russia
569742,Chaykovskiy,Perm,Russia
568608,Chernushka,Perm,Russia
567434,Chusovoy,Perm,Russia
565778,Dobryanka,Perm,Russia
558209,Gubakha,Perm,Russia
547875,Kizel,Perm,Russia
542327,Krasnokamsk,Perm,Russia
542184,Krasnovishersk,Perm,Russia
539817,Kudymkar,Perm,Russia
539147,Kungur,Perm,Russia
532675,Lys’Va,Perm,Russia
516576,Nytva,Perm,Russia
516256,Ochër,Perm,Russia
514706,Osa,Perm,Russia
511196,Perm,Perm,Russia
491023,Solikamsk,Perm,Russia
475777,Vereshchagino,Perm,Russia
2027468,Arsen’Yev,Primorskiy,Russia
2027456,Artëm,Primorskiy,Russia
2026303,Bol’Shoy Kamen’,Primorskiy,Russia
2051471,Dal'Negorsk,Primorskiy,Russia
2025159,Dal’Nerechensk,Primorskiy,Russia
2015310,Fokino,Primorskiy,Russia
2023058,Kavalerovo,Primorskiy,Russia
2020812,Lesozavodsk,Primorskiy,Russia
2020689,Luchegorsk,Primorskiy,Russia
2019528,Nakhodka,Primorskiy,Russia
2018116,Partizansk,Primorskiy,Russia
2016187,Spassk-Dal’Niy,Primorskiy,Russia
2015051,Trudovoye,Primorskiy,Russia
2014006,Ussuriysk,Primorskiy,Russia
2013348,Vladivostok,Primorskiy,Russia
2013258,Vrangel’,Primorskiy,Russia
522410,Nevel’,Pskov,Russia
514171,Ostrov,Pskov,Russia
504341,Pskov,Pskov,Russia
476077,Velikiye Luki,Pskov,Russia
545626,Kondopoga,Republic Of Karelia,Russia
543899,Kostomuksha,Republic Of Karelia,Russia
527888,Medvezh’Yegorsk,Republic Of Karelia,Russia
509820,Petrozavodsk,Republic Of Karelia,Russia
497927,Segezha,Republic Of Karelia,Russia
490466,Sortavala,Republic Of Karelia,Russia
2023782,Gusinoozyorsk,Respublika Buryatiya,Russia
2021066,Kyakhta,Respublika Buryatiya,Russia
2016910,Severobaykal’Sk,Respublika Buryatiya,Russia
2014407,Ulan-Ude,Respublika Buryatiya,Russia
551891,Kasimov,Rjazan,Russia
518602,Novomichurinsk,Rjazan,Russia
500096,Ryazan’,Rjazan,Russia
500047,Ryazhsk,Rjazan,Russia
499975,Rybnoye,Rjazan,Russia
461699,Sasovo,Rjazan,Russia
494427,Shilovo,Rjazan,Russia
492376,Skopin,Rjazan,Russia
583673,Aksay,Rostov,Russia
580054,Azov,Rostov,Russia
579771,Bagayevskaya,Rostov,Russia
578740,Bataysk,Rostov,Russia
578155,Belaya Kalitva,Rostov,Russia
565348,Donetsk,Rostov,Russia
558082,Gukovo,Rostov,Russia
553399,Kamensk-Shakhtinskiy,Rostov,Russia
545277,Konstantinovsk,Rostov,Russia
541404,Krasnyy Sulin,Rostov,Russia
526558,Millerovo,Rostov,Russia
525162,Morozovsk,Rostov,Russia
518970,Novocherkassk,Rostov,Russia
517963,Novoshakhtinsk,Rostov,Russia
514796,Orlovskiy,Rostov,Russia
802714,Persianovka,Rostov,Russia
504831,Proletarsk,Rostov,Russia
501175,Rostov-Na-Donu,Rostov,Russia
499161,Sal’Sk,Rostov,Russia
497218,Semikarakorsk,Rostov,Russia
496015,Shakhty,Rostov,Russia
484907,Taganrog,Rostov,Russia
480876,Tsimlyansk,Rostov,Russia
472761,Volgodonsk,Rostov,Russia
468307,Yegorlykskaya,Rostov,Russia
463637,Zernograd,Rostov,Russia
462522,Zimovniki,Rostov,Russia
461910,Zverevo,Rostov,Russia
8504953,Admiralteisky,Saint-Petersburg,Russia
580222,Avtovo,Saint-Petersburg,Russia
8504960,Centralniy,Saint-Petersburg,Russia
567311,Dachnoye,Saint-Petersburg,Russia
560142,Gorelovo,Saint-Petersburg,Russia
559029,Grazhdanka,Saint-Petersburg,Russia
546225,Kolomyagi,Saint-Petersburg,Russia
546105,Kolpino,Saint-Petersburg,Russia
535729,Komendantsky Aerodrom,Saint-Petersburg,Russia
8504952,Krasnogvargeisky,Saint-Petersburg,Russia
542000,Krasnoye Selo,Saint-Petersburg,Russia
540771,Kronshtadt,Saint-Petersburg,Russia
539061,Kupchino,Saint-Petersburg,Russia
534341,Lomonosov,Saint-Petersburg,Russia
527361,Metallostroy,Saint-Petersburg,Russia
519711,Novaya Derevnya,Saint-Petersburg,Russia
873901,Obukhovo,Saint-Petersburg,Russia
513471,Ozerki,Saint-Petersburg,Russia
512052,Pavlovsk,Saint-Petersburg,Russia
510291,Peterhof,Saint-Petersburg,Russia
510225,Petrodvorets,Saint-Petersburg,Russia
8504948,Petrogradka,Saint-Petersburg,Russia
504003,Pushkin,Saint-Petersburg,Russia
498817,Saint Petersburg,Saint-Petersburg,Russia
489226,Saintaraya Derevnya,Saint-Petersburg,Russia
496478,Sestroretsk,Saint-Petersburg,Russia
493316,Shushary,Saint-Petersburg,Russia
490377,Sosnovaya Polyana,Saint-Petersburg,Russia
461698,Sosnovka,Saint-Petersburg,Russia
478724,Uritsk,Saint-Petersburg,Russia
8504949,Vasyl'Evsky Ostrov,Saint-Petersburg,Russia
582993,Aleksandrovskoye,Saintavropol'Skiy,Russia
580716,Arzgir,Saintavropol'Skiy,Russia
576172,Blagodarnyy,Saintavropol'Skiy,Russia
571306,Budënnovsk,Saintavropol'Skiy,Russia
566155,Divnoye,Saintavropol'Skiy,Russia
565289,Donskoye,Saintavropol'Skiy,Russia
561627,Georgiyevsk,Saintavropol'Skiy,Russia
559320,Goryachevodskiy,Saintavropol'Skiy,Russia
556320,Inozemtsevo,Saintavropol'Skiy,Russia
556230,Ipatovo,Saintavropol'Skiy,Russia
554770,Izobil’Nyy,Saintavropol'Skiy,Russia
548114,Kislovodsk,Saintavropol'Skiy,Russia
841006,Kochubeyevskoye,Saintavropol'Skiy,Russia
542334,Krasnogvardeyskoye,Saintavropol'Skiy,Russia
535886,Lermontov,Saintavropol'Skiy,Russia
493702,Mikhaylovsk,Saintavropol'Skiy,Russia
526480,Mineralnye Vody,Saintavropol'Skiy,Russia
797781,Neftekumsk,Saintavropol'Skiy,Russia
522377,Nevinnomyssk,Saintavropol'Skiy,Russia
522301,Nezlobnaya,Saintavropol'Skiy,Russia
519106,Novoaleksandrovsk,Saintavropol'Skiy,Russia
518383,Novopavlovsk,Saintavropol'Skiy,Russia
503550,Pyatigorsk,Saintavropol'Skiy,Russia
487846,Saintavropol’,Saintavropol'Skiy,Russia
485871,Suvorovskaya,Saintavropol'Skiy,Russia
485698,Svetlograd,Saintavropol'Skiy,Russia
485432,Svobody,Saintavropol'Skiy,Russia
466990,Yessentuki,Saintavropol'Skiy,Russia
466989,Yessentukskaya,Saintavropol'Skiy,Russia
463824,Zelenokumsk,Saintavropol'Skiy,Russia
463340,Zheleznovodsk,Saintavropol'Skiy,Russia
2027968,Aldan,Sakha,Russia
2027296,Aykhal,Sakha,Russia
2020838,Lensk,Sakha,Russia
2019951,Mirny,Sakha,Russia
2019309,Neryungri,Sakha,Russia
2014624,Udachny,Sakha,Russia
2013159,Yakutsk,Sakha,Russia
2124615,Kholmsk,Sakhalin,Russia
2124286,Korsakov,Sakhalin,Russia
2122894,Nevel’Sk,Sakhalin,Russia
2122614,Okha,Sakhalin,Russia
2121909,Poronaysk,Sakhalin,Russia
2119441,Yuzhno-Sakhalinsk,Sakhalin,Russia
576590,Bezenchuk,Samara,Russia
569955,Chapayevsk,Samara,Russia
548625,Kinel’,Samara,Russia
548622,Kinel’-Cherkassy,Samara,Russia
522945,Neftegorsk,Samara,Russia
518659,Novokuybyshevsk,Samara,Russia
513883,Otradnyy,Samara,Russia
507624,Pokhvistnevo,Samara,Russia
499099,Samara,Samara,Russia
484972,Syzran’,Samara,Russia
482283,Tol’Yatti,Samara,Russia
463082,Zhigulevsk,Samara,Russia
580420,Atkarsk,Saratov,Russia
579492,Balakovo,Saratov,Russia
579460,Balashov,Saratov,Russia
563464,Engel’S,Saratov,Russia
554199,Kalininsk,Saratov,Russia
542464,Krasnoarmeysk,Saratov,Russia
529073,Marks,Saratov,Russia
517739,Novouzensk,Saratov,Russia
509987,Petrovsk,Saratov,Russia
505057,Privolzhskiy,Saratov,Russia
504250,Pugachev,Saratov,Russia
500886,Rtishchevo,Saratov,Russia
498677,Saratov,Saratov,Russia
472278,Vol’Sk,Saratov,Russia
467120,Yershov,Saratov,Russia
566384,Desnogorsk,Smolensk,Russia
562237,Gagarin,Smolensk,Russia
501283,Roslavl’,Smolensk,Russia
499452,Safonovo,Smolensk,Russia
491687,Smolensk,Smolensk,Russia
470676,Vyaz’Ma,Smolensk,Russia
468866,Yartsevo,Smolensk,Russia
1511954,Alapayevsk,Sverdlovsk,Russia
1511466,Aramil,Sverdlovsk,Russia
1511368,Artëmovskiy,Sverdlovsk,Russia
1511330,Asbest,Sverdlovsk,Russia
1510203,Beryozovsky,Sverdlovsk,Russia
1509888,Bogdanovich,Sverdlovsk,Russia
1507488,Degtyarsk,Sverdlovsk,Russia
1505526,Irbit,Sverdlovsk,Russia
1505260,Ivdel’,Sverdlovsk,Russia
554599,Kachkanar,Sverdlovsk,Russia
1504826,Kamensk-Ural’Skiy,Sverdlovsk,Russia
1504769,Kamyshlov,Sverdlovsk,Russia
1504343,Karpinsk,Sverdlovsk,Russia
1503335,Kirovgrad,Sverdlovsk,Russia
1502061,Krasnotur’Insk,Sverdlovsk,Russia
542199,Krasnoufimsk,Sverdlovsk,Russia
1502060,Krasnoural’Sk,Sverdlovsk,Russia
538340,Kushva,Sverdlovsk,Russia
829005,Lesnoy,Sverdlovsk,Russia
1497795,Nev’Yansk,Sverdlovsk,Russia
520494,Nizhniy Tagil,Sverdlovsk,Russia
1497393,Nizhnyaya Salda,Sverdlovsk,Russia
520204,Nizhnyaya Tura,Sverdlovsk,Russia
1538636,Novoural’Sk,Sverdlovsk,Russia
510808,Pervoural’Sk,Sverdlovsk,Russia
1494573,Polevskoy,Sverdlovsk,Russia
1493687,Reftinskiy,Sverdlovsk,Russia
502011,Revda,Sverdlovsk,Russia
1493648,Rezh,Sverdlovsk,Russia
1492663,Serov,Sverdlovsk,Russia
496275,Severoural’Sk,Sverdlovsk,Russia
1491159,Sredneuralsk,Sverdlovsk,Russia
1490686,Sukhoy Log,Sverdlovsk,Russia
1490402,Sysert’,Sverdlovsk,Russia
1490277,Talitsa,Sverdlovsk,Russia
1489962,Tavda,Sverdlovsk,Russia
1488933,Turinsk,Sverdlovsk,Russia
1487281,Verkhnyaya Pyshma,Sverdlovsk,Russia
1487277,Verkhnyaya Salda,Sverdlovsk,Russia
1486209,Yekaterinburg,Sverdlovsk,Russia
1485445,Zarechnyy,Sverdlovsk,Russia
548330,Kirsanov,Tambov,Russia
543605,Kotovsk,Tambov,Russia
527191,Michurinsk,Tambov,Russia
525138,Morshansk,Tambov,Russia
502793,Rasskazovo,Tambov,Russia
484646,Tambov,Tambov,Russia
477626,Uvarovo,Tambov,Russia
463217,Zherdevka,Tambov,Russia
583983,Agryz,Tatarstan,Russia
582432,Al’Met’Yevsk,Tatarstan,Russia
580850,Arsk,Tatarstan,Russia
578638,Bavly,Tatarstan,Russia
571170,Bugul’Ma,Tatarstan,Russia
571155,Buinsk,Tatarstan,Russia
567990,Chistopol’,Tatarstan,Russia
551487,Kazan,Tatarstan,Russia
539689,Kukmor,Tatarstan,Russia
536162,Leninogorsk,Tatarstan,Russia
527579,Mendeleyevsk,Tatarstan,Russia
527529,Menzelinsk,Tatarstan,Russia
523750,Naberezhnyye Chelny,Tatarstan,Russia
521118,Nizhnekamsk,Tatarstan,Russia
516716,Nurlat,Tatarstan,Russia
611182,Vasil’Yevo,Tatarstan,Russia
468082,Yelabuga,Tatarstan,Russia
465543,Zainsk,Tatarstan,Russia
463835,Zelenodolsk,Tatarstan,Russia
1508879,Borovskiy,Tjumen,Russia
1505453,Ishim,Tjumen,Russia
1489530,Tobol’Sk,Tjumen,Russia
1488754,Tyumen,Tjumen,Russia
1486468,Yalutorovsk,Tjumen,Russia
1485357,Zavodoukovsk,Tjumen,Russia
1511309,Asino,Tomsk,Russia
1502862,Kolpashevo,Tomsk,Russia
1490796,Saintrezhevoy,Tomsk,Russia
1538637,Seversk,Tomsk,Russia
1489425,Tomsk,Tomsk,Russia
2026126,Borzya,Transbaikal Territory,Russia
2025339,Chita,Transbaikal Territory,Russia
2021618,Krasnokamensk,Transbaikal Territory,Russia
2019326,Nerchinsk,Transbaikal Territory,Russia
2017945,Petrovsk-Zabaykal’Skiy,Transbaikal Territory,Russia
582750,Aleksin,Tula,Russia
578091,Belëv,Tula,Russia
575591,Bogoroditsk,Tula,Russia
565290,Donskoy,Tula,Russia
548658,Kimovsk,Tula,Russia
548506,Kireyevsk,Tula,Russia
544293,Kosaya Gora,Tula,Russia
518557,Novomoskovsk,Tula,Russia
509052,Plavsk,Tula,Russia
496269,Severo-Zadonsk,Tula,Russia
495394,Shchëkino,Tula,Russia
485888,Suvorov,Tula,Russia
480562,Tula,Tula,Russia
477494,Uzlovaya,Tula,Russia
475881,Venëv,Tula,Russia
468671,Yasnogorsk,Tula,Russia
468390,Yefremov,Tula,Russia
576566,Bezhetsk,Tverskaya,Russia
575349,Bologoye,Tverskaya,Russia
551986,Kashin,Tverskaya,Russia
548652,Kimry,Tverskaya,Russia
545673,Konakovo,Tverskaya,Russia
522775,Nelidovo,Tverskaya,Russia
514259,Ostashkov,Tverskaya,Russia
499717,Rzhev,Tverskaya,Russia
481985,Torzhok,Tverskaya,Russia
480060,Tver,Tverskaya,Russia
452949,Udomlya,Tverskaya,Russia
470252,Vyshniy Volochëk,Tverskaya,Russia
1500973,Kyzyl,Tyva,Russia
579432,Balezino,Udmurtiya,Russia
561347,Glazov,Udmurtiya,Russia
557469,Igra,Udmurtiya,Russia
554840,Izhevsk,Udmurtiya,Russia
524699,Mozhga,Udmurtiya,Russia
498687,Sarapul,Udmurtiya,Russia
477656,Uva,Udmurtiya,Russia
471430,Votkinsk,Udmurtiya,Russia
578931,Barysh,Ulyanovsk,Russia
566199,Dimitrovgrad,Ulyanovsk,Russia
556283,Inza,Ulyanovsk,Russia
517766,Novoul’Yanovsk,Ulyanovsk,Russia
479123,Ulyanovsk,Ulyanovsk,Russia
583350,Aleksandrov,Vladimir,Russia
557775,Gus’-Khrustal’Nyy,Vladimir,Russia
552977,Karabanovo,Vladimir,Russia
548278,Kirzhach,Vladimir,Russia
546521,Kol’Chugino,Vladimir,Russia
543460,Kovrov,Vladimir,Russia
537107,Lakinsk,Vladimir,Russia
527740,Melenki,Vladimir,Russia
524294,Murom,Vladimir,Russia
509697,Petushki,Vladimir,Russia
507599,Pokrov,Vladimir,Russia
7117885,Raduzhnyy,Vladimir,Russia
487095,Saintrunino,Vladimir,Russia
491480,Sobinka,Vladimir,Russia
473247,Vladimir,Vladimir,Russia
470666,Vyazniki,Vladimir,Russia
466215,Yur’Yev-Pol’Skiy,Vladimir,Russia
564654,Dubovka,Volgograd,Russia
562389,Frolovo,Volgograd,Russia
559654,Gorodishche,Volgograd,Russia
554397,Kalach-Na-Donu,Volgograd,Russia
553287,Kamyshin,Volgograd,Russia
543728,Kotel’Nikovo,Volgograd,Russia
543633,Kotovo,Volgograd,Russia
536156,Leninsk,Volgograd,Russia
527012,Mikhaylovka,Volgograd,Russia
521874,Nikolayevsk,Volgograd,Russia
519062,Novoanninskiy,Volgograd,Russia
513042,Pallasovka,Volgograd,Russia
486071,Surovikino,Volgograd,Russia
478544,Uryupinsk,Volgograd,Russia
472757,Volgograd,Volgograd,Russia
472231,Volzhskiy,Volgograd,Russia
468063,Yelan’,Volgograd,Russia
462984,Zhirnovsk,Volgograd,Russia
569223,Cherepovets,Vologda,Russia
558236,Gryazovets,Vologda,Russia
495062,Sheksna,Vologda,Russia
491281,Sokol,Vologda,Russia
476062,Velikiy Ustyug,Vologda,Russia
472459,Vologda,Vologda,Russia
581671,Anna,Voronezj,Russia
575948,Bobrov,Voronezj,Russia
575457,Boguchar,Voronezj,Russia
572525,Borisoglebsk,Voronezj,Russia
570563,Buturlinovka,Voronezj,Russia
558799,Gribanovskiy,Voronezj,Russia
554410,Kalach,Voronezj,Russia
534838,Liski,Voronezj,Russia
519447,Novaya Usman’,Voronezj,Russia
517716,Novovoronezh,Voronezj,Russia
514198,Ostrogozhsk,Voronezj,Russia
512053,Pavlovsk,Voronezj,Russia
505806,Povorino,Voronezj,Russia
505421,Pridonskoy,Voronezj,Russia
501215,Rossosh’,Voronezj,Russia
497206,Semiluki,Voronezj,Russia
472045,Voronezh,Voronezj,Russia
1539209,Gubkinskiy,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1500933,Labytnangi,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1540711,Muravlenko,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1498087,Nadym,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1496511,Novyy Urengoy,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1496503,Noyabrsk,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1493197,Salekhard,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
1490085,Tarko-Sale,Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
202068,Kibungo,Eastern Province,Rwanda
201463,Rwamagana,Eastern Province,Rwanda
202061,Kigali,Kigali,Rwanda
203104,Byumba,Northern Province,Rwanda
201521,Musanze,Northern Province,Rwanda
203112,Butare,Southern Province,Rwanda
202217,Gitarama,Southern Province,Rwanda
201865,Nzega,Southern Province,Rwanda
202326,Cyangugu,Western Province,Rwanda
202905,Gisenyi,Western Province,Rwanda
202065,Kibuye,Western Province,Rwanda
3579132,Gustavia,N/A,Saint Barthelemy
3370903,Jamestown,Saint Helena,Saint Helena
3575551,Basseterre,Saint George Basseterre,Saint Kitts And Nevis
3576812,Castries,Castries Quarter,Saint Lucia
3578851,Marigot,N/A,Saint Martin
