"inventory_id","store_id","film_id","title","rental_rate","replacement_cost","rental_count","profit"
2533,1,556,"Maltese Hope","4.99","26.99","5","-2.04"
2659,2,583,"Mission Zoolander","4.99","26.99","5","-2.04"
2656,1,583,"Mission Zoolander","4.99","26.99","5","-2.04"
3155,1,693,"Potter Connecticut","2.99","16.99","5","-2.04"
3154,1,693,"Potter Connecticut","2.99","16.99","5","-2.04"
3481,1,763,"Satisfaction Confidential","4.99","26.99","5","-2.04"
4261,1,927,"Uprising Uptown","2.99","16.99","5","-2.04"
4264,1,927,"Uprising Uptown","2.99","16.99","5","-2.04"
4265,1,928,"Uptown Young","2.99","16.99","5","-2.04"
9,2,2,"Ace Goldfinger","4.99","12.99","2","-3.01"
11,2,2,"Ace Goldfinger","4.99","12.99","2","-3.01"
603,1,131,"Center Dinosaur","4.99","12.99","2","-3.01"
728,2,159,"Closer Bang","4.99","12.99","2","-3.01"
1023,1,229,"Devil Desire","4.99","12.99","2","-3.01"
2083,2,451,"Igby Maker","4.99","12.99","2","-3.01"
2648,1,580,"Mine Titans","4.99","12.99","2","-3.01"
2650,2,580,"Mine Titans","4.99","12.99","2","-3.01"
2723,2,597,"Moonwalker Fool","4.99","12.99","2","-3.01"
2722,2,597,"Moonwalker Fool","4.99","12.99","2","-3.01"
3337,1,734,"Road Roxanne","4.99","12.99","2","-3.01"
3339,2,734,"Road Roxanne","4.99","12.99","2","-3.01"
3950,2,861,"Suit Walls","4.99","12.99","2","-3.01"
3947,1,861,"Suit Walls","4.99","12.99","2","-3.01"
4488,2,980,"Wizard Coldblooded","4.99","12.99","2","-3.01"
4489,2,980,"Wizard Coldblooded","4.99","12.99","2","-3.01"
106,2,21,"American Circus","4.99","17.99","3","-3.02"
104,2,21,"American Circus","4.99","17.99","3","-3.02"
395,2,88,"Born Spinal","4.99","17.99","3","-3.02"
398,2,88,"Born Spinal","4.99","17.99","3","-3.02"
1151,2,254,"Driver Annie","2.99","11.99","3","-3.02"
1148,1,254,"Driver Annie","2.99","11.99","3","-3.02"
1539,1,337,"Frida Slipper","2.99","11.99","3","-3.02"
1703,1,371,"Gosford Donnie","4.99","17.99","3","-3.02"
1704,1,371,"Gosford Donnie","4.99","17.99","3","-3.02"
1751,2,380,"Greek Everyone","2.99","11.99","3","-3.02"
2037,2,443,"Hurricane Affair","2.99","11.99","3","-3.02"
2035,2,443,"Hurricane Affair","2.99","11.99","3","-3.02"
2036,2,443,"Hurricane Affair","2.99","11.99","3","-3.02"
2051,2,445,"Hyde Doctor","2.99","11.99","3","-3.02"
2480,1,544,"Madison Trap","2.99","11.99","3","-3.02"
2481,1,544,"Madison Trap","2.99","11.99","3","-3.02"
2576,2,564,"Massage Image","2.99","11.99","3","-3.02"
2768,2,608,"Murder Antitrust","2.99","11.99","3","-3.02"
2789,2,611,"Musketeers Wait","4.99","17.99","3","-3.02"
2788,2,611,"Musketeers Wait","4.99","17.99","3","-3.02"
2954,1,648,"Outlaw Hanky","4.99","17.99","3","-3.02"
2957,2,648,"Outlaw Hanky","4.99","17.99","3","-3.02"
3006,1,660,"Party Knock","2.99","11.99","3","-3.02"
3011,1,661,"Past Suicides","4.99","17.99","3","-3.02"
3013,1,661,"Past Suicides","4.99","17.99","3","-3.02"
3104,1,682,"Pittsburgh Hunchback","4.99","17.99","3","-3.02"
3368,1,739,"Rocky War","4.99","17.99","3","-3.02"
3742,2,818,"Something Duck","4.99","17.99","3","-3.02"
3743,2,818,"Something Duck","4.99","17.99","3","-3.02"
3748,1,820,"Sons Interview","2.99","11.99","3","-3.02"
4057,2,883,"Tequila Past","4.99","17.99","3","-3.02"
4056,2,883,"Tequila Past","4.99","17.99","3","-3.02"
4226,1,919,"Tycoon Gathering","4.99","17.99","3","-3.02"
4229,1,919,"Tycoon Gathering","4.99","17.99","3","-3.02"
4259,2,926,"Untouchables Sunrise","2.99","11.99","3","-3.02"
269,1,60,"Beast Hunchback","4.99","22.99","4","-3.03"
447,1,99,"Bringing Hysterical","2.99","14.99","4","-3.03"
448,2,99,"Bringing Hysterical","2.99","14.99","4","-3.03"
481,1,106,"Bulworth Commandments","2.99","14.99","4","-3.03"
506,2,112,"Calendar Gunfight","4.99","22.99","4","-3.03"
570,2,123,"Casablanca Super","4.99","22.99","4","-3.03"
569,2,123,"Casablanca Super","4.99","22.99","4","-3.03"
1091,2,243,"Doors President","4.99","22.99","4","-3.03"
1476,2,323,"Flight Lies","4.99","22.99","4","-3.03"
1478,2,323,"Flight Lies","4.99","22.99","4","-3.03"
1513,2,330,"Forrester Comancheros","4.99","22.99","4","-3.03"
1512,2,330,"Forrester Comancheros","4.99","22.99","4","-3.03"
1511,2,330,"Forrester Comancheros","4.99","22.99","4","-3.03"
1509,1,330,"Forrester Comancheros","4.99","22.99","4","-3.03"
1508,1,330,"Forrester Comancheros","4.99","22.99","4","-3.03"
1534,1,336,"French Holiday","4.99","22.99","4","-3.03"
1535,1,336,"French Holiday","4.99","22.99","4","-3.03"
1669,1,364,"Godfather Diary","2.99","14.99","4","-3.03"
1696,2,369,"Goodfellas Salute","4.99","22.99","4","-3.03"
1690,1,369,"Goodfellas Salute","4.99","22.99","4","-3.03"
1695,2,369,"Goodfellas Salute","4.99","22.99","4","-3.03"
2041,1,444,"Hustler Party","4.99","22.99","4","-3.03"
2045,2,444,"Hustler Party","4.99","22.99","4","-3.03"
2961,2,649,"Oz Liaisons","2.99","14.99","4","-3.03"
2958,1,649,"Oz Liaisons","2.99","14.99","4","-3.03"
2987,1,655,"Panther Reds","4.99","22.99","4","-3.03"
3216,2,706,"Queen Luke","4.99","22.99","4","-3.03"
3212,1,706,"Queen Luke","4.99","22.99","4","-3.03"
3215,2,706,"Queen Luke","4.99","22.99","4","-3.03"
3728,1,815,"Snatchers Montezuma","2.99","14.99","4","-3.03"
3776,1,827,"Spice Sorority","4.99","22.99","4","-3.03"
3779,2,827,"Spice Sorority","4.99","22.99","4","-3.03"
3915,2,854,"Strangers Graffiti","4.99","22.99","4","-3.03"
4155,1,902,"Trading Pinocchio","4.99","22.99","4","-3.03"
4241,1,922,"Undefeated Dalmations","4.99","22.99","4","-3.03"
4242,2,922,"Undefeated Dalmations","4.99","22.99","4","-3.03"
4299,1,937,"Varsity Trip","2.99","14.99","4","-3.03"
4303,2,937,"Varsity Trip","2.99","14.99","4","-3.03"
4302,2,937,"Varsity Trip","2.99","14.99","4","-3.03"
4399,2,961,"Wash Heavenly","4.99","22.99","4","-3.03"
4398,2,961,"Wash Heavenly","4.99","22.99","4","-3.03"
4531,1,989,"Working Microcosmos","4.99","22.99","4","-3.03"
4532,1,989,"Working Microcosmos","4.99","22.99","4","-3.03"
4530,1,989,"Working Microcosmos","4.99","22.99","4","-3.03"
30,2,6,"Agent Truman","2.99","17.99","5","-3.04"
26,1,6,"Agent Truman","2.99","17.99","5","-3.04"
424,2,93,"Brannigan Sunrise","4.99","27.99","5","-3.04"
425,2,93,"Brannigan Sunrise","4.99","27.99","5","-3.04"
468,1,103,"Bucket Brotherhood","4.99","27.99","5","-3.04"
471,2,103,"Bucket Brotherhood","4.99","27.99","5","-3.04"
466,1,103,"Bucket Brotherhood","4.99","27.99","5","-3.04"
469,2,103,"Bucket Brotherhood","4.99","27.99","5","-3.04"
470,2,103,"Bucket Brotherhood","4.99","27.99","5","-3.04"
473,2,104,"Bugsy Song","2.99","17.99","5","-3.04"
965,1,215,"Dawn Pond","4.99","27.99","5","-3.04"
1206,2,268,"Early Home","4.99","27.99","5","-3.04"
1326,1,293,"Exorcist Sting","2.99","17.99","5","-3.04"
1720,1,375,"Grail Frankenstein","2.99","17.99","5","-3.04"
1721,1,375,"Grail Frankenstein","2.99","17.99","5","-3.04"
2135,1,462,"Insider Arizona","2.99","17.99","5","-3.04"
2136,2,462,"Insider Arizona","2.99","17.99","5","-3.04"
2362,2,514,"Lebowski Soldiers","2.99","17.99","5","-3.04"
2622,1,575,"Midsummer Groundhog","4.99","27.99","5","-3.04"
2624,2,575,"Midsummer Groundhog","4.99","27.99","5","-3.04"
2752,2,603,"Movie Shakespeare","4.99","27.99","5","-3.04"
2748,1,603,"Movie Shakespeare","4.99","27.99","5","-3.04"
2751,1,603,"Movie Shakespeare","4.99","27.99","5","-3.04"
3057,1,672,"Perfect Groove","2.99","17.99","5","-3.04"
3090,2,679,"Pilot Hoosiers","2.99","17.99","5","-3.04"
3737,1,817,"Soldiers Evolution","4.99","27.99","5","-3.04"
4128,1,897,"Torque Bound","4.99","27.99","5","-3.04"
4125,1,897,"Torque Bound","4.99","27.99","5","-3.04"
4142,1,900,"Town Ark","2.99","17.99","5","-3.04"
4453,1,973,"Wife Turn","4.99","27.99","5","-3.04"
4451,1,973,"Wife Turn","4.99","27.99","5","-3.04"
4452,1,973,"Wife Turn","4.99","27.99","5","-3.04"
209,2,46,"Autumn Crow","4.99","13.99","2","-4.01"
381,1,84,"Boiled Dares","4.99","13.99","2","-4.01"
684,1,150,"Cider Desire","2.99","9.99","2","-4.01"
689,2,150,"Cider Desire","2.99","9.99","2","-4.01"
685,1,150,"Cider Desire","2.99","9.99","2","-4.01"
801,2,174,"Confidential Interview","4.99","13.99","2","-4.01"
798,1,174,"Confidential Interview","4.99","13.99","2","-4.01"
962,2,214,"Daughter Madigan","4.99","13.99","2","-4.01"
961,2,214,"Daughter Madigan","4.99","13.99","2","-4.01"
960,2,214,"Daughter Madigan","4.99","13.99","2","-4.01"
1577,2,346,"Galaxy Sweethearts","4.99","13.99","2","-4.01"
1576,1,346,"Galaxy Sweethearts","4.99","13.99","2","-4.01"
1793,2,389,"Gunfighter Mussolini","2.99","9.99","2","-4.01"
1809,2,392,"Hall Cassidy","4.99","13.99","2","-4.01"
1804,1,392,"Hall Cassidy","4.99","13.99","2","-4.01"
1807,1,392,"Hall Cassidy","4.99","13.99","2","-4.01"
1887,1,411,"Heavenly Gun","4.99","13.99","2","-4.01"
2198,1,476,"Jason Trap","2.99","9.99","2","-4.01"
2605,1,572,"Metropolis Coma","2.99","9.99","2","-4.01"
2607,1,572,"Metropolis Coma","2.99","9.99","2","-4.01"
2604,1,572,"Metropolis Coma","2.99","9.99","2","-4.01"
3210,1,705,"Purple Movie","2.99","9.99","2","-4.01"
3208,1,705,"Purple Movie","2.99","9.99","2","-4.01"
3674,1,804,"Sleeping Suspects","4.99","13.99","2","-4.01"
3676,2,804,"Sleeping Suspects","4.99","13.99","2","-4.01"
3839,1,841,"Star Operation","2.99","9.99","2","-4.01"
3840,2,841,"Star Operation","2.99","9.99","2","-4.01"
4040,1,880,"Telemark Heartbreakers","2.99","9.99","2","-4.01"
4047,2,880,"Telemark Heartbreakers","2.99","9.99","2","-4.01"
4041,1,880,"Telemark Heartbreakers","2.99","9.99","2","-4.01"
4051,2,881,"Temple Attraction","4.99","13.99","2","-4.01"
4048,2,881,"Temple Attraction","4.99","13.99","2","-4.01"
4159,2,903,"Traffic Hobbit","4.99","13.99","2","-4.01"
4189,1,912,"Trojan Tomorrow","2.99","9.99","2","-4.01"
4190,1,912,"Trojan Tomorrow","2.99","9.99","2","-4.01"
4194,2,912,"Trojan Tomorrow","2.99","9.99","2","-4.01"
322,1,72,"Bill Others","2.99","12.99","3","-4.02"
337,2,74,"Birch Antitrust","4.99","18.99","3","-4.02"
357,2,78,"Blackout Private","2.99","12.99","3","-4.02"
355,2,78,"Blackout Private","2.99","12.99","3","-4.02"
432,2,95,"Breakfast Goldfinger","4.99","18.99","3","-4.02"
430,2,95,"Breakfast Goldfinger","4.99","18.99","3","-4.02"
702,1,154,"Clash Freddy","2.99","12.99","3","-4.02"
707,2,154,"Clash Freddy","2.99","12.99","3","-4.02"
1143,1,253,"Drifter Commandments","4.99","18.99","3","-4.02"
1142,1,253,"Drifter Commandments","4.99","18.99","3","-4.02"
1443,2,316,"Fire Wolves","4.99","18.99","3","-4.02"
1849,1,403,"Harry Idaho","4.99","18.99","3","-4.02"
1855,2,403,"Harry Idaho","4.99","18.99","3","-4.02"
2071,2,449,"Identity Lover","2.99","12.99","3","-4.02"
2072,2,449,"Identity Lover","2.99","12.99","3","-4.02"
2100,1,456,"Inch Jet","4.99","18.99","3","-4.02"
2105,2,456,"Inch Jet","4.99","18.99","3","-4.02"
2171,2,468,"Invasion Cyclone","2.99","12.99","3","-4.02"
2166,1,468,"Invasion Cyclone","2.99","12.99","3","-4.02"
2170,2,468,"Invasion Cyclone","2.99","12.99","3","-4.02"
2167,1,468,"Invasion Cyclone","2.99","12.99","3","-4.02"
2338,2,508,"Lambs Cincinatti","4.99","18.99","3","-4.02"
2339,2,508,"Lambs Cincinatti","4.99","18.99","3","-4.02"
2425,1,529,"Lonely Elephant","2.99","12.99","3","-4.02"
2857,2,626,"Noon Papi","2.99","12.99","3","-4.02"
2994,1,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
2999,2,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
2996,1,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
2998,2,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
2997,1,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
2995,1,657,"Paradise Sabrina","2.99","12.99","3","-4.02"
3026,2,664,"Patriot Roman","2.99","12.99","3","-4.02"
3201,2,703,"Punk Divorce","4.99","18.99","3","-4.02"
3234,1,710,"Rage Games","4.99","18.99","3","-4.02"
3235,1,710,"Rage Games","4.99","18.99","3","-4.02"
3236,1,710,"Rage Games","4.99","18.99","3","-4.02"
3240,2,711,"Raging Airplane","4.99","18.99","3","-4.02"
3239,2,711,"Raging Airplane","4.99","18.99","3","-4.02"
3492,1,765,"Saturn Name","4.99","18.99","3","-4.02"
3785,1,829,"Spinal Rocky","2.99","12.99","3","-4.02"
4099,2,892,"Titanic Boondock","4.99","18.99","3","-4.02"
4096,1,892,"Titanic Boondock","4.99","18.99","3","-4.02"
4137,2,898,"Tourist Pelican","4.99","18.99","3","-4.02"
4574,1,1000,"Zorro Ark","4.99","18.99","3","-4.02"
4578,2,1000,"Zorro Ark","4.99","18.99","3","-4.02"
100,1,20,"Amelie Hellfighters","4.99","23.99","4","-4.03"
99,1,20,"Amelie Hellfighters","4.99","23.99","4","-4.03"
125,1,25,"Angels Life","2.99","15.99","4","-4.03"
189,1,43,"Atlantis Cause","2.99","15.99","4","-4.03"
248,1,56,"Barefoot Manchurian","2.99","15.99","4","-4.03"
251,2,56,"Barefoot Manchurian","2.99","15.99","4","-4.03"
556,1,121,"Carol Texas","2.99","15.99","4","-4.03"
559,2,121,"Carol Texas","2.99","15.99","4","-4.03"
863,2,190,"Creepers Kane","4.99","23.99","4","-4.03"
1170,1,259,"Duck Racer","2.99","15.99","4","-4.03"
1284,2,284,"Enemy Odds","4.99","23.99","4","-4.03"
1502,1,329,"Forrest Sons","2.99","15.99","4","-4.03"
1543,2,338,"Frisco Forrest","4.99","23.99","4","-4.03"
3274,1,721,"Reds Pocus","4.99","23.99","4","-4.03"
3288,2,724,"Remember Diary","2.99","15.99","4","-4.03"
3521,2,771,"Scorpion Apollo","4.99","23.99","4","-4.03"
3566,2,779,"Sense Greek","4.99","23.99","4","-4.03"
3606,2,788,"Ship Wonderland","2.99","15.99","4","-4.03"
3611,1,789,"Shock Cabin","2.99","15.99","4","-4.03"
3612,2,789,"Shock Cabin","2.99","15.99","4","-4.03"
3608,1,789,"Shock Cabin","2.99","15.99","4","-4.03"
3609,1,789,"Shock Cabin","2.99","15.99","4","-4.03"
3613,2,789,"Shock Cabin","2.99","15.99","4","-4.03"
3615,2,789,"Shock Cabin","2.99","15.99","4","-4.03"
4225,2,918,"Twisted Pirates","4.99","23.99","4","-4.03"
4375,1,956,"Wanda Chamber","4.99","23.99","4","-4.03"
4377,1,956,"Wanda Chamber","4.99","23.99","4","-4.03"
4393,2,960,"Wars Pluto","2.99","15.99","4","-4.03"
14,2,3,"Adaptation Holes","2.99","18.99","5","-4.04"
258,2,57,"Basic Easy","2.99","18.99","5","-4.04"
273,1,61,"Beauty Grease","4.99","28.99","5","-4.04"
375,1,83,"Blues Instinct","2.99","18.99","5","-4.04"
377,2,83,"Blues Instinct","2.99","18.99","5","-4.04"
907,1,201,"Cyclone Family","2.99","18.99","5","-4.04"
1137,1,252,"Dream Pickup","2.99","18.99","5","-4.04"
1139,2,252,"Dream Pickup","2.99","18.99","5","-4.04"
1191,1,265,"Dying Maker","4.99","28.99","5","-4.04"
1188,1,265,"Dying Maker","4.99","28.99","5","-4.04"
1464,2,320,"Flamingos Connecticut","4.99","28.99","5","-4.04"
1489,2,326,"Flying Hook","2.99","18.99","5","-4.04"
1872,2,408,"Head Stranger","4.99","28.99","5","-4.04"
1999,1,435,"Hotel Happiness","4.99","28.99","5","-4.04"
2021,2,439,"Hunchback Impossible","4.99","28.99","5","-4.04"
2022,2,439,"Hunchback Impossible","4.99","28.99","5","-4.04"
2386,1,521,"Lies Treatment","4.99","28.99","5","-4.04"
2390,2,521,"Lies Treatment","4.99","28.99","5","-4.04"
2388,1,521,"Lies Treatment","4.99","28.99","5","-4.04"
2441,2,532,"Loser Hustler","4.99","28.99","5","-4.04"
2591,1,569,"Menagerie Rushmore","2.99","18.99","5","-4.04"
2938,2,645,"Others Soup","2.99","18.99","5","-4.04"
2936,1,645,"Others Soup","2.99","18.99","5","-4.04"
2937,1,645,"Others Soup","2.99","18.99","5","-4.04"
3491,2,764,"Saturday Lambs","4.99","28.99","5","-4.04"
3489,2,764,"Saturday Lambs","4.99","28.99","5","-4.04"
4067,1,887,"Thief Pelican","4.99","28.99","5","-4.04"
4068,1,887,"Thief Pelican","4.99","28.99","5","-4.04"
4079,1,889,"Ties Hunger","4.99","28.99","5","-4.04"
4401,1,962,"Wasteland Divine","2.99","18.99","5","-4.04"
74,2,15,"Alien Center","2.99","10.99","2","-5.01"
112,2,22,"Amistad Midsummer","2.99","10.99","2","-5.01"
111,1,22,"Amistad Midsummer","2.99","10.99","2","-5.01"
114,2,22,"Amistad Midsummer","2.99","10.99","2","-5.01"
188,2,42,"Artist Coldblooded","2.99","10.99","2","-5.01"
232,2,51,"Balloon Homeward","2.99","10.99","2","-5.01"
341,2,75,"Bird Independence","4.99","14.99","2","-5.01"
528,2,116,"Candidate Perdition","2.99","10.99","2","-5.01"
526,1,116,"Candidate Perdition","2.99","10.99","2","-5.01"
613,1,133,"Chamber Italian","4.99","14.99","2","-5.01"
820,1,179,"Conquerer Nuts","4.99","14.99","2","-5.01"
827,1,181,"Contact Anonymous","2.99","10.99","2","-5.01"
836,1,183,"Conversation Downhill","4.99","14.99","2","-5.01"
838,2,183,"Conversation Downhill","4.99","14.99","2","-5.01"
954,2,212,"Darn Forrester","4.99","14.99","2","-5.01"
1078,2,240,"Dolls Rage","2.99","10.99","2","-5.01"
1079,2,240,"Dolls Rage","2.99","10.99","2","-5.01"
1180,1,263,"Durham Panky","4.99","14.99","2","-5.01"
1205,2,267,"Eagles Panky","4.99","14.99","2","-5.01"
1549,1,340,"Frontier Cabin","4.99","14.99","2","-5.01"
1605,1,351,"Gaslight Crusade","2.99","10.99","2","-5.01"
1609,2,351,"Gaslight Crusade","2.99","10.99","2","-5.01"
1633,2,356,"Giant Troopers","2.99","10.99","2","-5.01"
1634,2,356,"Giant Troopers","2.99","10.99","2","-5.01"
2209,1,478,"Jaws Harry","2.99","10.99","2","-5.01"
2210,2,478,"Jaws Harry","2.99","10.99","2","-5.01"
2208,1,478,"Jaws Harry","2.99","10.99","2","-5.01"
2251,2,486,"Jet Neighbors","4.99","14.99","2","-5.01"
2246,1,486,"Jet Neighbors","4.99","14.99","2","-5.01"
2332,1,506,"Lady Stage","4.99","14.99","2","-5.01"
2334,2,506,"Lady Stage","4.99","14.99","2","-5.01"
2330,1,506,"Lady Stage","4.99","14.99","2","-5.01"
2411,2,526,"Lock Rear","2.99","10.99","2","-5.01"
2791,2,612,"Mussolini Spoilers","2.99","10.99","2","-5.01"
4187,2,911,"Trip Newton","4.99","14.99","2","-5.01"
4215,2,916,"Turn Star","2.99","10.99","2","-5.01"
4547,1,993,"Wrong Behavior","2.99","10.99","2","-5.01"
4553,2,993,"Wrong Behavior","2.99","10.99","2","-5.01"
4551,2,993,"Wrong Behavior","2.99","10.99","2","-5.01"
419,1,92,"Bowfinger Gables","4.99","19.99","3","-5.02"
483,2,107,"Bunch Minds","2.99","13.99","3","-5.02"
510,2,113,"California Birds","4.99","19.99","3","-5.02"
695,1,152,"Circus Youth","2.99","13.99","3","-5.02"
696,1,152,"Circus Youth","2.99","13.99","3","-5.02"
741,2,162,"Clueless Bucket","2.99","13.99","3","-5.02"
986,1,220,"Deer Virginian","2.99","13.99","3","-5.02"
990,2,220,"Deer Virginian","2.99","13.99","3","-5.02"
991,2,220,"Deer Virginian","2.99","13.99","3","-5.02"
1060,2,235,"Divide Monster","2.99","13.99","3","-5.02"
1350,1,298,"Eyes Driving","2.99","13.99","3","-5.02"
1660,1,362,"Glory Tracy","2.99","13.99","3","-5.02"
2011,2,437,"House Dynamite","2.99","13.99","3","-5.02"
2054,1,446,"Hysterical Grail","4.99","19.99","3","-5.02"
2148,2,464,"Intentions Empire","2.99","13.99","3","-5.02"
2146,1,464,"Intentions Empire","2.99","13.99","3","-5.02"
2147,1,464,"Intentions Empire","2.99","13.99","3","-5.02"
2241,2,484,"Jerk Paycheck","2.99","13.99","3","-5.02"
2238,1,484,"Jerk Paycheck","2.99","13.99","3","-5.02"
2240,2,484,"Jerk Paycheck","2.99","13.99","3","-5.02"
2627,2,576,"Mighty Luck","2.99","13.99","3","-5.02"
2757,2,605,"Mulholland Beast","2.99","13.99","3","-5.02"
2983,1,654,"Panky Submarine","4.99","19.99","3","-5.02"
3113,2,683,"Pity Bound","4.99","19.99","3","-5.02"
3107,1,683,"Pity Bound","4.99","19.99","3","-5.02"
3110,1,683,"Pity Bound","4.99","19.99","3","-5.02"
3375,2,740,"Rollercoaster Bringing","2.99","13.99","3","-5.02"
3767,2,824,"Spartacus Cheaper","4.99","19.99","3","-5.02"
3815,2,835,"Spy Mile","2.99","13.99","3","-5.02"
3972,1,865,"Sunrise League","4.99","19.99","3","-5.02"
3974,2,865,"Sunrise League","4.99","19.99","3","-5.02"
4509,1,985,"Wonderland Christmas","4.99","19.99","3","-5.02"
4514,2,985,"Wonderland Christmas","4.99","19.99","3","-5.02"
4508,1,985,"Wonderland Christmas","4.99","19.99","3","-5.02"
4521,1,987,"Words Hunter","2.99","13.99","3","-5.02"
4523,2,987,"Words Hunter","2.99","13.99","3","-5.02"
52,2,10,"Aladdin Calendar","4.99","24.99","4","-5.03"
51,2,10,"Aladdin Calendar","4.99","24.99","4","-5.03"
50,2,10,"Aladdin Calendar","4.99","24.99","4","-5.03"
46,1,10,"Aladdin Calendar","4.99","24.99","4","-5.03"
215,2,48,"Backlash Undefeated","4.99","24.99","4","-5.03"
260,2,58,"Beach Heartbreakers","2.99","16.99","4","-5.03"
591,2,129,"Cause Date","2.99","16.99","4","-5.03"
721,2,158,"Clones Pinocchio","2.99","16.99","4","-5.03"
1255,1,277,"Elephant Trojan","4.99","24.99","4","-5.03"
1298,2,286,"Enough Raging","2.99","16.99","4","-5.03"
1296,1,286,"Enough Raging","2.99","16.99","4","-5.03"
1492,1,327,"Fool Mockingbird","4.99","24.99","4","-5.03"
1491,1,327,"Fool Mockingbird","4.99","24.99","4","-5.03"
1524,2,333,"Freaky Pocus","2.99","16.99","4","-5.03"
2188,1,473,"Jacket Frisco","2.99","16.99","4","-5.03"
2295,1,499,"King Evolution","4.99","24.99","4","-5.03"
2416,2,527,"Lola Agent","4.99","24.99","4","-5.03"
2419,2,527,"Lola Agent","4.99","24.99","4","-5.03"
2418,2,527,"Lola Agent","4.99","24.99","4","-5.03"
2415,1,527,"Lola Agent","4.99","24.99","4","-5.03"
3625,2,791,"Show Lord","4.99","24.99","4","-5.03"
3626,2,791,"Show Lord","4.99","24.99","4","-5.03"
3623,1,791,"Show Lord","4.99","24.99","4","-5.03"
4267,1,928,"Uptown Young","2.99","16.99","4","-5.03"
4450,2,972,"Whisperer Giant","4.99","24.99","4","-5.03"
4449,2,972,"Whisperer Giant","4.99","24.99","4","-5.03"
119,2,23,"Anaconda Confessions","0.99","9.99","5","-5.04"
118,2,23,"Anaconda Confessions","0.99","9.99","5","-5.04"
368,1,81,"Blindness Gun","4.99","29.99","5","-5.04"
760,1,166,"Color Philadelphia","2.99","19.99","5","-5.04"
763,2,166,"Color Philadelphia","2.99","19.99","5","-5.04"
775,2,169,"Comforts Rush","2.99","19.99","5","-5.04"
776,2,169,"Comforts Rush","2.99","19.99","5","-5.04"
1354,1,299,"Factory Dragon","0.99","9.99","5","-5.04"
1356,1,299,"Factory Dragon","0.99","9.99","5","-5.04"
1585,2,348,"Gandhi Kwai","0.99","9.99","5","-5.04"
1586,2,348,"Gandhi Kwai","0.99","9.99","5","-5.04"
1588,2,348,"Gandhi Kwai","0.99","9.99","5","-5.04"
1811,1,393,"Halloween Nuts","2.99","19.99","5","-5.04"
1810,1,393,"Halloween Nuts","2.99","19.99","5","-5.04"
1884,2,410,"Heaven Freedom","2.99","19.99","5","-5.04"
1885,2,410,"Heaven Freedom","2.99","19.99","5","-5.04"
2253,2,487,"Jingle Sagebrush","4.99","29.99","5","-5.04"
2345,1,510,"Lawless Vision","4.99","29.99","5","-5.04"
2346,1,510,"Lawless Vision","4.99","29.99","5","-5.04"
2654,2,582,"Miracle Virtual","2.99","19.99","5","-5.04"
2809,2,616,"National Story","2.99","19.99","5","-5.04"
2841,2,623,"Newton Labyrinth","0.99","9.99","5","-5.04"
2872,2,629,"Notorious Reunion","0.99","9.99","5","-5.04"
2993,2,656,"Papi Necklace","0.99","9.99","5","-5.04"
3407,1,747,"Roxanne Rebel","0.99","9.99","5","-5.04"
3664,2,800,"Sinners Atlantis","2.99","19.99","5","-5.04"
3660,1,800,"Sinners Atlantis","2.99","19.99","5","-5.04"
3669,1,803,"Slacker Liaisons","4.99","29.99","5","-5.04"
3962,2,863,"Sun Confessions","0.99","9.99","5","-5.04"
3961,2,863,"Sun Confessions","0.99","9.99","5","-5.04"
4017,1,875,"Talented Homicide","0.99","9.99","5","-5.04"
4021,2,875,"Talented Homicide","0.99","9.99","5","-5.04"
4020,2,875,"Talented Homicide","0.99","9.99","5","-5.04"
4019,2,875,"Talented Homicide","0.99","9.99","5","-5.04"
4278,2,931,"Valentine Vanishing","0.99","9.99","5","-5.04"
4279,2,931,"Valentine Vanishing","0.99","9.99","5","-5.04"
4330,2,944,"Virgin Daisy","4.99","29.99","5","-5.04"
4372,1,953,"Wait Cider","0.99","9.99","5","-5.04"
4371,1,953,"Wait Cider","0.99","9.99","5","-5.04"
4369,1,953,"Wait Cider","0.99","9.99","5","-5.04"
4389,2,958,"Wardrobe Phantom","2.99","19.99","5","-5.04"
4384,1,958,"Wardrobe Phantom","2.99","19.99","5","-5.04"
4387,2,958,"Wardrobe Phantom","2.99","19.99","5","-5.04"
4388,2,958,"Wardrobe Phantom","2.99","19.99","5","-5.04"
4433,1,969,"West Lion","4.99","29.99","5","-5.04"
4432,1,969,"West Lion","4.99","29.99","5","-5.04"
4556,1,994,"Wyoming Storm","4.99","29.99","5","-5.04"
4554,1,994,"Wyoming Storm","4.99","29.99","5","-5.04"
348,1,77,"Birds Perdition","4.99","15.99","2","-6.01"
347,1,77,"Birds Perdition","4.99","15.99","2","-6.01"
534,1,117,"Candles Grapes","4.99","15.99","2","-6.01"
714,2,156,"Clerks Angels","4.99","15.99","2","-6.01"
1149,1,254,"Driver Annie","2.99","11.99","2","-6.01"
1541,2,337,"Frida Slipper","2.99","11.99","2","-6.01"
1542,2,337,"Frida Slipper","2.99","11.99","2","-6.01"
1747,1,380,"Greek Everyone","2.99","11.99","2","-6.01"
