"film_id","title","rental_rate","replacement_cost","inventory_count","rental_count","profit"
59,"Bear Graceland","2.99","20.99","5","22","-39.17"
958,"Wardrobe Phantom","2.99","19.99","6","27","-39.21"
885,"Texas Watch","0.99","22.99","2","6","-40.04"
74,"Birch Antitrust","4.99","18.99","5","11","-40.06"
731,"Right Cranes","4.99","29.99","3","10","-40.07"
3,"Adaptation Holes","2.99","18.99","4","12","-40.08"
969,"West Lion","4.99","29.99","4","16","-40.12"
972,"Whisperer Giant","4.99","24.99","6","22","-40.16"
43,"Atlantis Cause","2.99","15.99","7","24","-40.17"
180,"Conspiracy Spirit","2.99","27.99","2","5","-41.03"
839,"Stallion Sundance","0.99","23.99","2","7","-41.05"
918,"Twisted Pirates","4.99","23.99","4","11","-41.07"
532,"Loser Hustler","4.99","28.99","4","15","-41.11"
859,"Sugar Wonka","4.99","20.99","6","17","-41.11"
281,"Encino Elf","0.99","9.99","6","19","-41.13"
631,"Novocaine Flight","0.99","11.99","5","19","-41.14"
875,"Talented Homicide","0.99","9.99","7","29","-41.22"
584,"Mixed Doors","2.99","26.99","2","4","-42.02"
168,"Comancheros Enemy","0.99","23.99","2","6","-42.04"
297,"Extraordinary Conquerer","2.99","29.99","2","6","-42.04"
550,"Maguire Apache","2.99","22.99","3","9","-42.06"
718,"Rebel Airport","0.99","24.99","2","8","-42.06"
977,"Window Side","2.99","25.99","3","12","-42.09"
667,"Peach Innocent","2.99","20.99","4","14","-42.10"
121,"Carol Texas","2.99","15.99","6","18","-42.12"
329,"Forrest Sons","2.99","15.99","6","18","-42.12"
724,"Remember Diary","2.99","15.99","6","18","-42.12"
646,"Outbreak Divine","0.99","12.99","5","23","-42.18"
335,"Freedom Cleopatra","0.99","23.99","2","5","-43.03"
13,"Ali Forever","4.99","21.99","4","9","-43.05"
151,"Cincinatti Whisperer","4.99","26.99","4","13","-43.09"
593,"Monterey Labyrinth","0.99","13.99","4","13","-43.09"
137,"Charade Duffel","2.99","21.99","4","15","-43.11"
493,"Kane Exorcist","0.99","18.99","3","14","-43.11"
615,"Nash Chocolat","2.99","21.99","4","15","-43.11"
275,"Egypt Tenenbaums","0.99","11.99","5","17","-43.12"
243,"Doors President","4.99","22.99","6","19","-43.13"
974,"Wild Apollo","0.99","24.99","2","6","-44.04"
339,"Frogmen Breaking","0.99","17.99","3","10","-44.07"
809,"Slipper Fidelity","0.99","14.99","4","16","-44.12"
79,"Blade Polish","0.99","10.99","6","22","-44.16"
727,"Resurrection Silverado","0.99","12.99","5","21","-44.16"
178,"Connection Microcosmos","0.99","25.99","2","7","-45.05"
622,"Newsies Story","0.99","25.99","2","7","-45.05"
634,"Odds Boogie","0.99","14.99","4","15","-45.11"
294,"Expecations Natural","4.99","26.99","5","18","-45.13"
385,"Groundhog Uncut","4.99","26.99","5","18","-45.13"
583,"Mission Zoolander","4.99","26.99","5","18","-45.13"
6,"Agent Truman","2.99","17.99","6","21","-45.15"
416,"Highball Potter","0.99","10.99","6","21","-45.15"
514,"Lebowski Soldiers","2.99","17.99","6","21","-45.15"
645,"Others Soup","2.99","18.99","6","23","-45.17"
863,"Sun Confessions","0.99","9.99","7","25","-45.18"
379,"Greedy Roots","0.99","14.99","4","14","-46.10"
394,"Hamlet Wisdom","2.99","21.99","4","14","-46.10"
652,"Pajama Jawbreaker","0.99","14.99","4","14","-46.10"
410,"Heaven Freedom","2.99","19.99","5","18","-46.13"
160,"Club Graffiti","0.99","12.99","5","19","-46.14"
479,"Jedi Beneath","0.99","12.99","5","19","-46.14"
357,"Gilbert Pelican","0.99","13.99","4","9","-47.05"
464,"Intentions Empire","2.99","13.99","7","17","-47.10"
552,"Majestic Floats","0.99","15.99","4","17","-47.13"
715,"Range Moonwalker","4.99","25.99","7","27","-47.20"
799,"Simon North","0.99","26.99","2","6","-48.04"
939,"Vertigo Northwest","2.99","17.99","4","8","-48.04"
188,"Crazy Home","2.99","24.99","3","9","-48.06"
503,"Kramer Chocolate","2.99","24.99","3","9","-48.06"
516,"Legend Jedi","0.99","18.99","3","9","-48.06"
528,"Lolita World","2.99","25.99","3","10","-48.07"
207,"Dangerous Uptown","4.99","26.99","4","12","-48.08"
453,"Image Princess","2.99","17.99","5","14","-48.09"
538,"Loverboy Attacks","0.99","19.99","3","12","-48.09"
424,"Holocaust Highball","0.99","12.99","5","17","-48.12"
678,"Pickup Driving","2.99","23.99","4","16","-48.12"
252,"Dream Pickup","2.99","18.99","6","22","-48.16"
166,"Color Philadelphia","2.99","19.99","6","24","-48.18"
848,"Stone Fire","0.99","19.99","3","11","-49.08"
452,"Illusion Amelie","0.99","15.99","4","15","-49.11"
963,"Watch Tracy","0.99","12.99","5","16","-49.11"
242,"Doom Dancing","0.99","13.99","5","21","-49.16"
866,"Sunset Racer","0.99","28.99","2","8","-50.06"
630,"Notting Speakeasy","0.99","19.99","3","10","-50.07"
81,"Blindness Gun","4.99","29.99","4","14","-50.10"
774,"Searchers Wait","2.99","22.99","4","14","-50.10"
783,"Shane Darkness","2.99","22.99","4","14","-50.10"
796,"Sierra Divide","0.99","12.99","5","15","-50.10"
763,"Satisfaction Confidential","4.99","26.99","5","17","-50.12"
778,"Secrets Paradise","4.99","24.99","6","20","-50.14"
146,"Chitty Lock","2.99","24.99","3","8","-51.05"
517,"Lesson Cleopatra","0.99","28.99","2","7","-51.05"
940,"Victory Academy","0.99","19.99","3","9","-51.06"
293,"Exorcist Sting","2.99","17.99","5","13","-51.08"
530,"Lord Arizona","2.99","27.99","3","11","-51.08"
596,"Moonshine Cabin","4.99","25.99","6","21","-51.15"
288,"Escape Metropolis","2.99","20.99","6","25","-51.19"
965,"Watership Frontier","0.99","28.99","2","6","-52.04"
225,"Destination Jerk","0.99","19.99","3","8","-52.05"
52,"Ballroom Mockingbird","0.99","29.99","2","8","-52.06"
80,"Blanket Beverly","2.99","21.99","4","12","-52.08"
831,"Spirited Casualties","0.99","20.99","3","11","-52.08"
600,"Motions Details","0.99","16.99","4","16","-52.12"
383,"Groove Fiction","0.99","13.99","5","18","-52.13"
745,"Roses Treasure","4.99","23.99","8","28","-52.20"
196,"Cruelty Unforgiven","0.99","29.99","2","7","-53.05"
536,"Lovely Jingle","2.99","18.99","5","14","-53.09"
573,"Microcosmos Paradise","2.99","22.99","4","13","-53.09"
771,"Scorpion Apollo","4.99","23.99","7","23","-53.16"
475,"Japanese Run","0.99","29.99","2","6","-54.04"
16,"Alley Evolution","2.99","23.99","4","14","-54.10"
832,"Splash Gump","0.99","16.99","4","14","-54.10"
90,"Boulevard Mob","0.99","11.99","6","18","-54.12"
326,"Flying Hook","2.99","18.99","6","20","-54.14"
602,"Mourning Purple","0.99","14.99","5","21","-54.16"
800,"Sinners Atlantis","2.99","19.99","6","22","-54.16"
244,"Dorado Notting","4.99","26.99","7","27","-54.20"
103,"Bucket Brotherhood","4.99","27.99","8","34","-54.26"
505,"Labyrinth League","2.99","24.99","4","15","-55.11"
976,"Wind Phantom","0.99","12.99","6","23","-55.17"
111,"Caddyshack Jedi","0.99","17.99","4","16","-56.12"
186,"Craft Outfield","0.99","17.99","4","16","-56.12"
463,"Instinct Airport","2.99","21.99","5","18","-56.13"
39,"Armageddon Lost","0.99","10.99","7","21","-56.14"
112,"Calendar Gunfight","4.99","22.99","7","21","-56.14"
922,"Undefeated Dalmations","4.99","22.99","7","21","-56.14"
136,"Chaplin License","2.99","26.99","3","8","-57.05"
296,"Express Lonely","2.99","23.99","4","13","-57.09"
50,"Baked Cleopatra","2.99","20.99","5","16","-57.11"
672,"Perfect Groove","2.99","17.99","6","17","-57.11"
732,"Rings Heartbreakers","0.99","17.99","4","15","-57.11"
467,"Intrigue Worst","0.99","10.99","7","20","-57.13"
561,"Mask Peach","2.99","26.99","4","17","-57.13"
624,"Nightmare Chill","4.99","25.99","7","25","-57.18"
992,"Wrath Mile","0.99","17.99","4","14","-58.10"
363,"Go Purple","0.99","12.99","6","20","-58.14"
562,"Masked Bubble","0.99","12.99","6","20","-58.14"
575,"Midsummer Groundhog","4.99","27.99","6","22","-58.16"
26,"Annie Identity","0.99","15.99","5","22","-58.17"
54,"Banger Pinocchio","0.99","15.99","5","22","-58.17"
970,"Westward Seabiscuit","0.99","11.99","7","26","-58.19"
594,"Montezuma Command","0.99","22.99","3","9","-60.06"
537,"Lover Truman","2.99","29.99","3","10","-60.07"
726,"Reservoir Adaptation","2.99","29.99","3","10","-60.07"
811,"Smile Earring","2.99","29.99","3","10","-60.07"
821,"Sorority Queen","0.99","17.99","4","12","-60.08"
173,"Confessions Maguire","4.99","25.99","5","14","-60.09"
381,"Grinch Massage","4.99","25.99","5","14","-60.09"
165,"Coldblooded Darling","4.99","27.99","5","16","-60.11"
666,"Paycheck Wait","4.99","27.99","5","16","-60.11"
10,"Aladdin Calendar","4.99","24.99","7","23","-60.16"
342,"Fugitive Maguire","4.99","28.99","4","11","-61.07"
209,"Darkness War","2.99","24.99","4","13","-61.09"
432,"Hope Tootsie","2.99","22.99","5","18","-61.13"
579,"Minds Truman","4.99","22.99","7","20","-61.13"
725,"Requiem Tycoon","4.99","25.99","6","19","-61.13"
122,"Carrie Bunch","0.99","11.99","7","23","-61.16"
617,"Natural Stock","0.99","24.99","3","13","-62.10"
924,"Unforgiven Zoolander","0.99","15.99","5","18","-62.13"
314,"Fight Jawbreaker","0.99","13.99","6","22","-62.16"
76,"Birdcage Casper","0.99","23.99","3","9","-63.06"
714,"Random Go","2.99","29.99","3","9","-63.06"
153,"Citizen Shrek","0.99","18.99","4","13","-63.09"
655,"Panther Reds","4.99","22.99","6","15","-63.09"
616,"National Story","2.99","19.99","6","19","-63.13"
981,"Wolves Desire","0.99","13.99","6","21","-63.15"
813,"Smoochy Control","0.99","18.99","4","12","-64.08"
427,"Homeward Cider","0.99","19.99","4","16","-64.12"
61,"Beauty Grease","4.99","28.99","6","22","-64.16"
920,"Unbreakable Karate","0.99","16.99","5","21","-64.16"
420,"Holes Brannigan","4.99","27.99","5","15","-65.10"
287,"Entrapment Satisfaction","0.99","19.99","4","15","-65.11"
691,"Poseidon Forever","4.99","29.99","5","17","-65.12"
944,"Virgin Daisy","4.99","29.99","5","17","-65.12"
628,"Northwest Polish","2.99","24.99","5","20","-65.15"
545,"Madness Attacks","0.99","14.99","6","25","-65.19"
276,"Element Freddy","4.99","28.99","4","10","-66.06"
766,"Savannah Town","0.99","25.99","3","12","-66.09"
673,"Personal Ladybugs","0.99","19.99","4","14","-66.10"
524,"Lion Uncut","0.99","13.99","6","18","-66.12"
709,"Racer Egg","2.99","19.99","6","18","-66.12"
812,"Smoking Barbarella","0.99","13.99","6","18","-66.12"
590,"Money Harold","2.99","17.99","7","20","-66.13"
428,"Homicide Peach","2.99","21.99","6","22","-66.16"
966,"Wedding Apollo","0.99","14.99","6","24","-66.18"
213,"Date Speed","0.99","19.99","4","13","-67.09"
975,"Willow Tracy","2.99","22.99","5","16","-67.11"
806,"Sleepy Japanese","2.99","25.99","5","21","-67.16"
891,"Timberland Sky","0.99","13.99","7","31","-67.24"
750,"Run Pacific","0.99","25.99","3","10","-68.07"
535,"Love Suicides","0.99","21.99","4","20","-68.16"
521,"Lies Treatment","4.99","28.99","7","27","-68.20"
589,"Modern Dorado","0.99","20.99","4","15","-69.11"
353,"Gentlemen Stage","2.99","22.99","6","23","-69.17"
973,"Wife Turn","4.99","27.99","8","31","-69.23"
64,"Beethoven Exorcist","0.99","26.99","3","11","-70.08"
509,"Language Cowboy","0.99","26.99","3","11","-70.08"
7,"Airplane Sierra","4.99","28.99","5","15","-70.10"
241,"Donnie Alley","0.99","20.99","4","14","-70.10"
438,"Human Graffiti","2.99","22.99","5","15","-70.10"
546,"Madre Gables","2.99","27.99","4","14","-70.10"
57,"Basic Easy","2.99","18.99","7","21","-70.14"
834,"Spoilers Hellfighters","0.99","26.99","3","10","-71.07"
512,"League Hellfighters","4.99","25.99","6","17","-71.11"
592,"Monster Spartacus","2.99","28.99","4","15","-71.11"
184,"Core Suit","2.99","24.99","5","18","-71.13"
436,"Hours Rage","0.99","14.99","6","19","-71.13"
345,"Gables Metropolis","0.99","17.99","5","19","-71.14"
610,"Music Boondock","0.99","17.99","5","19","-71.14"
869,"Suspects Quills","2.99","22.99","7","30","-71.23"
567,"Meet Chocolate","2.99","26.99","4","12","-72.08"
17,"Alone Trip","0.99","14.99","6","18","-72.12"
461,"Insects Stone","0.99","14.99","6","18","-72.12"
480,"Jeepers Wedding","2.99","29.99","4","16","-72.12"
433,"Horn Working","2.99","23.99","6","24","-72.18"
618,"Necklace Outbreak","0.99","21.99","4","15","-73.11"
932,"Valley Packer","0.99","21.99","4","15","-73.11"
222,"Desert Poseidon","4.99","27.99","6","19","-73.13"
9,"Alabama Devil","2.99","21.99","5","12","-74.07"
66,"Beneath Rush","0.99","27.99","3","10","-74.07"
868,"Superfly Trip","0.99","27.99","3","10","-74.07"
439,"Hunchback Impossible","4.99","28.99","6","20","-74.14"
444,"Hustler Party","4.99","22.99","8","22","-74.14"
957,"War Notting","4.99","26.99","5","12","-75.07"
63,"Bedazzled Married","0.99","21.99","4","13","-75.09"
440,"Hunger Roof","0.99","21.99","4","13","-75.09"
736,"Robbery Bright","0.99","21.99","4","13","-75.09"
49,"Badman Dawn","2.99","22.99","6","21","-75.15"
752,"Runner Madigan","0.99","27.99","3","8","-76.05"
519,"Liberty Magnificent","2.99","27.99","4","12","-76.08"
40,"Army Flintstones","0.99","22.99","4","16","-76.12"
350,"Garden Island","4.99","21.99","8","20","-76.12"
402,"Harper Dying","0.99","15.99","6","20","-76.14"
328,"Forever Candidate","2.99","28.99","4","13","-77.09"
290,"Everyone Craft","0.99","29.99","3","13","-77.10"
598,"Mosquito Armageddon","0.99","22.99","4","15","-77.11"
870,"Swarm Gold","0.99","12.99","8","27","-77.19"
620,"Nemo Campus","2.99","23.99","5","14","-78.09"
205,"Dances None","0.99","22.99","4","14","-78.10"
921,"Uncut Suicides","2.99","29.99","4","14","-78.10"
215,"Dawn Pond","4.99","27.99","6","18","-78.12"
534,"Louisiana Harry","0.99","18.99","5","17","-78.12"
936,"Vanishing Rocky","2.99","21.99","6","18","-78.12"
370,"Gorgeous Bingo","2.99","26.99","5","19","-78.14"
415,"High Encino","2.99","23.99","6","22","-78.16"
388,"Gunfight Moon","0.99","16.99","6","24","-78.18"
819,"Song Hedwig","0.99","29.99","3","11","-79.08"
448,"Idaho Love","2.99","25.99","5","17","-79.12"
717,"Rear Trading","0.99","23.99","4","17","-79.13"
887,"Thief Pelican","4.99","28.99","6","19","-79.13"
556,"Maltese Hope","4.99","26.99","7","22","-79.15"
760,"Samurai Lion","2.99","21.99","7","25","-79.18"
895,"Tomorrow Hustler","2.99","21.99","7","25","-79.18"
890,"Tights Dawn","0.99","14.99","7","26","-79.19"
157,"Clockwork Paradise","0.99","29.99","3","10","-80.07"
194,"Crow Grease","0.99","22.99","4","12","-80.08"
606,"Mummy Creatures","0.99","15.99","6","16","-80.10"
273,"Effect Gladiator","0.99","14.99","7","25","-80.18"
786,"Shepherd Midsummer","0.99","14.99","7","25","-80.18"
135,"Chance Resurrection","2.99","22.99","7","27","-80.20"
352,"Gathering Calendar","0.99","22.99","4","11","-81.07"
795,"Siege Madre","0.99","23.99","4","15","-81.11"
830,"Spirit Flintstones","0.99","23.99","4","15","-81.11"
967,"Weekend Personal","2.99","26.99","5","18","-81.13"
930,"Vacation Boondock","2.99","23.99","6","21","-81.15"
163,"Clyde Theory","0.99","29.99","3","8","-82.05"
704,"Pure Runner","2.99","25.99","5","16","-82.11"
147,"Chocolat Harry","0.99","16.99","6","20","-82.14"
502,"Knock Warlock","2.99","21.99","7","24","-82.17"
341,"Frost Head","0.99","13.99","8","30","-82.22"
729,"Rider Caddyshack","2.99","28.99","4","11","-83.07"
430,"Hook Chariots","0.99","23.99","4","13","-83.09"
574,"Midnight Westward","0.99","19.99","5","17","-83.12"
554,"Malkovich Pet","2.99","22.99","7","26","-83.19"
873,"Sweethearts Suspects","0.99","13.99","8","29","-83.21"
784,"Shanghai Tycoon","2.99","20.99","6","14","-84.08"
274,"Egg Igby","2.99","20.99","7","21","-84.14"
414,"Hellfighters Sierra","2.99","23.99","6","20","-84.14"
164,"Coast Rainbow","0.99","20.99","5","21","-84.16"
772,"Sea Virgin","2.99","24.99","6","22","-84.16"
917,"Tuxedo Mile","2.99","24.99","5","13","-86.08"
360,"Glass Dying","0.99","24.99","4","14","-86.10"
311,"Fiction Christmas","0.99","14.99","7","19","-86.12"
319,"Fish Opus","2.99","22.99","7","25","-86.18"
460,"Innocent Usual","4.99","26.99","8","26","-86.18"
687,"Pocus Pulp","0.99","15.99","7","26","-86.19"
882,"Tenenbaums Command","0.99","24.99","4","13","-87.09"
481,"Jekyll Frogmen","2.99","22.99","6","17","-87.11"
643,"Orient Closer","2.99","22.99","6","17","-87.11"
716,"Reap Unfaithful","2.99","26.99","5","16","-87.11"
991,"Worst Banger","2.99","26.99","5","16","-87.11"
720,"Redemption Comforts","2.99","20.99","7","20","-87.13"
67,"Berets Agent","2.99","24.99","6","21","-87.15"
138,"Chariots Conspiracy","2.99","29.99","5","21","-87.16"
571,"Metal Armageddon","2.99","26.99","6","25","-87.19"
823,"South Wait","2.99","21.99","7","22","-88.15"
320,"Flamingos Connecticut","4.99","28.99","7","23","-88.16"
489,"Juggler Hardly","0.99","14.99","8","32","-88.24"
110,"Cabin Flash","0.99","25.99","4","15","-89.11"
601,"Moulin Wake","0.99","20.99","5","16","-89.11"
696,"Pride Alamo","0.99","20.99","5","16","-89.11"
175,"Confused Candles","2.99","27.99","5","17","-89.12"
233,"Disciple Mother","0.99","17.99","6","19","-89.13"
897,"Torque Bound","4.99","27.99","8","27","-89.19"
988,"Worker Tarzan","2.99","26.99","5","15","-90.10"
491,"Jumping Wrath","0.99","18.99","6","24","-90.18"
471,"Island Exorcist","2.99","23.99","7","26","-90.19"
599,"Mother Oleander","0.99","20.99","5","14","-91.09"
560,"Mars Roman","0.99","21.99","5","19","-91.14"
305,"Fatal Haunted","2.99","24.99","7","28","-91.21"
585,"Mob Duffel","0.99","25.99","4","12","-92.08"
665,"Patton Interview","2.99","22.99","7","23","-92.16"
228,"Detective Vision","0.99","16.99","7","27","-92.20"
295,"Expendable Stallion","0.99","14.99","8","28","-92.20"
764,"Saturday Lambs","4.99","28.99","8","28","-92.20"
408,"Head Stranger","4.99","28.99","7","22","-93.15"
412,"Heavyweights Beast","4.99","25.99","8","23","-93.15"
55,"Barbarella Streetcar","2.99","27.99","6","25","-93.19"
170,"Command Darling","4.99","28.99","6","16","-94.10"
840,"Stampede Disturbing","0.99","26.99","4","14","-94.10"
105,"Bull Shawshank","0.99","21.99","5","16","-94.11"
999,"Zoolander Fiction","2.99","28.99","5","17","-94.12"
647,"Outfield Massacre","0.99","18.99","6","20","-94.14"
559,"Married Go","2.99","22.99","8","30","-94.22"
557,"Manchurian Curtain","2.99","27.99","5","15","-95.10"
803,"Slacker Liaisons","4.99","29.99","6","17","-95.11"
11,"Alamo Videotape","0.99","16.99","7","24","-95.17"
986,"Wonka Sea","2.99","24.99","6","18","-96.12"
782,"Shakespeare Saddle","2.99","26.99","6","22","-96.16"
735,"Robbers Joon","2.99","26.99","7","31","-96.24"
250,"Dragon Squad","0.99","26.99","4","11","-97.07"
722,"Reef Salute","0.99","26.99","4","11","-97.07"
757,"Sagebrush Clueless","2.99","28.99","5","16","-97.11"
942,"Vietnam Smoochy","0.99","27.99","4","15","-97.11"
73,"Bingo Talented","2.99","22.99","8","29","-97.21"
483,"Jericho Mulan","2.99","29.99","5","17","-99.12"
690,"Pond Seattle","2.99","25.99","6","19","-99.13"
621,"Network Peak","2.99","23.99","8","31","-99.23"
855,"Streak Ridgemont","0.99","28.99","4","16","-100.12"
851,"Straight Hours","0.99","19.99","6","20","-100.14"
140,"Cheaper Clyde","0.99","23.99","5","20","-100.15"
304,"Fargo Gandhi","2.99","28.99","6","24","-102.18"
609,"Muscle Bright","2.99","23.99","8","30","-102.22"
488,"Joon Northwest","0.99","23.99","5","17","-103.12"
744,"Roots Remember","0.99","23.99","5","17","-103.12"
877,"Taxi Kick","0.99","23.99","5","17","-103.12"
35,"Arachnophobia Rollercoaster","2.99","24.99","7","24","-103.17"
142,"Chicken Hellfighters","0.99","24.99","5","22","-103.17"
285,"English Bulworth","0.99","18.99","7","30","-103.23"
794,"Side Ark","0.99","28.99","4","12","-104.08"
797,"Silence Kane","0.99","23.99","5","16","-104.11"
85,"Bonnie Holocaust","0.99","29.99","4","16","-104.12"
143,"Chill Luck","0.99","17.99","7","22","-104.15"
651,"Packer Madigan","0.99","20.99","6","22","-104.16"
391,"Half Outfield","2.99","25.99","7","26","-104.19"
549,"Magnolia Forrester","0.99","28.99","4","11","-105.07"
232,"Dirty Ace","2.99","29.99","5","15","-105.10"
193,"Crossroads Casualties","2.99","20.99","8","21","-105.13"
19,"Amadeus Holy","0.99","20.99","6","21","-105.15"
292,"Excitement Eve","0.99","20.99","6","21","-105.15"
377,"Grease Youth","0.99","20.99","6","21","-105.15"
681,"Pirates Roxanne","0.99","20.99","6","21","-105.15"
894,"Tomatoes Hellfighters","0.99","23.99","5","14","-106.09"
857,"Strictly Scarface","2.99","24.99","7","23","-106.16"
625,"None Spiking","0.99","18.99","7","27","-106.20"
748,"Rugrats Shakespeare","0.99","16.99","8","30","-106.22"
511,"Lawrence Love","0.99","23.99","5","13","-107.08"
34,"Arabia Dogma","0.99","29.99","4","13","-107.09"
423,"Hollywood Anonymous","0.99","29.99","4","13","-107.09"
762,"Sassy Packer","0.99","29.99","4","13","-107.09"
282,"Encounters Curtain","0.99","20.99","6","19","-107.13"
619,"Neighbors Charade","0.99","20.99","6","19","-107.13"
807,"Sleuth Orient","0.99","25.99","5","21","-109.16"
494,"Karate Moon","0.99","21.99","6","23","-109.17"
697,"Primary Glass","0.99","16.99","8","27","-109.19"
176,"Congeniality Quest","0.99","21.99","6","22","-110.16"
149,"Christmas Moonshine","0.99","21.99","6","21","-111.15"
759,"Salute Apollo","2.99","29.99","6","23","-111.17"
397,"Hanky October","2.99","26.99","7","26","-111.19"
638,"Operation Operation","2.99","23.99","8","27","-111.19"
913,"Troopers Metal","0.99","20.99","6","14","-112.08"
331,"Forward Temple","2.99","25.99","8","32","-112.24"
69,"Beverly Outlaw","2.99","21.99","8","21","-113.13"
457,"Independence Hotel","0.99","21.99","6","19","-113.13"
864,"Sundance Invasion","0.99","21.99","6","19","-113.13"
378,"Greatest North","2.99","24.99","8","29","-113.21"
862,"Summer Scarface","0.99","25.99","5","16","-114.11"
322,"Flatliners Killer","2.99","29.99","6","22","-114.16"
109,"Butterfly Chocolat","0.99","17.99","8","30","-114.22"
728,"Reunion Witches","0.99","26.99","5","20","-115.15"
247,"Downhill Enough","0.99","19.99","7","25","-115.18"
349,"Gangs Pride","2.99","27.99","7","27","-115.20"
89,"Borrowers Bedazzled","0.99","22.99","6","22","-116.16"
406,"Haunting Pianist","0.99","22.99","6","22","-116.16"
155,"Cleopatra Devil","0.99","26.99","5","18","-117.13"
234,"Disturbing Scarface","2.99","27.99","7","26","-118.19"
269,"Earring Instinct","0.99","22.99","6","19","-119.13"
948,"Voice Peach","0.99","22.99","6","19","-119.13"
707,"Quest Mussolini","2.99","29.99","6","20","-120.14"
906,"Tramp Others","0.99","27.99","5","20","-120.15"
4,"Affair Prejudice","2.99","26.99","7","23","-120.16"
91,"Bound Cheaper","0.99","17.99","8","24","-120.16"
367,"Goldmine Tycoon","0.99","20.99","7","27","-120.20"
450,"Idols Snatchers","2.99","29.99","7","30","-120.23"
361,"Gleaming Jawbreaker","2.99","25.99","8","29","-121.21"
925,"United Pilot","0.99","27.99","5","17","-123.12"
302,"Fantasia Park","2.99","29.99","6","19","-123.13"
376,"Grapes Fury","0.99","20.99","7","22","-125.15"
531,"Lose Inch","0.99","18.99","8","27","-125.19"
344,"Fury Murder","0.99","28.99","5","19","-126.14"
833,"Splendor Patton","0.99","20.99","7","21","-126.14"
130,"Celebrity Horn","0.99","24.99","6","24","-126.18"
189,"Creatures Shakespeare","0.99","23.99","6","16","-128.10"
542,"Lust Lock","2.99","28.99","6","15","-129.09"
698,"Princess Giant","2.99","29.99","7","27","-129.20"
641,"Orange Grapes","0.99","21.99","7","24","-130.17"
810,"Slums Duck","0.99","21.99","7","24","-130.17"
97,"Bride Intrigue","0.99","24.99","6","19","-131.13"
663,"Patient Sister","0.99","29.99","5","19","-131.14"
447,"Ice Crossing","2.99","28.99","7","24","-131.17"
504,"Kwai Homeward","0.99","25.99","6","23","-133.17"
132,"Chainsaw Uptown","0.99","25.99","6","21","-135.15"
644,"Oscar Gold","2.99","29.99","7","25","-135.18"
12,"Alaska Phantom","0.99","22.99","7","26","-135.19"
204,"Dalmations Sweden","0.99","25.99","6","20","-136.14"
101,"Brotherhood Blanket","0.99","26.99","6","26","-136.20"
119,"Caper Motions","0.99","22.99","7","24","-137.17"
790,"Shootist Superfly","0.99","22.99","7","24","-137.17"
753,"Rush Goodfellas","0.99","20.99","8","31","-137.23"
115,"Campus Remember","2.99","27.99","7","19","-139.12"
595,"Moon Bunch","0.99","20.99","8","29","-139.21"
37,"Arizona Bang","2.99","28.99","7","21","-140.14"
218,"Deceiver Betrayed","0.99","22.99","7","21","-140.14"
249,"Dracula Crystal","0.99","26.99","6","21","-141.15"
280,"Empire Malkovich","0.99","26.99","6","21","-141.15"
303,"Fantasy Troopers","0.99","27.99","6","26","-142.20"
118,"Canyon Stock","0.99","26.99","6","19","-143.13"
387,"Gun Bonnie","0.99","27.99","6","25","-143.19"
650,"Pacific Amistad","0.99","27.99","6","24","-144.18"
382,"Grit Clockwork","0.99","21.99","8","32","-144.24"
1,"Academy Dinosaur","0.99","20.99","8","23","-145.15"
982,"Women Dorado","0.99","23.99","7","23","-145.16"
191,"Crooked Frogmen","0.99","27.99","6","23","-145.17"
458,"Indian Love","0.99","26.99","6","16","-146.10"
18,"Alter Victory","0.99","27.99","6","22","-146.16"
949,"Volcano Texas","0.99","27.99","6","22","-146.16"
395,"Handicap Boondock","0.99","28.99","6","28","-146.22"
743,"Room Roman","0.99","27.99","6","20","-148.14"
723,"Reign Gentlemen","2.99","29.99","7","20","-150.13"
741,"Roman Punk","0.99","28.99","6","24","-150.18"
773,"Seabiscuit Punk","2.99","28.99","8","26","-154.18"
309,"Feud Frogmen","0.99","29.99","6","25","-155.19"
417,"Hills Neighbors","0.99","29.99","6","25","-155.19"
945,"Virginian Pluto","0.99","22.99","8","29","-155.21"
737,"Rock Instinct","0.99","28.99","6","17","-157.11"
555,"Mallrats United","0.99","25.99","7","25","-157.18"
429,"Honey Ties","0.99","29.99","6","19","-161.13"
317,"Fireball Philadelphia","0.99","25.99","7","21","-161.14"
677,"Pianist Outfield","0.99","25.99","7","21","-161.14"
114,"Camelot Vacation","0.99","26.99","7","27","-162.20"
231,"Dinosaur Secretary","2.99","27.99","8","20","-164.12"
850,"Story Side","0.99","27.99","7","28","-168.21"
199,"Cupboard Sinners","2.99","29.99","8","23","-171.15"
301,"Family Sweet","0.99","24.99","8","29","-171.21"
852,"Strangelove Desire","0.99","27.99","7","24","-172.17"
816,"Snowman Rollercoaster","0.99","27.99","7","23","-173.16"
951,"Voyage Legally","0.99","28.99","7","28","-175.21"
245,"Double Wrath","0.99","28.99","7","25","-178.18"
374,"Graffiti Love","0.99","29.99","7","30","-180.23"
206,"Dancing Fever","0.99","25.99","8","27","-181.19"
434,"Horror Reign","0.99","25.99","8","27","-181.19"
901,"Tracy Cider","0.99","29.99","7","26","-184.19"
366,"Goldfinger Sensibility","0.99","29.99","7","24","-186.17"
270,"Earth Vision","0.99","29.99","7","23","-187.16"
