"inventory_id","film_id","store_id","last_update","rental_count"
2325,505,2,"2006-02-15 10:09:17","2"
2330,506,1,"2006-02-15 10:09:17","2"
2332,506,1,"2006-02-15 10:09:17","2"
2334,506,2,"2006-02-15 10:09:17","2"
2336,507,2,"2006-02-15 10:09:17","2"
2349,511,2,"2006-02-15 10:09:17","2"
2350,511,2,"2006-02-15 10:09:17","2"
2351,511,2,"2006-02-15 10:09:17","2"
2352,512,1,"2006-02-15 10:09:17","2"
2355,512,2,"2006-02-15 10:09:17","2"
2357,512,2,"2006-02-15 10:09:17","2"
2360,514,1,"2006-02-15 10:09:17","2"
2365,514,2,"2006-02-15 10:09:17","2"
2369,516,2,"2006-02-15 10:09:17","2"
2370,516,2,"2006-02-15 10:09:17","2"
2372,517,2,"2006-02-15 10:09:17","2"
2378,518,2,"2006-02-15 10:09:17","2"
2379,519,2,"2006-02-15 10:09:17","2"
2380,519,2,"2006-02-15 10:09:17","2"
2384,520,1,"2006-02-15 10:09:17","2"
2396,524,1,"2006-02-15 10:09:17","2"
2399,524,2,"2006-02-15 10:09:17","2"
2400,524,2,"2006-02-15 10:09:17","2"
2404,525,1,"2006-02-15 10:09:17","2"
2405,525,1,"2006-02-15 10:09:17","2"
2411,526,2,"2006-02-15 10:09:17","2"
2420,528,1,"2006-02-15 10:09:17","2"
2426,529,1,"2006-02-15 10:09:17","2"
2433,531,1,"2006-02-15 10:09:17","2"
2438,532,2,"2006-02-15 10:09:17","2"
2443,533,1,"2006-02-15 10:09:17","2"
2446,534,1,"2006-02-15 10:09:17","2"
2455,536,1,"2006-02-15 10:09:17","2"
2456,536,1,"2006-02-15 10:09:17","2"
2461,537,2,"2006-02-15 10:09:17","2"
2473,542,1,"2006-02-15 10:09:17","2"
2474,542,1,"2006-02-15 10:09:17","2"
2476,542,2,"2006-02-15 10:09:17","2"
2477,542,2,"2006-02-15 10:09:17","2"
2493,546,2,"2006-02-15 10:09:17","2"
2500,549,2,"2006-02-15 10:09:17","2"
2503,550,1,"2006-02-15 10:09:17","2"
2521,554,1,"2006-02-15 10:09:17","2"
2525,555,1,"2006-02-15 10:09:17","2"
2529,555,2,"2006-02-15 10:09:17","2"
2531,555,2,"2006-02-15 10:09:17","2"
2532,556,1,"2006-02-15 10:09:17","2"
2535,556,2,"2006-02-15 10:09:17","2"
2541,557,2,"2006-02-15 10:09:17","2"
2543,557,2,"2006-02-15 10:09:17","2"
2545,558,2,"2006-02-15 10:09:17","2"
2550,559,2,"2006-02-15 10:09:17","2"
2554,560,1,"2006-02-15 10:09:17","2"
2560,561,1,"2006-02-15 10:09:17","2"
2563,562,1,"2006-02-15 10:09:17","2"
2585,567,2,"2006-02-15 10:09:17","2"
2586,567,2,"2006-02-15 10:09:17","2"
2592,569,1,"2006-02-15 10:09:17","2"
2594,570,1,"2006-02-15 10:09:17","2"
2595,570,2,"2006-02-15 10:09:17","2"
2603,571,2,"2006-02-15 10:09:17","2"
2604,572,1,"2006-02-15 10:09:17","2"
2605,572,1,"2006-02-15 10:09:17","2"
2607,572,1,"2006-02-15 10:09:17","2"
2615,573,1,"2006-02-15 10:09:17","2"
2616,574,1,"2006-02-15 10:09:17","2"
2623,575,2,"2006-02-15 10:09:17","2"
2633,578,1,"2006-02-15 10:09:17","2"
2640,579,1,"2006-02-15 10:09:17","2"
2643,579,2,"2006-02-15 10:09:17","2"
2644,579,2,"2006-02-15 10:09:17","2"
2648,580,1,"2006-02-15 10:09:17","2"
2650,580,2,"2006-02-15 10:09:17","2"
2658,583,1,"2006-02-15 10:09:17","2"
2660,583,2,"2006-02-15 10:09:17","2"
2664,585,2,"2006-02-15 10:09:17","2"
2666,585,2,"2006-02-15 10:09:17","2"
2668,586,1,"2006-02-15 10:09:17","2"
2670,586,1,"2006-02-15 10:09:17","2"
2673,586,2,"2006-02-15 10:09:17","2"
2674,586,2,"2006-02-15 10:09:17","2"
2677,587,1,"2006-02-15 10:09:17","2"
2681,588,2,"2006-02-15 10:09:17","2"
2683,589,2,"2006-02-15 10:09:17","2"
2689,590,2,"2006-02-15 10:09:17","2"
2692,590,2,"2006-02-15 10:09:17","2"
2694,591,2,"2006-02-15 10:09:17","2"
2696,592,1,"2006-02-15 10:09:17","2"
2702,593,2,"2006-02-15 10:09:17","2"
2705,594,1,"2006-02-15 10:09:17","2"
2712,595,2,"2006-02-15 10:09:17","2"
2713,595,2,"2006-02-15 10:09:17","2"
2719,596,2,"2006-02-15 10:09:17","2"
2722,597,2,"2006-02-15 10:09:17","2"
2723,597,2,"2006-02-15 10:09:17","2"
2728,598,1,"2006-02-15 10:09:17","2"
2729,599,1,"2006-02-15 10:09:17","2"
2731,599,1,"2006-02-15 10:09:17","2"
2733,599,2,"2006-02-15 10:09:17","2"
2759,606,1,"2006-02-15 10:09:17","2"
2761,606,2,"2006-02-15 10:09:17","2"
2764,606,2,"2006-02-15 10:09:17","2"
2770,608,2,"2006-02-15 10:09:17","2"
2775,609,2,"2006-02-15 10:09:17","2"
2782,610,2,"2006-02-15 10:09:17","2"
2784,611,1,"2006-02-15 10:09:17","2"
2791,612,2,"2006-02-15 10:09:17","2"
2804,616,1,"2006-02-15 10:09:17","2"
2808,616,2,"2006-02-15 10:09:17","2"
2818,619,1,"2006-02-15 10:09:17","2"
2822,619,2,"2006-02-15 10:09:17","2"
2824,620,1,"2006-02-15 10:09:17","2"
2828,621,1,"2006-02-15 10:09:17","2"
2831,621,1,"2006-02-15 10:09:17","2"
2839,623,1,"2006-02-15 10:09:17","2"
2842,623,2,"2006-02-15 10:09:17","2"
2844,624,1,"2006-02-15 10:09:17","2"
2849,624,2,"2006-02-15 10:09:17","2"
2854,625,2,"2006-02-15 10:09:17","2"
2862,627,2,"2006-02-15 10:09:17","2"
2869,629,2,"2006-02-15 10:09:17","2"
2874,630,2,"2006-02-15 10:09:17","2"
2881,632,1,"2006-02-15 10:09:17","2"
2885,633,2,"2006-02-15 10:09:17","2"
2888,634,2,"2006-02-15 10:09:17","2"
2893,636,1,"2006-02-15 10:09:17","2"
2901,638,1,"2006-02-15 10:09:17","2"
2902,638,1,"2006-02-15 10:09:17","2"
2914,640,2,"2006-02-15 10:09:17","2"
2915,641,1,"2006-02-15 10:09:17","2"
2916,641,1,"2006-02-15 10:09:17","2"
2922,643,1,"2006-02-15 10:09:17","2"
2924,643,1,"2006-02-15 10:09:17","2"
2939,645,2,"2006-02-15 10:09:17","2"
2940,645,2,"2006-02-15 10:09:17","2"
2946,647,1,"2006-02-15 10:09:17","2"
2947,647,1,"2006-02-15 10:09:17","2"
2952,648,1,"2006-02-15 10:09:17","2"
2953,648,1,"2006-02-15 10:09:17","2"
2955,648,1,"2006-02-15 10:09:17","2"
2956,648,2,"2006-02-15 10:09:17","2"
2966,650,2,"2006-02-15 10:09:17","2"
2967,650,2,"2006-02-15 10:09:17","2"
2971,651,1,"2006-02-15 10:09:17","2"
2982,654,1,"2006-02-15 10:09:17","2"
2986,655,1,"2006-02-15 10:09:17","2"
2988,655,1,"2006-02-15 10:09:17","2"
2990,655,2,"2006-02-15 10:09:17","2"
2991,655,2,"2006-02-15 10:09:17","2"
3002,658,2,"2006-02-15 10:09:17","2"
3008,660,2,"2006-02-15 10:09:17","2"
3010,661,1,"2006-02-15 10:09:17","2"
3014,662,1,"2006-02-15 10:09:17","2"
3015,662,1,"2006-02-15 10:09:17","2"
3017,662,2,"2006-02-15 10:09:17","2"
3023,664,1,"2006-02-15 10:09:17","2"
3027,664,2,"2006-02-15 10:09:17","2"
3030,665,1,"2006-02-15 10:09:17","2"
3031,665,1,"2006-02-15 10:09:17","2"
3038,666,2,"2006-02-15 10:09:17","2"
3043,667,2,"2006-02-15 10:09:17","2"
3051,670,1,"2006-02-15 10:09:17","2"
3052,670,1,"2006-02-15 10:09:17","2"
3056,672,1,"2006-02-15 10:09:17","2"
3059,672,2,"2006-02-15 10:09:17","2"
3060,672,2,"2006-02-15 10:09:17","2"
3061,672,2,"2006-02-15 10:09:17","2"
3067,674,1,"2006-02-15 10:09:17","2"
3070,675,1,"2006-02-15 10:09:17","2"
3073,676,2,"2006-02-15 10:09:17","2"
3077,677,1,"2006-02-15 10:09:17","2"
3081,677,2,"2006-02-15 10:09:17","2"
3082,677,2,"2006-02-15 10:09:17","2"
3092,680,1,"2006-02-15 10:09:17","2"
3097,680,2,"2006-02-15 10:09:17","2"
3099,681,1,"2006-02-15 10:09:17","2"
3111,683,2,"2006-02-15 10:09:17","2"
3112,683,2,"2006-02-15 10:09:17","2"
3116,684,2,"2006-02-15 10:09:17","2"
3120,686,1,"2006-02-15 10:09:17","2"
3135,689,1,"2006-02-15 10:09:17","2"
3138,689,2,"2006-02-15 10:09:17","2"
3144,690,2,"2006-02-15 10:09:17","2"
3145,690,2,"2006-02-15 10:09:17","2"
3157,693,2,"2006-02-15 10:09:17","2"
3158,693,2,"2006-02-15 10:09:17","2"
3159,694,1,"2006-02-15 10:09:17","2"
3163,694,2,"2006-02-15 10:09:17","2"
3167,696,1,"2006-02-15 10:09:17","2"
3171,696,2,"2006-02-15 10:09:17","2"
3175,697,1,"2006-02-15 10:09:17","2"
3180,698,1,"2006-02-15 10:09:17","2"
3181,698,1,"2006-02-15 10:09:17","2"
3188,699,1,"2006-02-15 10:09:17","2"
3190,700,2,"2006-02-15 10:09:17","2"
3192,702,1,"2006-02-15 10:09:17","2"
3196,702,2,"2006-02-15 10:09:17","2"
3199,702,2,"2006-02-15 10:09:17","2"
3205,704,2,"2006-02-15 10:09:17","2"
3208,705,1,"2006-02-15 10:09:17","2"
3210,705,1,"2006-02-15 10:09:17","2"
3214,706,2,"2006-02-15 10:09:17","2"
3218,707,1,"2006-02-15 10:09:17","2"
3224,708,1,"2006-02-15 10:09:17","2"
3227,709,1,"2006-02-15 10:09:17","2"
3228,709,1,"2006-02-15 10:09:17","2"
3233,710,1,"2006-02-15 10:09:17","2"
3241,711,2,"2006-02-15 10:09:17","2"
3245,714,2,"2006-02-15 10:09:17","2"
3247,715,1,"2006-02-15 10:09:17","2"
3268,720,1,"2006-02-15 10:09:17","2"
3272,720,2,"2006-02-15 10:09:17","2"
3276,722,1,"2006-02-15 10:09:17","2"
3278,722,2,"2006-02-15 10:09:17","2"
3280,723,1,"2006-02-15 10:09:17","2"
3282,723,1,"2006-02-15 10:09:17","2"
3283,723,2,"2006-02-15 10:09:17","2"
3285,723,2,"2006-02-15 10:09:17","2"
3286,724,1,"2006-02-15 10:09:17","2"
3287,724,1,"2006-02-15 10:09:17","2"
3290,724,2,"2006-02-15 10:09:17","2"
3292,725,1,"2006-02-15 10:09:17","2"
3296,725,2,"2006-02-15 10:09:17","2"
3300,726,2,"2006-02-15 10:09:17","2"
3314,729,2,"2006-02-15 10:09:17","2"
3316,730,1,"2006-02-15 10:09:17","2"
3327,732,1,"2006-02-15 10:09:17","2"
3330,733,1,"2006-02-15 10:09:17","2"
3333,733,1,"2006-02-15 10:09:17","2"
3334,733,2,"2006-02-15 10:09:17","2"
3335,733,2,"2006-02-15 10:09:17","2"
3337,734,1,"2006-02-15 10:09:17","2"
3339,734,2,"2006-02-15 10:09:17","2"
3351,736,1,"2006-02-15 10:09:17","2"
3352,736,1,"2006-02-15 10:09:17","2"
3356,737,2,"2006-02-15 10:09:17","2"
3358,737,2,"2006-02-15 10:09:17","2"
3359,737,2,"2006-02-15 10:09:17","2"
3362,738,1,"2006-02-15 10:09:17","2"
3370,739,2,"2006-02-15 10:09:17","2"
3373,740,2,"2006-02-15 10:09:17","2"
3377,741,1,"2006-02-15 10:09:17","2"
3388,744,1,"2006-02-15 10:09:17","2"
3391,744,2,"2006-02-15 10:09:17","2"
3394,745,1,"2006-02-15 10:09:17","2"
3396,745,1,"2006-02-15 10:09:17","2"
3398,745,2,"2006-02-15 10:09:17","2"
3400,745,2,"2006-02-15 10:09:17","2"
3401,746,1,"2006-02-15 10:09:17","2"
3408,747,2,"2006-02-15 10:09:17","2"
3414,748,1,"2006-02-15 10:09:17","2"
3422,749,2,"2006-02-15 10:09:17","2"
3425,750,1,"2006-02-15 10:09:17","2"
3429,752,2,"2006-02-15 10:09:17","2"
3440,754,2,"2006-02-15 10:09:17","2"
3443,755,1,"2006-02-15 10:09:17","2"
3444,755,1,"2006-02-15 10:09:17","2"
3451,757,1,"2006-02-15 10:09:17","2"
3452,757,1,"2006-02-15 10:09:17","2"
3457,758,2,"2006-02-15 10:09:17","2"
3458,758,2,"2006-02-15 10:09:17","2"
3459,759,1,"2006-02-15 10:09:17","2"
3460,759,1,"2006-02-15 10:09:17","2"
3465,760,1,"2006-02-15 10:09:17","2"
3472,761,2,"2006-02-15 10:09:17","2"
3478,762,2,"2006-02-15 10:09:17","2"
3482,763,2,"2006-02-15 10:09:17","2"
3488,764,2,"2006-02-15 10:09:17","2"
3493,765,1,"2006-02-15 10:09:17","2"
3507,768,1,"2006-02-15 10:09:17","2"
3508,768,1,"2006-02-15 10:09:17","2"
3510,768,2,"2006-02-15 10:09:17","2"
3513,769,2,"2006-02-15 10:09:17","2"
3519,771,1,"2006-02-15 10:09:17","2"
3520,771,1,"2006-02-15 10:09:17","2"
3523,771,2,"2006-02-15 10:09:17","2"
3527,772,1,"2006-02-15 10:09:17","2"
3533,773,1,"2006-02-15 10:09:17","2"
3535,773,2,"2006-02-15 10:09:17","2"
3536,773,2,"2006-02-15 10:09:17","2"
3539,774,1,"2006-02-15 10:09:17","2"
3554,777,1,"2006-02-15 10:09:17","2"
3557,777,2,"2006-02-15 10:09:17","2"
3559,778,1,"2006-02-15 10:09:17","2"
3561,778,1,"2006-02-15 10:09:17","2"
3570,781,2,"2006-02-15 10:09:17","2"
3581,783,1,"2006-02-15 10:09:17","2"
3584,784,1,"2006-02-15 10:09:17","2"
3585,784,2,"2006-02-15 10:09:17","2"
3586,784,2,"2006-02-15 10:09:17","2"
3587,784,2,"2006-02-15 10:09:17","2"
3589,785,1,"2006-02-15 10:09:17","2"
3590,785,1,"2006-02-15 10:09:17","2"
3594,786,1,"2006-02-15 10:09:17","2"
3598,786,2,"2006-02-15 10:09:17","2"
3601,787,1,"2006-02-15 10:09:17","2"
3619,790,1,"2006-02-15 10:09:17","2"
3636,794,1,"2006-02-15 10:09:17","2"
3643,795,1,"2006-02-15 10:09:17","2"
3646,796,2,"2006-02-15 10:09:17","2"
3647,796,2,"2006-02-15 10:09:17","2"
3650,797,1,"2006-02-15 10:09:17","2"
3653,797,2,"2006-02-15 10:09:17","2"
3654,798,1,"2006-02-15 10:09:17","2"
3663,800,2,"2006-02-15 10:09:17","2"
3667,803,1,"2006-02-15 10:09:17","2"
3670,803,2,"2006-02-15 10:09:17","2"
3671,803,2,"2006-02-15 10:09:17","2"
3674,804,1,"2006-02-15 10:09:17","2"
3676,804,2,"2006-02-15 10:09:17","2"
3695,808,2,"2006-02-15 10:09:17","2"
3703,810,1,"2006-02-15 10:09:17","2"
3705,810,2,"2006-02-15 10:09:17","2"
3710,812,1,"2006-02-15 10:09:17","2"
3714,812,2,"2006-02-15 10:09:17","2"
3715,812,2,"2006-02-15 10:09:17","2"
3717,813,2,"2006-02-15 10:09:17","2"
3720,814,1,"2006-02-15 10:09:17","2"
3721,814,1,"2006-02-15 10:09:17","2"
3723,814,2,"2006-02-15 10:09:17","2"
3729,815,1,"2006-02-15 10:09:17","2"
3732,816,1,"2006-02-15 10:09:17","2"
3735,816,2,"2006-02-15 10:09:17","2"
3736,816,2,"2006-02-15 10:09:17","2"
3746,819,1,"2006-02-15 10:09:17","2"
3747,820,1,"2006-02-15 10:09:17","2"
3750,820,1,"2006-02-15 10:09:17","2"
3751,820,2,"2006-02-15 10:09:17","2"
3752,820,2,"2006-02-15 10:09:17","2"
3753,821,2,"2006-02-15 10:09:17","2"
3763,823,2,"2006-02-15 10:09:17","2"
3765,823,2,"2006-02-15 10:09:17","2"
3766,824,2,"2006-02-15 10:09:17","2"
3768,824,2,"2006-02-15 10:09:17","2"
3769,824,2,"2006-02-15 10:09:17","2"
3777,827,2,"2006-02-15 10:09:17","2"
3778,827,2,"2006-02-15 10:09:17","2"
3781,828,2,"2006-02-15 10:09:17","2"
3782,828,2,"2006-02-15 10:09:17","2"
3787,829,2,"2006-02-15 10:09:17","2"
3788,829,2,"2006-02-15 10:09:17","2"
3789,829,2,"2006-02-15 10:09:17","2"
3799,832,1,"2006-02-15 10:09:17","2"
3801,833,1,"2006-02-15 10:09:17","2"
3807,833,2,"2006-02-15 10:09:17","2"
3808,834,2,"2006-02-15 10:09:17","2"
3811,835,1,"2006-02-15 10:09:17","2"
3818,835,2,"2006-02-15 10:09:17","2"
3820,836,1,"2006-02-15 10:09:17","2"
3821,836,1,"2006-02-15 10:09:17","2"
3822,837,2,"2006-02-15 10:09:17","2"
3831,839,2,"2006-02-15 10:09:17","2"
3835,840,1,"2006-02-15 10:09:17","2"
3839,841,1,"2006-02-15 10:09:17","2"
3840,841,2,"2006-02-15 10:09:17","2"
3846,842,2,"2006-02-15 10:09:17","2"
3847,842,2,"2006-02-15 10:09:17","2"
3849,843,1,"2006-02-15 10:09:17","2"
3850,843,1,"2006-02-15 10:09:17","2"
3862,845,1,"2006-02-15 10:09:17","2"
3863,845,2,"2006-02-15 10:09:17","2"
3864,845,2,"2006-02-15 10:09:17","2"
3867,846,1,"2006-02-15 10:09:17","2"
3868,846,1,"2006-02-15 10:09:17","2"
3869,846,1,"2006-02-15 10:09:17","2"
3872,846,2,"2006-02-15 10:09:17","2"
3873,846,2,"2006-02-15 10:09:17","2"
3880,848,1,"2006-02-15 10:09:17","2"
3887,849,2,"2006-02-15 10:09:17","2"
3896,851,1,"2006-02-15 10:09:17","2"
3902,852,1,"2006-02-15 10:09:17","2"
3907,852,2,"2006-02-15 10:09:17","2"
3918,855,2,"2006-02-15 10:09:17","2"
3921,856,1,"2006-02-15 10:09:17","2"
3923,856,1,"2006-02-15 10:09:17","2"
3925,856,2,"2006-02-15 10:09:17","2"
3932,857,2,"2006-02-15 10:09:17","2"
3934,857,2,"2006-02-15 10:09:17","2"
3935,858,2,"2006-02-15 10:09:17","2"
3939,859,1,"2006-02-15 10:09:17","2"
3941,859,1,"2006-02-15 10:09:17","2"
3943,859,2,"2006-02-15 10:09:17","2"
3947,861,1,"2006-02-15 10:09:17","2"
3950,861,2,"2006-02-15 10:09:17","2"
3953,862,1,"2006-02-15 10:09:17","2"
3955,862,2,"2006-02-15 10:09:17","2"
3960,863,2,"2006-02-15 10:09:17","2"
3965,864,1,"2006-02-15 10:09:17","2"
3966,864,1,"2006-02-15 10:09:17","2"
3977,867,1,"2006-02-15 10:09:17","2"
3978,867,1,"2006-02-15 10:09:17","2"
3982,868,1,"2006-02-15 10:09:17","2"
3992,870,1,"2006-02-15 10:09:17","2"
3993,870,1,"2006-02-15 10:09:17","2"
3994,870,1,"2006-02-15 10:09:17","2"
4002,871,2,"2006-02-15 10:09:17","2"
4003,871,2,"2006-02-15 10:09:17","2"
4013,873,2,"2006-02-15 10:09:17","2"
4016,875,1,"2006-02-15 10:09:17","2"
4027,877,2,"2006-02-15 10:09:17","2"
4031,878,2,"2006-02-15 10:09:17","2"
4035,879,1,"2006-02-15 10:09:17","2"
4040,880,1,"2006-02-15 10:09:17","2"
4041,880,1,"2006-02-15 10:09:17","2"
4047,880,2,"2006-02-15 10:09:17","2"
4048,881,2,"2006-02-15 10:09:17","2"
4051,881,2,"2006-02-15 10:09:17","2"
4053,882,1,"2006-02-15 10:09:17","2"
4058,884,2,"2006-02-15 10:09:17","2"
4059,884,2,"2006-02-15 10:09:17","2"
4060,884,2,"2006-02-15 10:09:17","2"
4063,886,1,"2006-02-15 10:09:17","2"
4065,886,1,"2006-02-15 10:09:17","2"
4070,887,1,"2006-02-15 10:09:17","2"
4071,887,2,"2006-02-15 10:09:17","2"
4072,887,2,"2006-02-15 10:09:17","2"
4074,888,1,"2006-02-15 10:09:17","2"
4076,888,1,"2006-02-15 10:09:17","2"
4077,889,1,"2006-02-15 10:09:17","2"
4094,892,1,"2006-02-15 10:09:17","2"
4097,892,2,"2006-02-15 10:09:17","2"
4102,893,1,"2006-02-15 10:09:17","2"
4105,893,2,"2006-02-15 10:09:17","2"
4110,894,1,"2006-02-15 10:09:17","2"
4111,894,1,"2006-02-15 10:09:17","2"
4118,895,2,"2006-02-15 10:09:17","2"
4119,895,2,"2006-02-15 10:09:17","2"
4123,896,2,"2006-02-15 10:09:17","2"
4127,897,1,"2006-02-15 10:09:17","2"
4129,897,2,"2006-02-15 10:09:17","2"
4130,897,2,"2006-02-15 10:09:17","2"
4139,899,1,"2006-02-15 10:09:17","2"
4141,900,1,"2006-02-15 10:09:17","2"
4145,901,1,"2006-02-15 10:09:17","2"
4157,902,2,"2006-02-15 10:09:17","2"
4159,903,2,"2006-02-15 10:09:17","2"
4161,904,1,"2006-02-15 10:09:17","2"
4162,904,1,"2006-02-15 10:09:17","2"
4173,907,1,"2006-02-15 10:09:17","2"
4180,910,2,"2006-02-15 10:09:17","2"
4187,911,2,"2006-02-15 10:09:17","2"
4189,912,1,"2006-02-15 10:09:17","2"
4190,912,1,"2006-02-15 10:09:17","2"
4194,912,2,"2006-02-15 10:09:17","2"
4195,913,1,"2006-02-15 10:09:17","2"
4196,913,1,"2006-02-15 10:09:17","2"
4197,913,1,"2006-02-15 10:09:17","2"
4200,913,2,"2006-02-15 10:09:17","2"
4205,914,2,"2006-02-15 10:09:17","2"
4207,915,1,"2006-02-15 10:09:17","2"
4208,915,1,"2006-02-15 10:09:17","2"
4215,916,2,"2006-02-15 10:09:17","2"
4217,917,1,"2006-02-15 10:09:17","2"
4219,917,1,"2006-02-15 10:09:17","2"
4221,917,2,"2006-02-15 10:09:17","2"
4222,918,2,"2006-02-15 10:09:17","2"
4223,918,2,"2006-02-15 10:09:17","2"
4227,919,1,"2006-02-15 10:09:17","2"
4235,921,1,"2006-02-15 10:09:17","2"
4239,922,1,"2006-02-15 10:09:17","2"
4240,922,1,"2006-02-15 10:09:17","2"
4244,922,2,"2006-02-15 10:09:17","2"
4245,922,2,"2006-02-15 10:09:17","2"
4247,923,2,"2006-02-15 10:09:17","2"
4248,923,2,"2006-02-15 10:09:17","2"
4249,924,1,"2006-02-15 10:09:17","2"
4253,924,2,"2006-02-15 10:09:17","2"
4255,925,1,"2006-02-15 10:09:17","2"
4256,925,1,"2006-02-15 10:09:17","2"
4269,929,1,"2006-02-15 10:09:17","2"
4273,930,1,"2006-02-15 10:09:17","2"
4274,930,1,"2006-02-15 10:09:17","2"
4280,931,2,"2006-02-15 10:09:17","2"
4284,932,2,"2006-02-15 10:09:17","2"
4288,934,2,"2006-02-15 10:09:17","2"
4294,936,1,"2006-02-15 10:09:17","2"
4295,936,2,"2006-02-15 10:09:17","2"
4298,936,2,"2006-02-15 10:09:17","2"
4300,937,1,"2006-02-15 10:09:17","2"
4301,937,2,"2006-02-15 10:09:17","2"
4310,939,2,"2006-02-15 10:09:17","2"
4311,939,2,"2006-02-15 10:09:17","2"
4312,939,2,"2006-02-15 10:09:17","2"
4313,939,2,"2006-02-15 10:09:17","2"
4315,940,1,"2006-02-15 10:09:17","2"
4321,941,2,"2006-02-15 10:09:17","2"
4325,942,1,"2006-02-15 10:09:17","2"
4328,944,1,"2006-02-15 10:09:17","2"
4335,945,1,"2006-02-15 10:09:17","2"
4340,945,2,"2006-02-15 10:09:17","2"
4345,947,1,"2006-02-15 10:09:17","2"
4347,948,1,"2006-02-15 10:09:17","2"
4349,948,2,"2006-02-15 10:09:17","2"
4351,948,2,"2006-02-15 10:09:17","2"
4353,949,1,"2006-02-15 10:09:17","2"
4354,949,1,"2006-02-15 10:09:17","2"
4367,952,1,"2006-02-15 10:09:17","2"
4370,953,1,"2006-02-15 10:09:17","2"
4373,953,2,"2006-02-15 10:09:17","2"
4374,953,2,"2006-02-15 10:09:17","2"
4379,957,1,"2006-02-15 10:09:17","2"
4381,957,1,"2006-02-15 10:09:17","2"
4382,957,2,"2006-02-15 10:09:17","2"
4383,957,2,"2006-02-15 10:09:17","2"
4400,962,1,"2006-02-15 10:09:17","2"
4404,963,1,"2006-02-15 10:09:17","2"
4408,963,2,"2006-02-15 10:09:17","2"
4409,964,1,"2006-02-15 10:09:17","2"
4410,964,1,"2006-02-15 10:09:17","2"
4414,965,1,"2006-02-15 10:09:17","2"
4421,966,2,"2006-02-15 10:09:17","2"
4426,967,2,"2006-02-15 10:09:17","2"
4430,969,1,"2006-02-15 10:09:17","2"
4454,973,1,"2006-02-15 10:09:17","2"
4459,974,1,"2006-02-15 10:09:17","2"
4461,975,1,"2006-02-15 10:09:17","2"
4465,975,2,"2006-02-15 10:09:17","2"
4475,978,1,"2006-02-15 10:09:17","2"
4480,979,1,"2006-02-15 10:09:17","2"
4488,980,2,"2006-02-15 10:09:17","2"
4489,980,2,"2006-02-15 10:09:17","2"
4492,981,1,"2006-02-15 10:09:17","2"
4497,982,1,"2006-02-15 10:09:17","2"
4501,982,2,"2006-02-15 10:09:17","2"
4505,983,1,"2006-02-15 10:09:17","2"
4512,985,2,"2006-02-15 10:09:17","2"
4513,985,2,"2006-02-15 10:09:17","2"
4518,986,1,"2006-02-15 10:09:17","2"
4519,986,2,"2006-02-15 10:09:17","2"
4525,988,1,"2006-02-15 10:09:17","2"
4526,988,1,"2006-02-15 10:09:17","2"
4538,991,1,"2006-02-15 10:09:17","2"
4541,991,2,"2006-02-15 10:09:17","2"
4545,992,2,"2006-02-15 10:09:17","2"
4547,993,1,"2006-02-15 10:09:17","2"
4551,993,2,"2006-02-15 10:09:17","2"
4553,993,2,"2006-02-15 10:09:17","2"
4565,997,1,"2006-02-15 10:09:17","2"
4571,999,2,"2006-02-15 10:09:17","2"
4580,1000,2,"2006-02-15 10:09:17","2"
1,1,1,"2006-02-15 10:09:17","3"
10,2,2,"2006-02-15 10:09:17","3"
15,3,2,"2006-02-15 10:09:17","3"
16,4,1,"2006-02-15 10:09:17","3"
19,4,1,"2006-02-15 10:09:17","3"
21,4,2,"2006-02-15 10:09:17","3"
22,4,2,"2006-02-15 10:09:17","3"
25,5,2,"2006-02-15 10:09:17","3"
29,6,2,"2006-02-15 10:09:17","3"
34,7,2,"2006-02-15 10:09:17","3"
38,8,2,"2006-02-15 10:09:17","3"
41,9,1,"2006-02-15 10:09:17","3"
42,9,1,"2006-02-15 10:09:17","3"
49,10,1,"2006-02-15 10:09:17","3"
55,11,1,"2006-02-15 10:09:17","3"
56,11,1,"2006-02-15 10:09:17","3"
70,13,2,"2006-02-15 10:09:17","3"
73,15,2,"2006-02-15 10:09:17","3"
75,15,2,"2006-02-15 10:09:17","3"
80,16,2,"2006-02-15 10:09:17","3"
82,17,1,"2006-02-15 10:09:17","3"
89,18,1,"2006-02-15 10:09:17","3"
92,18,2,"2006-02-15 10:09:17","3"
104,21,2,"2006-02-15 10:09:17","3"
106,21,2,"2006-02-15 10:09:17","3"
113,22,2,"2006-02-15 10:09:17","3"
116,23,1,"2006-02-15 10:09:17","3"
124,25,1,"2006-02-15 10:09:17","3"
128,25,2,"2006-02-15 10:09:17","3"
134,26,2,"2006-02-15 10:09:17","3"
136,27,1,"2006-02-15 10:09:17","3"
148,31,1,"2006-02-15 10:09:17","3"
149,31,1,"2006-02-15 10:09:17","3"
152,31,2,"2006-02-15 10:09:17","3"
153,31,2,"2006-02-15 10:09:17","3"
162,35,1,"2006-02-15 10:09:17","3"
166,35,2,"2006-02-15 10:09:17","3"
170,37,1,"2006-02-15 10:09:17","3"
174,39,1,"2006-02-15 10:09:17","3"
179,39,2,"2006-02-15 10:09:17","3"
191,43,1,"2006-02-15 10:09:17","3"
195,43,2,"2006-02-15 10:09:17","3"
196,44,1,"2006-02-15 10:09:17","3"
198,44,2,"2006-02-15 10:09:17","3"
