"film_id","title","rating","rental_rate","replacement_cost","inventory_count","rental_count","profit","category_name"
173,"Confessions Maguire","PG-13","4.99","25.99","5","14","-60.09","Drama"
225,"Destination Jerk","PG-13","0.99","19.99","3","8","-52.05","Drama"
403,"Harry Idaho","PG-13","4.99","18.99","8","30","-2.22","Drama"
418,"Hobbit Alien","PG-13","0.99","27.99","8","31","-193.23","Drama"
439,"Hunchback Impossible","PG-13","4.99","28.99","6","20","-74.14","Drama"
473,"Jacket Frisco","PG-13","2.99","16.99","5","18","-31.13","Drama"
504,"Kwai Homeward","PG-13","0.99","25.99","6","23","-133.17","Drama"
514,"Lebowski Soldiers","PG-13","2.99","17.99","6","21","-45.15","Drama"
630,"Notting Speakeasy","PG-13","0.99","19.99","3","10","-50.07","Drama"
666,"Paycheck Wait","PG-13","4.99","27.99","5","16","-60.11","Drama"
739,"Rocky War","PG-13","4.99","17.99","5","16","-10.11","Drama"
766,"Savannah Town","PG-13","0.99","25.99","3","12","-66.09","Drama"
775,"Seattle Expecations","PG-13","4.99","18.99","5","24","24.81","Drama"
790,"Shootist Superfly","PG-13","0.99","22.99","7","24","-137.17","Drama"
882,"Tenenbaums Command","PG-13","0.99","24.99","4","13","-87.09","Drama"
907,"Translation Summer","PG-13","0.99","10.99","4","15","-29.11","Drama"
942,"Vietnam Smoochy","PG-13","0.99","27.99","4","15","-97.11","Drama"
944,"Virgin Daisy","PG-13","4.99","29.99","5","17","-65.12","Drama"
368,"Gone Trouble","R","2.99","20.99","2","10","-12.08","Drama"
379,"Greedy Roots","R","0.99","14.99","4","14","-46.10","Drama"
643,"Orient Closer","R","2.99","22.99","6","17","-87.11","Drama"
728,"Reunion Witches","R","0.99","26.99","5","20","-115.15","Drama"
803,"Slacker Liaisons","R","4.99","29.99","6","17","-95.11","Drama"
923,"Unfaithful Kill","R","2.99","12.99","3","8","-15.05","Drama"
172,"Coneheads Smoochy","NC-17","4.99","12.99","7","25","33.82","Drama"
186,"Craft Outfield","NC-17","0.99","17.99","4","16","-56.12","Drama"
209,"Darkness War","NC-17","2.99","24.99","4","13","-61.09","Drama"
218,"Deceiver Betrayed","NC-17","0.99","22.99","7","21","-140.14","Drama"
272,"Edge Kissing","NC-17","4.99","9.99","4","15","34.89","Drama"
282,"Encounters Curtain","NC-17","0.99","20.99","6","19","-107.13","Drama"
401,"Harold French","NC-17","0.99","10.99","2","8","-14.06","Drama"
521,"Lies Treatment","NC-17","4.99","28.99","7","27","-68.20","Drama"
539,"Luck Opus","NC-17","2.99","21.99","2","10","-14.08","Drama"
683,"Pity Bound","NC-17","4.99","19.99","8","26","-30.18","Drama"
709,"Racer Egg","NC-17","2.99","19.99","6","18","-66.12","Drama"
771,"Scorpion Apollo","NC-17","4.99","23.99","7","23","-53.16","Drama"
818,"Something Duck","NC-17","4.99","17.99","5","19","4.86","Drama"
827,"Spice Sorority","NC-17","4.99","22.99","6","20","-38.14","Drama"
979,"Witches Panic","NC-17","4.99","10.99","7","30","72.77","Drama"
5,"African Egg","G","2.99","22.99","3","12","-33.09","Family"
43,"Atlantis Cause","G","2.99","15.99","7","24","-40.17","Family"
50,"Baked Cleopatra","G","2.99","20.99","5","16","-57.11","Family"
80,"Blanket Beverly","G","2.99","21.99","4","12","-52.08","Family"
82,"Blood Argonauts","G","0.99","13.99","2","10","-18.08","Family"
83,"Blues Instinct","G","2.99","18.99","5","21","-32.16","Family"
145,"Chisum Behavior","G","4.99","25.99","3","13","-13.10","Family"
377,"Grease Youth","G","0.99","20.99","6","21","-105.15","Family"
778,"Secrets Paradise","G","4.99","24.99","6","20","-50.14","Family"
63,"Bedazzled Married","PG","0.99","21.99","4","13","-75.09","Family"
139,"Chasing Fight","PG","4.99","21.99","6","20","-32.14","Family"
273,"Effect Gladiator","PG","0.99","14.99","7","25","-80.18","Family"
345,"Gables Metropolis","PG","0.99","17.99","5","19","-71.14","Family"
479,"Jedi Beneath","PG","0.99","12.99","5","19","-46.14","Family"
557,"Manchurian Curtain","PG","2.99","27.99","5","15","-95.10","Family"
603,"Movie Shakespeare","PG","4.99","27.99","6","27","-33.21","Family"
639,"Opposite Necklace","PG","4.99","9.99","3","13","34.90","Family"
679,"Pilot Hoosiers","PG","2.99","17.99","4","16","-24.12","Family"
695,"President Bang","PG","4.99","12.99","2","7","8.95","Family"
715,"Range Moonwalker","PG","4.99","25.99","7","27","-47.20","Family"
727,"Resurrection Silverado","PG","0.99","12.99","5","21","-44.16","Family"
753,"Rush Goodfellas","PG","0.99","20.99","8","31","-137.23","Family"
780,"Sensibility Rear","PG","4.99","15.99","3","10","1.93","Family"
810,"Slums Duck","PG","0.99","21.99","7","24","-130.17","Family"
832,"Splash Gump","PG","0.99","16.99","4","14","-54.10","Family"
867,"Super Wyoming","PG","4.99","10.99","4","13","20.91","Family"
71,"Bilko Anonymous","PG-13","4.99","25.99","4","13","-39.09","Family"
94,"Braveheart Human","PG-13","2.99","14.99","2","5","-15.03","Family"
175,"Confused Candles","PG-13","2.99","27.99","5","17","-89.12","Family"
348,"Gandhi Kwai","PG-13","0.99","9.99","4","17","-23.13","Family"
391,"Half Outfield","PG-13","2.99","25.99","7","26","-104.19","Family"
428,"Homicide Peach","PG-13","2.99","21.99","6","22","-66.16","Family"
534,"Louisiana Harry","PG-13","0.99","18.99","5","17","-78.12","Family"
617,"Natural Stock","PG-13","0.99","24.99","3","13","-62.10","Family"
621,"Network Peak","PG-13","2.99","23.99","8","31","-99.23","Family"
682,"Pittsburgh Hunchback","PG-13","4.99","17.99","3","12","5.91","Family"
829,"Spinal Rocky","PG-13","2.99","12.99","5","13","-26.08","Family"
183,"Conversation Downhill","R","4.99","14.99","6","17","-5.11","Family"
213,"Date Speed","R","0.99","19.99","4","13","-67.09","Family"
231,"Dinosaur Secretary","R","2.99","27.99","8","20","-164.12","Family"
269,"Earring Instinct","R","0.99","22.99","6","19","-119.13","Family"
309,"Feud Frogmen","R","0.99","29.99","6","25","-155.19","Family"
315,"Finding Anaconda","R","0.99","10.99","3","12","-21.09","Family"
437,"House Dynamite","R","2.99","13.99","6","23","-15.17","Family"
498,"Killer Innocent","R","2.99","11.99","2","6","-6.04","Family"
610,"Music Boondock","R","0.99","17.99","5","19","-71.14","Family"
700,"Prix Undefeated","R","2.99","13.99","3","11","-9.08","Family"
710,"Rage Games","R","4.99","18.99","6","19","-19.13","Family"
724,"Remember Diary","R","2.99","15.99","6","18","-42.12","Family"
736,"Robbery Bright","R","0.99","21.99","4","13","-75.09","Family"
795,"Siege Madre","R","0.99","23.99","4","15","-81.11","Family"
822,"Soup Wisdom","R","0.99","12.99","2","8","-18.06","Family"
975,"Willow Tracy","R","2.99","22.99","5","16","-67.11","Family"
31,"Apache Divine","NC-17","4.99","16.99","8","31","18.77","Family"
53,"Bang Kwai","NC-17","2.99","25.99","2","7","-31.05","Family"
147,"Chocolat Harry","NC-17","0.99","16.99","6","20","-82.14","Family"
262,"Dumbo Lust","NC-17","0.99","17.99","2","6","-30.04","Family"
442,"Hunting Musketeers","NC-17","2.99","24.99","3","15","-30.12","Family"
458,"Indian Love","NC-17","0.99","26.99","6","16","-146.10","Family"
476,"Jason Trap","NC-17","2.99","9.99","7","24","1.83","Family"
499,"King Evolution","NC-17","4.99","24.99","2","9","-5.07","Family"
528,"Lolita World","NC-17","2.99","25.99","3","10","-48.07","Family"
550,"Maguire Apache","NC-17","2.99","22.99","3","9","-42.06","Family"
634,"Odds Boogie","NC-17","0.99","14.99","4","15","-45.11","Family"
824,"Spartacus Cheaper","NC-17","4.99","19.99","4","9","-35.05","Family"
866,"Sunset Racer","NC-17","0.99","28.99","2","8","-50.06","Family"
946,"Virtual Spoilers","NC-17","4.99","14.99","4","14","9.90","Family"
11,"Alamo Videotape","G","0.99","16.99","7","24","-95.17","Foreign"
52,"Ballroom Mockingbird","G","0.99","29.99","2","8","-52.06","Foreign"
104,"Bugsy Song","G","2.99","17.99","3","11","-21.08","Foreign"
376,"Grapes Fury","G","0.99","20.99","7","22","-125.15","Foreign"
399,"Happiness United","G","2.99","23.99","2","6","-30.04","Foreign"
431,"Hoosiers Birdcage","G","2.99","12.99","3","8","-15.05","Foreign"
440,"Hunger Roof","G","0.99","21.99","4","13","-75.09","Foreign"
467,"Intrigue Worst","G","0.99","10.99","7","20","-57.13","Foreign"
567,"Meet Chocolate","G","2.99","26.99","4","12","-72.08","Foreign"
770,"Scissorhands Slums","G","2.99","13.99","3","15","2.88","Foreign"
908,"Trap Guys","G","4.99","11.99","4","16","31.88","Foreign"
957,"War Notting","G","4.99","26.99","5","12","-75.07","Foreign"
6,"Agent Truman","PG","2.99","17.99","6","21","-45.15","Foreign"
185,"Cowboy Doom","PG","2.99","10.99","2","7","-1.05","Foreign"
201,"Cyclone Family","PG","2.99","18.99","4","15","-31.11","Foreign"
207,"Dangerous Uptown","PG","4.99","26.99","4","12","-48.08","Foreign"
290,"Everyone Craft","PG","0.99","29.99","3","13","-77.10","Foreign"
311,"Fiction Christmas","PG","0.99","14.99","7","19","-86.12","Foreign"
380,"Greek Everyone","PG","2.99","11.99","5","17","-9.12","Foreign"
414,"Hellfighters Sierra","PG","2.99","23.99","6","20","-84.14","Foreign"
595,"Moon Bunch","PG","0.99","20.99","8","29","-139.21","Foreign"
605,"Mulholland Beast","PG","2.99","13.99","2","7","-7.05","Foreign"
623,"Newton Labyrinth","PG","0.99","9.99","5","17","-33.12","Foreign"
674,"Pet Haunting","PG","0.99","11.99","3","8","-28.05","Foreign"
689,"Pollock Deliverance","PG","2.99","14.99","6","18","-36.12","Foreign"
170,"Command Darling","PG-13","4.99","28.99","6","16","-94.10","Foreign"
421,"Holiday Games","PG-13","4.99","10.99","4","15","30.89","Foreign"
435,"Hotel Happiness","PG-13","4.99","28.99","2","9","-13.07","Foreign"
460,"Innocent Usual","PG-13","4.99","26.99","8","26","-86.18","Foreign"
500,"Kiss Glory","PG-13","4.99","11.99","8","22","13.86","Foreign"
533,"Lost Bird","PG-13","2.99","21.99","3","12","-30.09","Foreign"
545,"Madness Attacks","PG-13","0.99","14.99","6","25","-65.19","Foreign"
565,"Matrix Snowman","PG-13","4.99","9.99","2","9","24.93","Foreign"
584,"Mixed Doors","PG-13","2.99","26.99","2","4","-42.02","Foreign"
641,"Orange Grapes","PG-13","0.99","21.99","7","24","-130.17","Foreign"
661,"Past Suicides","PG-13","4.99","17.99","4","13","-7.09","Foreign"
726,"Reservoir Adaptation","PG-13","2.99","29.99","3","10","-60.07","Foreign"
738,"Rocketeer Mother","PG-13","0.99","27.99","8","33","-191.25","Foreign"
769,"School Jacket","PG-13","4.99","21.99","2","6","-14.04","Foreign"
789,"Shock Cabin","PG-13","2.99","15.99","8","30","-38.22","Foreign"
792,"Shrek License","PG-13","2.99","15.99","3","15","-3.12","Foreign"
929,"Usual Untouchables","PG-13","4.99","21.99","4","13","-23.09","Foreign"
947,"Vision Torque","PG-13","0.99","16.99","2","7","-27.05","Foreign"
971,"Whale Bikini","PG-13","4.99","11.99","4","18","41.86","Foreign"
100,"Brooklyn Desert","R","4.99","21.99","6","21","-27.15","Foreign"
246,"Doubtfire Labyrinth","R","4.99","16.99","3","10","-1.07","Foreign"
337,"Frida Slipper","R","2.99","11.99","4","11","-15.07","Foreign"
416,"Highball Potter","R","0.99","10.99","6","21","-45.15","Foreign"
452,"Illusion Amelie","R","0.99","15.99","4","15","-49.11","Foreign"
486,"Jet Neighbors","R","4.99","14.99","6","20","9.86","Foreign"
493,"Kane Exorcist","R","0.99","18.99","3","14","-43.11","Foreign"
531,"Lose Inch","R","0.99","18.99","8","27","-125.19","Foreign"
566,"Maude Mod","R","0.99","20.99","2","8","-34.06","Foreign"
640,"Opus Ice","R","4.99","21.99","3","11","-11.08","Foreign"
705,"Purple Movie","R","2.99","9.99","4","13","-1.09","Foreign"
900,"Town Ark","R","2.99","17.99","4","14","-30.10","Foreign"
961,"Wash Heavenly","R","4.99","22.99","5","23","-0.18","Foreign"
15,"Alien Center","NC-17","2.99","10.99","6","22","-0.16","Foreign"
16,"Alley Evolution","NC-17","2.99","23.99","4","14","-54.10","Foreign"
47,"Baby Hall","NC-17","4.99","23.99","2","8","-8.06","Foreign"
112,"Calendar Gunfight","NC-17","4.99","22.99","7","21","-56.14","Foreign"
353,"Gentlemen Stage","NC-17","2.99","22.99","6","23","-69.17","Foreign"
455,"Impossible Prejudice","NC-17","4.99","11.99","4","14","21.90","Foreign"
459,"Informer Double","NC-17","4.99","23.99","2","5","-23.03","Foreign"
821,"Sorority Queen","NC-17","0.99","17.99","4","12","-60.08","Foreign"
845,"Stepmom Dream","NC-17","4.99","9.99","7","20","29.87","Foreign"
984,"Wonderful Drop","NC-17","2.99","20.99","2","9","-15.07","Foreign"
46,"Autumn Crow","G","4.99","13.99","3","11","12.92","Games"
106,"Bulworth Commandments","G","2.99","14.99","2","7","-9.05","Games"
264,"Dwarfs Alter","G","2.99","13.99","2","9","-1.07","Games"
281,"Encino Elf","G","0.99","9.99","6","19","-41.13","Games"
302,"Fantasia Park","G","2.99","29.99","6","19","-123.13","Games"
387,"Gun Bonnie","G","0.99","27.99","6","25","-143.19","Games"
597,"Moonwalker Fool","G","4.99","12.99","4","13","12.91","Games"
654,"Panky Submarine","G","4.99","19.99","4","15","-5.11","Games"
762,"Sassy Packer","G","0.99","29.99","4","13","-107.09","Games"
919,"Tycoon Gathering","G","4.99","17.99","4","12","-12.08","Games"
215,"Dawn Pond","PG","4.99","27.99","6","18","-78.12","Games"
382,"Grit Clockwork","PG","0.99","21.99","8","32","-144.24","Games"
591,"Monsoon Cause","PG","4.99","20.99","3","9","-18.06","Games"
624,"Nightmare Chill","PG","4.99","25.99","7","25","-57.18","Games"
699,"Private Drop","PG","4.99","26.99","2","5","-29.03","Games"
141,"Chicago North","PG-13","4.99","11.99","5","16","19.89","Games"
200,"Curtain Videotape","PG-13","0.99","27.99","8","27","-197.19","Games"
211,"Darling Breaking","PG-13","4.99","20.99","2","9","2.93","Games"
306,"Feathers Metal","PG-13","0.99","12.99","3","11","-28.08","Games"
352,"Gathering Calendar","PG-13","0.99","22.99","4","11","-81.07","Games"
362,"Glory Tracy","PG-13","2.99","13.99","2","5","-13.03","Games"
508,"Lambs Cincinatti","PG-13","4.99","18.99","3","10","-7.07","Games"
546,"Madre Gables","PG-13","2.99","27.99","4","14","-70.10","Games"
556,"Maltese Hope","PG-13","4.99","26.99","7","22","-79.15","Games"
596,"Moonshine Cabin","PG-13","4.99","25.99","6","21","-51.15","Games"
614,"Name Detective","PG-13","4.99","11.99","6","23","42.83","Games"
835,"Spy Mile","PG-13","2.99","13.99","8","27","-31.19","Games"
956,"Wanda Chamber","PG-13","4.99","23.99","4","16","-16.12","Games"
227,"Details Packer","R","4.99","17.99","5","19","4.86","Games"
236,"Divine Resurrection","R","2.99","19.99","4","15","-35.11","Games"
310,"Fever Empire","R","4.99","20.99","2","5","-17.03","Games"
316,"Fire Wolves","R","4.99","18.99","2","7","-3.05","Games"
381,"Grinch Massage","R","4.99","25.99","5","14","-60.09","Games"
406,"Haunting Pianist","R","0.99","22.99","6","22","-116.16","Games"
408,"Head Stranger","R","4.99","28.99","7","22","-93.15","Games"
447,"Ice Crossing","R","2.99","28.99","7","24","-131.17","Games"
563,"Massacre Usual","R","4.99","16.99","7","30","30.77","Games"
747,"Roxanne Rebel","R","0.99","9.99","5","19","-31.14","Games"
781,"Seven Swarm","R","4.99","15.99","2","5","-7.03","Games"
840,"Stampede Disturbing","R","0.99","26.99","4","14","-94.10","Games"
861,"Suit Walls","R","4.99","12.99","6","21","26.85","Games"
976,"Wind Phantom","R","0.99","12.99","6","23","-55.17","Games"
117,"Candles Grapes","NC-17","4.99","15.99","6","23","18.83","Games"
189,"Creatures Shakespeare","NC-17","0.99","23.99","6","16","-128.10","Games"
232,"Dirty Ace","NC-17","2.99","29.99","5","15","-105.10","Games"
331,"Forward Temple","NC-17","2.99","25.99","8","32","-112.24","Games"
438,"Human Graffiti","NC-17","2.99","22.99","5","15","-70.10","Games"
483,"Jericho Mulan","NC-17","2.99","29.99","5","17","-99.12","Games"
507,"Ladybugs Armageddon","NC-17","0.99","13.99","2","6","-22.04","Games"
560,"Mars Roman","NC-17","0.99","21.99","5","19","-91.14","Games"
646,"Outbreak Divine","NC-17","0.99","12.99","5","23","-42.18","Games"
684,"Pizza Jumanji","NC-17","2.99","11.99","2","7","-3.05","Games"
746,"Rouge Squad","NC-17","0.99","10.99","5","18","-37.13","Games"
807,"Sleuth Orient","NC-17","0.99","25.99","5","21","-109.16","Games"
842,"State Wasteland","NC-17","2.99","13.99","4","13","-17.09","Games"
934,"Vanilla Day","NC-17","4.99","20.99","3","9","-18.06","Games"
941,"Videotape Arsenic","NC-17","4.99","10.99","7","29","67.78","Games"
949,"Volcano Texas","NC-17","0.99","27.99","6","22","-146.16","Games"
2,"Ace Goldfinger","G","4.99","12.99","3","7","-4.04","Horror"
4,"Affair Prejudice","G","2.99","26.99","7","23","-120.16","Horror"
313,"Fidelity Devil","G","4.99","11.99","6","21","32.85","Horror"
475,"Japanese Run","G","0.99","29.99","2","6","-54.04","Horror"
593,"Monterey Labyrinth","G","0.99","13.99","4","13","-43.09","Horror"
653,"Panic Club","G","4.99","15.99","2","7","2.95","Horror"
702,"Pulp Beverly","G","2.99","12.99","8","30","-14.22","Horror"
737,"Rock Instinct","G","0.99","28.99","6","17","-157.11","Horror"
965,"Watership Frontier","G","0.99","28.99","2","6","-52.04","Horror"
13,"Ali Forever","PG","4.99","21.99","4","9","-43.05","Horror"
65,"Behavior Runaway","PG","4.99","20.99","4","13","-19.09","Horror"
122,"Carrie Bunch","PG","0.99","11.99","7","23","-61.16","Horror"
258,"Drums Dynamite","PG","0.99","11.99","4","13","-35.09","Horror"
275,"Egypt Tenenbaums","PG","0.99","11.99","5","17","-43.12","Horror"
351,"Gaslight Crusade","PG","2.99","10.99","6","16","-18.10","Horror"
506,"Lady Stage","PG","4.99","14.99","6","17","-5.11","Horror"
527,"Lola Agent","PG","4.99","24.99","6","24","-30.18","Horror"
600,"Motions Details","PG","0.99","16.99","4","16","-52.12","Horror"
665,"Patton Interview","PG","2.99","22.99","7","23","-92.16","Horror"
881,"Temple Attraction","PG","4.99","13.99","4","12","3.92","Horror"
9,"Alabama Devil","PG-13","2.99","21.99","5","12","-74.07","Horror"
35,"Arachnophobia Rollercoaster","PG-13","2.99","24.99","7","24","-103.17","Horror"
277,"Elephant Trojan","PG-13","4.99","24.99","3","14","-5.11","Horror"
494,"Karate Moon","PG-13","0.99","21.99","6","23","-109.17","Horror"
658,"Paris Weekend","PG-13","2.99","19.99","4","14","-38.10","Horror"
716,"Reap Unfaithful","PG-13","2.99","26.99","5","16","-87.11","Horror"
740,"Rollercoaster Bringing","PG-13","2.99","13.99","3","10","-12.07","Horror"
800,"Sinners Atlantis","PG-13","2.99","19.99","6","22","-54.16","Horror"
804,"Sleeping Suspects","PG-13","4.99","13.99","7","24","21.83","Horror"
870,"Swarm Gold","PG-13","0.99","12.99","8","27","-77.19","Horror"
876,"Tarzan Videotape","PG-13","2.99","11.99","2","8","-0.06","Horror"
922,"Undefeated Dalmations","PG-13","4.99","22.99","7","21","-56.14","Horror"
990,"World Leathernecks","PG-13","0.99","13.99","2","8","-20.06","Horror"
8,"Airport Pollock","R","4.99","15.99","4","18","25.86","Horror"
24,"Analyze Hoosiers","R","2.99","19.99","4","14","-38.10","Horror"
30,"Anything Savannah","R","2.99","27.99","2","9","-29.07","Horror"
222,"Desert Poseidon","R","4.99","27.99","6","19","-73.13","Horror"
301,"Family Sweet","R","0.99","24.99","8","29","-171.21","Horror"
415,"High Encino","R","2.99","23.99","6","22","-78.16","Horror"
535,"Love Suicides","R","0.99","21.99","4","20","-68.16","Horror"
749,"Rules Human","R","4.99","19.99","4","16","-0.12","Horror"
830,"Spirit Flintstones","R","0.99","23.99","4","15","-81.11","Horror"
854,"Strangers Graffiti","R","4.99","22.99","4","17","-7.13","Horror"
856,"Streetcar Intentions","R","4.99","11.99","8","25","28.83","Horror"
904,"Train Bunch","R","4.99","26.99","2","4","-34.02","Horror"
995,"Yentl Idaho","R","4.99","11.99","6","23","42.83","Horror"
34,"Arabia Dogma","NC-17","0.99","29.99","4","13","-107.09","Horror"
92,"Bowfinger Gables","NC-17","4.99","19.99","4","11","-25.07","Horror"
334,"Freddy Storm","NC-17","4.99","21.99","6","23","-17.17","Horror"
722,"Reef Salute","NC-17","0.99","26.99","4","11","-97.07","Horror"
799,"Simon North","NC-17","0.99","26.99","2","6","-48.04","Horror"
885,"Texas Watch","NC-17","0.99","22.99","2","6","-40.04","Horror"
998,"Zhivago Core","NC-17","0.99","10.99","2","9","-13.07","Horror"
581,"Minority Kiss","G","0.99","16.99","3","12","-39.09","Music"
718,"Rebel Airport","G","0.99","24.99","2","8","-42.06","Music"
12,"Alaska Phantom","PG","0.99","22.99","7","26","-135.19","Music"
74,"Birch Antitrust","PG","4.99","18.99","5","11","-40.06","Music"
477,"Jawbreaker Brooklyn","PG","0.99","15.99","3","10","-38.07","Music"
516,"Legend Jedi","PG","0.99","18.99","3","9","-48.06","Music"
592,"Monster Spartacus","PG","2.99","28.99","4","15","-71.11","Music"
636,"Oleander Clue","PG","0.99","12.99","3","10","-29.07","Music"
879,"Telegraph Voyage","PG","4.99","20.99","7","27","-12.20","Music"
980,"Wizard Coldblooded","PG","4.99","12.99","5","16","14.89","Music"
983,"Won Dares","PG","2.99","18.99","3","9","-30.06","Music"
987,"Words Hunter","PG","2.99","13.99","4","16","-8.12","Music"
454,"Impact Aladdin","PG-13","0.99","20.99","2","9","-33.07","Music"
540,"Lucky Flying","PG-13","2.99","10.99","3","13","5.90","Music"
562,"Masked Bubble","PG-13","0.99","12.99","6","20","-58.14","Music"
673,"Personal Ladybugs","PG-13","0.99","19.99","4","14","-66.10","Music"
721,"Reds Pocus","PG-13","4.99","23.99","2","9","-3.07","Music"
819,"Song Hedwig","PG-13","0.99","29.99","3","11","-79.08","Music"
877,"Taxi Kick","PG-13","0.99","23.99","5","17","-103.12","Music"
921,"Uncut Suicides","PG-13","2.99","29.99","4","14","-78.10","Music"
17,"Alone Trip","R","0.99","14.99","6","18","-72.12","Music"
20,"Amelie Hellfighters","R","4.99","23.99","3","10","-22.07","Music"
54,"Banger Pinocchio","R","0.99","15.99","5","22","-58.17","Music"
86,"Boogie Amelie","R","4.99","11.99","8","29","48.79","Music"
158,"Clones Pinocchio","R","2.99","16.99","5","19","-28.14","Music"
333,"Freaky Pocus","R","2.99","16.99","4","17","-17.13","Music"
363,"Go Purple","R","0.99","12.99","6","20","-58.14","Music"
384,"Grosse Wonderful","R","4.99","19.99","3","8","-20.05","Music"
426,"Home Pity","R","4.99","15.99","3","14","21.89","Music"
797,"Silence Kane","R","0.99","23.99","5","16","-104.11","Music"
884,"Terminator Club","R","4.99","11.99","3","6","-6.03","Music"
51,"Balloon Homeward","NC-17","2.99","10.99","6","23","2.83","Music"
76,"Birdcage Casper","NC-17","0.99","23.99","3","9","-63.06","Music"
133,"Chamber Italian","NC-17","4.99","14.99","4","13","4.91","Music"
161,"Clue Grail","NC-17","4.99","27.99","2","7","-21.05","Music"
174,"Confidential Interview","NC-17","4.99","13.99","8","29","32.79","Music"
220,"Deer Virginian","NC-17","2.99","13.99","8","29","-25.21","Music"
244,"Dorado Notting","NC-17","4.99","26.99","7","27","-54.20","Music"
255,"Driving Polish","NC-17","4.99","21.99","6","21","-27.15","Music"
278,"Elf Murder","NC-17","4.99","19.99","2","7","-5.05","Music"
284,"Enemy Odds","NC-17","4.99","23.99","7","29","-23.22","Music"
378,"Greatest North","NC-17","2.99","24.99","8","29","-113.21","Music"
398,"Hanover Galaxy","NC-17","4.99","21.99","4","17","-3.13","Music"
411,"Heavenly Gun","NC-17","4.99","13.99","2","7","6.95","Music"
462,"Insider Arizona","NC-17","2.99","17.99","5","20","-30.15","Music"
647,"Outfield Massacre","NC-17","0.99","18.99","6","20","-94.14","Music"
741,"Roman Punk","NC-17","0.99","28.99","6","24","-150.18","Music"
752,"Runner Madigan","NC-17","0.99","27.99","3","8","-76.05","Music"
767,"Scalawag Duck","NC-17","4.99","13.99","8","32","47.76","Music"
936,"Vanishing Rocky","NC-17","2.99","21.99","6","18","-78.12","Music"
997,"Youth Kick","NC-17","0.99","14.99","2","6","-24.04","Music"
22,"Amistad Midsummer","G","2.99","10.99","7","21","-14.14","New"
25,"Angels Life","G","2.99","15.99","6","22","-30.16","New"
77,"Birds Perdition","G","4.99","15.99","6","18","-6.12","New"
95,"Breakfast Goldfinger","G","4.99","18.99","5","17","-10.12","New"
109,"Butterfly Chocolat","G","0.99","17.99","8","30","-114.22","New"
216,"Day Unfaithful","G","4.99","16.99","5","14","-15.09","New"
226,"Destiny Saturday","G","4.99","20.99","5","16","-25.11","New"
289,"Eve Resurrection","G","4.99","25.99","2","7","-17.05","New"
490,"Jumanji Blade","G","2.99","13.99","2","8","-4.06","New"
760,"Samurai Lion","G","2.99","21.99","7","25","-79.18","New"
920,"Unbreakable Karate","G","0.99","16.99","5","21","-64.16","New"
93,"Brannigan Sunrise","PG","4.99","27.99","3","12","-24.09","New"
305,"Fatal Haunted","PG","2.99","24.99","7","28","-91.21","New"
481,"Jekyll Frogmen","PG","2.99","22.99","6","17","-87.11","New"
551,"Maiden Home","PG","4.99","9.99","6","24","59.82","New"
590,"Money Harold","PG","2.99","17.99","7","20","-66.13","New"
635,"Oklahoma Jumanji","PG","0.99","15.99","2","6","-26.04","New"
806,"Sleepy Japanese","PG","2.99","25.99","5","21","-67.16","New"
847,"Stock Glass","PG","2.99","10.99","4","14","-2.10","New"
45,"Attraction Newton","PG-13","4.99","14.99","6","24","29.82","New"
96,"Breaking Home","PG-13","2.99","21.99","3","13","-27.10","New"
155,"Cleopatra Devil","PG-13","0.99","26.99","5","18","-117.13","New"
163,"Clyde Theory","PG-13","0.99","29.99","3","8","-82.05","New"
320,"Flamingos Connecticut","PG-13","4.99","28.99","7","23","-88.16","New"
340,"Frontier Cabin","PG-13","4.99","14.99","2","6","-0.04","New"
448,"Idaho Love","PG-13","2.99","25.99","5","17","-79.12","New"
538,"Loverboy Attacks","PG-13","0.99","19.99","3","12","-48.09","New"
558,"Mannequin Worst","PG-13","2.99","18.99","2","5","-23.03","New"
580,"Mine Titans","PG-13","4.99","12.99","6","19","16.87","New"
685,"Platoon Instinct","PG-13","4.99","10.99","2","9","22.93","New"
730,"Ridgemont Submarine","PG-13","0.99","28.99","8","32","-200.24","New"
948,"Voice Peach","PG-13","0.99","22.99","6","19","-119.13","New"
994,"Wyoming Storm","PG-13","4.99","29.99","3","13","-25.10","New"
32,"Apocalypse Flamingos","R","4.99","11.99","2","6","5.96","New"
90,"Boulevard Mob","R","0.99","11.99","6","18","-54.12","New"
465,"Interview Liaisons","R","4.99","17.99","5","20","9.85","New"
686,"Pluto Oleander","R","4.99","9.99","4","16","39.88","New"
750,"Run Pacific","R","0.99","25.99","3","10","-68.07","New"
759,"Salute Apollo","R","2.99","29.99","6","23","-111.17","New"
913,"Troopers Metal","R","0.99","20.99","6","14","-112.08","New"
935,"Vanished Garden","R","0.99","17.99","2","7","-29.05","New"
974,"Wild Apollo","R","0.99","24.99","2","6","-44.04","New"
136,"Chaplin License","NC-17","2.99","26.99","3","8","-57.05","New"
251,"Dragonfly Strangers","NC-17","4.99","19.99","5","18","-10.13","New"
267,"Eagles Panky","NC-17","4.99","14.99","6","22","19.84","New"
270,"Earth Vision","NC-17","0.99","29.99","7","23","-187.16","New"
283,"Ending Crowds","NC-17","0.99","10.99","3","11","-22.08","New"
321,"Flash Wars","NC-17","4.99","21.99","4","13","-23.09","New"
