"title","rating","x","sqrt","sigma","z"
"Searchers Wait","NC-17","22.99","5.9275080323794504",2,"0.48121081182844642073"
"Spice Sorority","NC-17","22.99","5.9275080323794504",2,"0.48121081182844642073"
"Texas Watch","NC-17","22.99","5.9275080323794504",2,"0.48121081182844642073"
"Army Flintstones","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Badman Dawn","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Beast Hunchback","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Chance Resurrection","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Earring Instinct","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Fish Opus","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Flight Lies","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Haunting Pianist","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Orient Closer","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Strangers Graffiti","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Virginian Pluto","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Wash Heavenly","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Willow Tracy","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"Working Microcosmos","R","22.99","5.7857791155298621",2,"0.47685442252174397333"
"African Egg","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Borrowers Bedazzled","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Caper Motions","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Casablanca Super","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Malkovich Pet","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Married Go","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Mosquito Armageddon","G","22.99","6.3894066317950023",2,"0.44842482321725689118"
"Bingo Talented","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Gathering Calendar","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Microcosmos Paradise","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Minds Truman","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Shootist Superfly","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Speakeasy Date","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Undefeated Dalmations","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Voice Peach","PG-13","22.99","6.3181867336379082",2,"0.40952318367116906215"
"Academy Dinosaur","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Amadeus Holy","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Behavior Runaway","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Coast Rainbow","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Egg Igby","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Gladiator Westward","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Modern Dorado","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Monsoon Cause","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Moon Bunch","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Pirates Roxanne","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Rush Goodfellas","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Shanghai Tycoon","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Shawshank Bubble","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Sugar Wonka","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Telegraph Voyage","PG","20.99","5.6704217342519380",2,"0.35816169065235736838"
"Bull Shawshank","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Christmas Moonshine","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Driving Polish","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Flash Wars","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Freddy Storm","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Hanover Galaxy","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Independence Hotel","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Jade Bunch","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Luck Opus","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Luke Mummy","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Mars Roman","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Sundance Invasion","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Vanishing Rocky","NC-17","21.99","5.9275080323794504",2,"0.31250585275670393713"
"Beverly Outlaw","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Brooklyn Desert","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Gold River","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Hamlet Wisdom","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Lights Deer","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Love Suicides","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Opus Ice","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Robbery Bright","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"South Wait","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Submarine Bed","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Tomorrow Hustler","R","21.99","5.7857791155298621",2,"0.30401685302036837122"
"Blanket Beverly","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Divorce Shining","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Garden Island","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Hunger Roof","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Samurai Lion","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Valley Packer","G","21.99","6.3894066317950023",2,"0.29191576727084174111"
"Alabama Devil","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Attacks Hate","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Breaking Home","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Congeniality Quest","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Falcon Volume","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Homicide Peach","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Hunter Alter","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Karate Moon","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Knock Warlock","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Leathernecks Dwarfs","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Lost Bird","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Nash Chocolat","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Orange Grapes","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"School Jacket","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Usual Untouchables","PG-13","21.99","6.3181867336379082",2,"0.25124992551056126126"
"Heaven Freedom","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Hysterical Grail","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Magic Mallrats","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Stage World","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Sweden Shining","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Treatment Jekyll","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Walls Artist","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Wonderland Christmas","PG","19.99","5.6704217342519380",2,"0.18180796479815094913"
"Donnie Alley","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Dozen Lion","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Encounters Curtain","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Mermaid Insects","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Mod Secretary","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Pride Alamo","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Redemption Comforts","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Vanilla Day","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Wonderful Drop","NC-17","20.99","5.9275080323794504",2,"0.14380089368496145352"
"Baked Cleopatra","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Crossroads Casualties","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Dazed Punk","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Destiny Saturday","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Diary Panic","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Excitement Eve","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Grapes Fury","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Grease Youth","G","20.99","6.3894066317950023",2,"0.13540671132442659104"
"Bear Graceland","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Bubble Grosse","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Connecticut Tramp","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Drop Waterfront","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Escape Metropolis","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Fever Empire","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Fiddler Lost","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Goldmine Tycoon","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Gone Trouble","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Guys Falcon","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Holy Tadpole","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Madigan Dorado","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Maude Mod","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Mother Oleander","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Neighbors Charade","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Splendor Patton","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Troopers Metal","R","20.99","5.7857791155298621",2,"0.13117928351899276911"
"Darling Breaking","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Deep Crusade","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Impact Aladdin","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Intolerable Intentions","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Moulin Wake","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Packer Madigan","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Peach Innocent","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Spirited Casualties","PG-13","20.99","6.3181867336379082",2,"0.09297666734995346037"
"Birch Antitrust","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Cyclone Family","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Dream Pickup","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Legend Jedi","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Lovely Jingle","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Muppet Mile","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Others Soup","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Punk Divorce","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Wasteland Divine","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Won Dares","PG","18.99","5.6704217342519380",2,"0.00545423894394452988"
"Color Philadelphia","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Downhill Enough","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Hocus Frida","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Midnight Westward","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Panky Submarine","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Stone Fire","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Wardrobe Phantom","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Werewolf Lola","G","19.99","6.3894066317950023",2,"-0.02110234462198855903"
"Bowfinger Gables","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"California Birds","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Cassidy Wyoming","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Comforts Rush","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Dragonfly Strangers","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Elf Murder","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Mystic Truman","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"National Story","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Pity Bound","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Racer Egg","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Spartacus Cheaper","NC-17","19.99","5.9275080323794504",2,"-0.02490406538678103008"
"Analyze Hoosiers","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Crossing Divorce","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Date Speed","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Divine Resurrection","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Entrapment Satisfaction","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Grosse Wonderful","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Homeward Cider","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Quills Bull","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Rules Human","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Straight Hours","R","19.99","5.7857791155298621",2,"-0.04165828598238283300"
"Butch Panther","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Destination Jerk","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Halloween Nuts","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Loverboy Attacks","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Miracle Virtual","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Notting Speakeasy","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Paris Weekend","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Personal Ladybugs","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Sinners Atlantis","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Sister Freddy","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Speed Suit","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Sunrise League","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Victory Academy","PG-13","19.99","6.3181867336379082",2,"-0.06529659081065434051"
"Agent Truman","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Arsenic Independence","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Born Spinal","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Bound Cheaper","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Chill Luck","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Disciple Mother","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Gables Metropolis","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Money Harold","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Musketeers Wait","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Pelican Comforts","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Pilot Hoosiers","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Tequila Past","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Wagon Jaws","PG","17.99","5.6704217342519380",2,"-0.17089948691026188936"
"Blues Instinct","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Breakfast Goldfinger","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Citizen Shrek","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Ghost Groundhog","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Hanging Deep","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Menagerie Rushmore","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Wake Jaws","G","18.99","6.3894066317950023",2,"-0.17761140056840370911"
"Adaptation Holes","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Flying Hook","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Inch Jet","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Jumping Wrath","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"None Spiking","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Outfield Massacre","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Zorro Ark","NC-17","18.99","5.9275080323794504",2,"-0.19360902445852351368"
"Fire Wolves","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Ghostbusters Elf","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Kane Exorcist","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Lose Inch","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Rage Games","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Raging Airplane","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Saturn Name","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Smoochy Control","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Titanic Boondock","R","18.99","5.7857791155298621",2,"-0.21449585548375843511"
"Basic Easy","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Drifter Commandments","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"English Bulworth","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Harry Idaho","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Lambs Cincinatti","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Louisiana Harry","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Mannequin Worst","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Seattle Expecations","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Tourist Pelican","PG-13","18.99","6.3181867336379082",2,"-0.22356984897126214140"
"Bugsy Song","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Butterfly Chocolat","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Exorcist Sting","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Gosford Donnie","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Rings Heartbreakers","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Tycoon Gathering","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Waterfront Deliverance","G","17.99","6.3894066317950023",2,"-0.33412045651481885918"
"Jersey Sassy","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Motions Details","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Open African","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Potter Connecticut","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Splash Gump","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Steers Armageddon","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Uptown Young","PG","16.99","5.6704217342519380",2,"-0.34725321276446830861"
"Caddyshack Jedi","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Craft Outfield","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Dumbo Lust","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Grail Frankenstein","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Insider Arizona","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Phantom Glory","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Runaway Tenenbaums","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Something Duck","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Sorority Queen","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Wrath Mile","NC-17","17.99","5.9275080323794504",2,"-0.36231398353026599729"
"Games Bowfinger","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Image Princess","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Lebowski Soldiers","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Outlaw Hanky","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Past Suicides","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Perfect Groove","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Pittsburgh Hunchback","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Rocky War","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"Rushmore Mermaid","PG-13","17.99","6.3181867336379082",2,"-0.38184310713186994229"
"American Circus","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Details Packer","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Frogmen Breaking","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Interview Liaisons","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Music Boondock","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Town Ark","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Vanished Garden","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Vertigo Northwest","R","17.99","5.7857791155298621",2,"-0.38733342498513403722"
"Alamo Videotape","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Beach Heartbreakers","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Casualties Encino","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Day Unfaithful","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Dogma Family","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Minority Kiss","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Primary Glass","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Unbreakable Karate","G","16.99","6.3894066317950023",2,"-0.49062951246123400925"
"Carol Texas","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Jawbreaker Brooklyn","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Liaisons Sweet","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Majestic Floats","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Oklahoma Jumanji","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Sensibility Rear","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Sky Miracle","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Snatch Slipper","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Unforgiven Zoolander","PG","15.99","5.6704217342519380",2,"-0.52360693861867472785"
"Apache Divine","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Caribbean Liberty","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Chocolat Harry","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Enough Raging","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Frankenstein Stranger","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Gunfight Moon","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Hedwig Alter","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Uprising Uptown","NC-17","16.99","5.9275080323794504",2,"-0.53101894260200848089"
"Anthem Luke","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Casper Dragonfly","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Dares Pluto","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Detective Vision","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Jacket Frisco","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Million Ace","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Philadelphia Wife","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Rugrats Shakespeare","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Vision Torque","PG-13","16.99","6.3181867336379082",2,"-0.54011636529247774317"
"Cause Date","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Clones Pinocchio","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Crowds Telemark","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Doubtfire Labyrinth","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Freaky Pocus","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Massacre Usual","R","16.99","5.7857791155298621",2,"-0.56017099448650963933"
"Angels Life","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Annie Identity","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Atlantis Cause","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Barefoot Manchurian","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Birds Perdition","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Clerks Angels","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Harper Dying","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Kill Brotherhood","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Panic Club","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Wars Pluto","G","15.99","6.3894066317950023",2,"-0.64713856840764915932"
"Apollo Teen","PG-13","15.99","6.3181867336379082",2,"-0.69838962345308554406"
"Prejudice Oleander","PG-13","15.99","6.3181867336379082",2,"-0.69838962345308554406"
"Shock Cabin","PG-13","15.99","6.3181867336379082",2,"-0.69838962345308554406"
"Shrek License","PG-13","15.99","6.3181867336379082",2,"-0.69838962345308554406"
"Candles Grapes","NC-17","15.99","5.9275080323794504",2,"-0.69972390167375096450"
"Duck Racer","NC-17","15.99","5.9275080323794504",2,"-0.69972390167375096450"
"Mummy Creatures","NC-17","15.99","5.9275080323794504",2,"-0.69972390167375096450"
"Pocus Pulp","NC-17","15.99","5.9275080323794504",2,"-0.69972390167375096450"
"Steel Santa","NC-17","15.99","5.9275080323794504",2,"-0.69972390167375096450"
"Bringing Hysterical","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Effect Gladiator","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Expendable Stallion","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Fiction Christmas","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Full Flatliners","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Lady Stage","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
