"title","length","rental_rate","replacement_cost","roi","roi_rounded","rental_value"
"Freddy Storm",65,"4.99","21.99","4.4068136272545090","5","13.0260521042084168"
"Freedom Cleopatra",133,"0.99","23.99","24.2323232323232323","25","134.3434343434343434"
"French Holiday",99,"4.99","22.99","4.6072144288577154","5","19.8396793587174349"
"Frida Slipper",73,"2.99","11.99","4.0100334448160535","5","24.4147157190635452"
"Frisco Forrest",51,"4.99","23.99","4.8076152304609218","5","10.2204408817635271"
"Frogmen Breaking",111,"0.99","17.99","18.1717171717171717","19","112.1212121212121212"
"Frontier Cabin",183,"4.99","14.99","3.0040080160320641","4","36.6733466933867735"
"Frost Head",82,"0.99","13.99","14.1313131313131313","15","82.8282828282828283"
"Fugitive Maguire",83,"4.99","28.99","5.8096192384769539","6","16.6332665330661323"
"Full Flatliners",94,"2.99","14.99","5.0133779264214047","6","31.4381270903010033"
"Fury Murder",178,"0.99","28.99","29.2828282828282828","30","179.7979797979797980"
"Gables Metropolis",161,"0.99","17.99","18.1717171717171717","19","162.6262626262626263"
"Galaxy Sweethearts",128,"4.99","13.99","2.8036072144288577","3","25.6513026052104208"
"Games Bowfinger",119,"4.99","17.99","3.6052104208416834","4","23.8476953907815631"
"Gandhi Kwai",86,"0.99","9.99","10.0909090909090909","11","86.8686868686868687"
"Gangs Pride",185,"2.99","27.99","9.3612040133779264","10","61.8729096989966555"
"Garden Island",80,"4.99","21.99","4.4068136272545090","5","16.0320641282565130"
"Gaslight Crusade",106,"2.99","10.99","3.6755852842809365","4","35.4515050167224080"
"Gathering Calendar",176,"0.99","22.99","23.2222222222222222","24","177.7777777777777778"
"Gentlemen Stage",125,"2.99","22.99","7.6889632107023411","8","41.8060200668896321"
"Ghost Groundhog",85,"4.99","18.99","3.8056112224448898","4","17.0340681362725451"
"Ghostbusters Elf",101,"0.99","18.99","19.1818181818181818","20","102.0202020202020202"
"Giant Troopers",102,"2.99","10.99","3.6755852842809365","4","34.1137123745819398"
"Gilbert Pelican",114,"0.99","13.99","14.1313131313131313","15","115.1515151515151515"
"Gilmore Boiled",163,"0.99","29.99","30.2929292929292929","31","164.6464646464646465"
"Gladiator Westward",173,"4.99","20.99","4.2064128256513026","5","34.6693386773547094"
"Glass Dying",103,"0.99","24.99","25.2424242424242424","26","104.0404040404040404"
"Gleaming Jawbreaker",89,"2.99","25.99","8.6923076923076923","9","29.7658862876254181"
"Glory Tracy",115,"2.99","13.99","4.6789297658862876","5","38.4615384615384615"
"Go Purple",54,"0.99","12.99","13.1212121212121212","14","54.5454545454545455"
"Godfather Diary",73,"2.99","14.99","5.0133779264214047","6","24.4147157190635452"
"Gold River",154,"4.99","21.99","4.4068136272545090","5","30.8617234468937876"
"Goldfinger Sensibility",93,"0.99","29.99","30.2929292929292929","31","93.9393939393939394"
"Goldmine Tycoon",153,"0.99","20.99","21.2020202020202020","22","154.5454545454545455"
"Gone Trouble",84,"2.99","20.99","7.0200668896321070","8","28.0936454849498328"
"Goodfellas Salute",56,"4.99","22.99","4.6072144288577154","5","11.2224448897795591"
"Gorgeous Bingo",108,"2.99","26.99","9.0267558528428094","10","36.1204013377926421"
"Gosford Donnie",129,"4.99","17.99","3.6052104208416834","4","25.8517034068136273"
"Graceland Dynamite",140,"4.99","26.99","5.4088176352705411","6","28.0561122244488978"
"Graduate Lord",156,"2.99","14.99","5.0133779264214047","6","52.1739130434782609"
"Graffiti Love",117,"0.99","29.99","30.2929292929292929","31","118.1818181818181818"
"Grail Frankenstein",85,"2.99","17.99","6.0167224080267559","7","28.4280936454849498"
"Grapes Fury",155,"0.99","20.99","21.2020202020202020","22","156.5656565656565657"
"Grease Youth",135,"0.99","20.99","21.2020202020202020","22","136.3636363636363636"
"Greatest North",93,"2.99","24.99","8.3578595317725753","9","31.1036789297658863"
"Greedy Roots",166,"0.99","14.99","15.1414141414141414","16","167.6767676767676768"
"Greek Everyone",176,"2.99","11.99","4.0100334448160535","5","58.8628762541806020"
"Grinch Massage",150,"4.99","25.99","5.2084168336673347","6","30.0601202404809619"
"Grit Clockwork",137,"0.99","21.99","22.2121212121212121","23","138.3838383838383838"
"Groove Fiction",111,"0.99","13.99","14.1313131313131313","15","112.1212121212121212"
"Groundhog Uncut",139,"4.99","26.99","5.4088176352705411","6","27.8557114228456914"
"Gump Date",53,"4.99","12.99","2.6032064128256513","3","10.6212424849699399"
"Gun Bonnie",100,"0.99","27.99","28.2727272727272727","29","101.0101010101010101"
"Gunfight Moon",70,"0.99","16.99","17.1616161616161616","18","70.7070707070707071"
"Gunfighter Mussolini",127,"2.99","9.99","3.3411371237458194","4","42.4749163879598662"
"Guys Falcon",84,"4.99","20.99","4.2064128256513026","5","16.8336673346693387"
"Half Outfield",146,"2.99","25.99","8.6923076923076923","9","48.8294314381270903"
"Hall Cassidy",51,"4.99","13.99","2.8036072144288577","3","10.2204408817635271"
"Halloween Nuts",47,"2.99","19.99","6.6856187290969900","7","15.7190635451505017"
"Hamlet Wisdom",146,"2.99","21.99","7.3545150501672241","8","48.8294314381270903"
"Identity Lover",119,"2.99","12.99","4.3444816053511706","5","39.7993311036789298"
"Handicap Boondock",108,"0.99","28.99","29.2828282828282828","30","109.0909090909090909"
"Hanging Deep",62,"4.99","18.99","3.8056112224448898","4","12.4248496993987976"
"Hanky October",107,"2.99","26.99","9.0267558528428094","10","35.7859531772575251"
"Hanover Galaxy",47,"4.99","21.99","4.4068136272545090","5","9.4188376753507014"
"Happiness United",100,"2.99","23.99","8.0234113712374582","9","33.4448160535117057"
"Hardly Robbers",72,"2.99","15.99","5.3478260869565217","6","24.0802675585284281"
"Harold French",168,"0.99","10.99","11.1010101010101010","12","169.6969696969696970"
"Harper Dying",52,"0.99","15.99","16.1515151515151515","17","52.5252525252525253"
"Harry Idaho",121,"4.99","18.99","3.8056112224448898","4","24.2484969939879760"
"Hate Handicap",107,"0.99","26.99","27.2626262626262626","28","108.0808080808080808"
"Haunted Antitrust",76,"4.99","13.99","2.8036072144288577","3","15.2304609218436874"
"Haunting Pianist",181,"0.99","22.99","23.2222222222222222","24","182.8282828282828283"
"Hawk Chill",47,"0.99","12.99","13.1212121212121212","14","47.4747474747474747"
"Head Stranger",69,"4.99","28.99","5.8096192384769539","6","13.8276553106212425"
"Heartbreakers Bright",59,"4.99","9.99","2.0020040080160321","3","11.8236472945891784"
"Heaven Freedom",48,"2.99","19.99","6.6856187290969900","7","16.0535117056856187"
"Heavenly Gun",49,"4.99","13.99","2.8036072144288577","3","9.8196392785571142"
"Heavyweights Beast",102,"4.99","25.99","5.2084168336673347","6","20.4408817635270541"
"Hedwig Alter",169,"2.99","16.99","5.6822742474916388","6","56.5217391304347826"
"Hellfighters Sierra",75,"2.99","23.99","8.0234113712374582","9","25.0836120401337793"
"High Encino",84,"2.99","23.99","8.0234113712374582","9","28.0936454849498328"
"Highball Potter",110,"0.99","10.99","11.1010101010101010","12","111.1111111111111111"
"Hills Neighbors",93,"0.99","29.99","30.2929292929292929","31","93.9393939393939394"
"Hobbit Alien",157,"0.99","27.99","28.2727272727272727","29","158.5858585858585859"
"Hocus Frida",141,"2.99","19.99","6.6856187290969900","7","47.1571906354515050"
"Holes Brannigan",128,"4.99","27.99","5.6092184368737475","6","25.6513026052104208"
"Holiday Games",78,"4.99","10.99","2.2024048096192385","3","15.6312625250501002"
"Hollow Jeopardy",136,"4.99","25.99","5.2084168336673347","6","27.2545090180360721"
"Hollywood Anonymous",69,"0.99","29.99","30.2929292929292929","31","69.6969696969696970"
"Holocaust Highball",149,"0.99","12.99","13.1212121212121212","14","150.5050505050505051"
"Holy Tadpole",88,"0.99","20.99","21.2020202020202020","22","88.8888888888888889"
"Home Pity",185,"4.99","15.99","3.2044088176352705","4","37.0741482965931864"
"Homeward Cider",103,"0.99","19.99","20.1919191919191919","21","104.0404040404040404"
"Homicide Peach",141,"2.99","21.99","7.3545150501672241","8","47.1571906354515050"
"Honey Ties",84,"0.99","29.99","30.2929292929292929","31","84.8484848484848485"
"Hook Chariots",49,"0.99","23.99","24.2323232323232323","25","49.4949494949494949"
"Idols Snatchers",84,"2.99","29.99","10.0301003344481605","11","28.0936454849498328"
"Hoosiers Birdcage",176,"2.99","12.99","4.3444816053511706","5","58.8628762541806020"
"Hope Tootsie",139,"2.99","22.99","7.6889632107023411","8","46.4882943143812709"
"Horn Working",95,"2.99","23.99","8.0234113712374582","9","31.7725752508361204"
"Horror Reign",139,"0.99","25.99","26.2525252525252525","27","140.4040404040404040"
"Hotel Happiness",181,"4.99","28.99","5.8096192384769539","6","36.2725450901803607"
"Hours Rage",122,"0.99","14.99","15.1414141414141414","16","123.2323232323232323"
"House Dynamite",109,"2.99","13.99","4.6789297658862876","5","36.4548494983277592"
"Human Graffiti",68,"2.99","22.99","7.6889632107023411","8","22.7424749163879599"
"Hunchback Impossible",151,"4.99","28.99","5.8096192384769539","6","30.2605210420841683"
"Hunger Roof",105,"0.99","21.99","22.2121212121212121","23","106.0606060606060606"
"Hunter Alter",125,"2.99","21.99","7.3545150501672241","8","41.8060200668896321"
"Hunting Musketeers",65,"2.99","24.99","8.3578595317725753","9","21.7391304347826087"
"Hurricane Affair",49,"2.99","11.99","4.0100334448160535","5","16.3879598662207358"
"Hustler Party",83,"4.99","22.99","4.6072144288577154","5","16.6332665330661323"
"Hyde Doctor",100,"2.99","11.99","4.0100334448160535","5","33.4448160535117057"
"Hysterical Grail",150,"4.99","19.99","4.0060120240480962","5","30.0601202404809619"
"Ice Crossing",131,"2.99","28.99","9.6956521739130435","10","43.8127090301003344"
"Idaho Love",172,"2.99","25.99","8.6923076923076923","9","57.5250836120401338"
"Igby Maker",160,"4.99","12.99","2.6032064128256513","3","32.0641282565130261"
"Illusion Amelie",122,"0.99","15.99","16.1515151515151515","17","123.2323232323232323"
"Image Princess",178,"2.99","17.99","6.0167224080267559","7","59.5317725752508361"
"Impact Aladdin",180,"0.99","20.99","21.2020202020202020","22","181.8181818181818182"
"Impossible Prejudice",103,"4.99","11.99","2.4028056112224449","3","20.6412825651302605"
"Inch Jet",167,"4.99","18.99","3.8056112224448898","4","33.4669338677354709"
"Independence Hotel",157,"0.99","21.99","22.2121212121212121","23","158.5858585858585859"
"Indian Love",135,"0.99","26.99","27.2626262626262626","28","136.3636363636363636"
"Informer Double",74,"4.99","23.99","4.8076152304609218","5","14.8296593186372745"
"Innocent Usual",178,"4.99","26.99","5.4088176352705411","6","35.6713426853707415"
"Insects Stone",123,"0.99","14.99","15.1414141414141414","16","124.2424242424242424"
"Insider Arizona",78,"2.99","17.99","6.0167224080267559","7","26.0869565217391304"
"Instinct Airport",116,"2.99","21.99","7.3545150501672241","8","38.7959866220735786"
"Intentions Empire",107,"2.99","13.99","4.6789297658862876","5","35.7859531772575251"
"Interview Liaisons",59,"4.99","17.99","3.6052104208416834","4","11.8236472945891784"
"Intolerable Intentions",63,"4.99","20.99","4.2064128256513026","5","12.6252505010020040"
"Intrigue Worst",181,"0.99","10.99","11.1010101010101010","12","182.8282828282828283"
"Invasion Cyclone",97,"2.99","12.99","4.3444816053511706","5","32.4414715719063545"
"Iron Moon",46,"4.99","27.99","5.6092184368737475","6","9.2184368737474950"
"Ishtar Rocketeer",79,"4.99","24.99","5.0080160320641283","6","15.8316633266533066"
"Island Exorcist",84,"2.99","23.99","8.0234113712374582","9","28.0936454849498328"
"Italian African",174,"4.99","24.99","5.0080160320641283","6","34.8697394789579158"
"Jacket Frisco",181,"2.99","16.99","5.6822742474916388","6","60.5351170568561873"
"Jade Bunch",174,"2.99","21.99","7.3545150501672241","8","58.1939799331103679"
"Japanese Run",135,"0.99","29.99","30.2929292929292929","31","136.3636363636363636"
"Jason Trap",130,"2.99","9.99","3.3411371237458194","4","43.4782608695652174"
"Jawbreaker Brooklyn",118,"0.99","15.99","16.1515151515151515","17","119.1919191919191919"
"Jaws Harry",112,"2.99","10.99","3.6755852842809365","4","37.4581939799331104"
"Jedi Beneath",128,"0.99","12.99","13.1212121212121212","14","129.2929292929292929"
"Jeepers Wedding",84,"2.99","29.99","10.0301003344481605","11","28.0936454849498328"
"Jekyll Frogmen",58,"2.99","22.99","7.6889632107023411","8","19.3979933110367893"
"Jeopardy Encino",102,"0.99","12.99","13.1212121212121212","14","103.0303030303030303"
"Jericho Mulan",171,"2.99","29.99","10.0301003344481605","11","57.1906354515050167"
"Jerk Paycheck",172,"2.99","13.99","4.6789297658862876","5","57.5250836120401338"
"Jersey Sassy",60,"4.99","16.99","3.4048096192384770","4","12.0240480961923848"
"Jet Neighbors",59,"4.99","14.99","3.0040080160320641","4","11.8236472945891784"
"Jingle Sagebrush",124,"4.99","29.99","6.0100200400801603","7","24.8496993987975952"
"Joon Northwest",105,"0.99","23.99","24.2323232323232323","25","106.0606060606060606"
"Juggler Hardly",54,"0.99","14.99","15.1414141414141414","16","54.5454545454545455"
"Jumanji Blade",121,"2.99","13.99","4.6789297658862876","5","40.4682274247491639"
"Jumping Wrath",74,"0.99","18.99","19.1818181818181818","20","74.7474747474747475"
"Jungle Closer",134,"0.99","11.99","12.1111111111111111","13","135.3535353535353535"
"Kane Exorcist",92,"0.99","18.99","19.1818181818181818","20","92.9292929292929293"
"Karate Moon",120,"0.99","21.99","22.2121212121212121","23","121.2121212121212121"
"Kentuckian Giant",169,"2.99","10.99","3.6755852842809365","4","56.5217391304347826"
"Kick Savannah",179,"0.99","10.99","11.1010101010101010","12","180.8080808080808081"
"Kill Brotherhood",54,"0.99","15.99","16.1515151515151515","17","54.5454545454545455"
"Killer Innocent",161,"2.99","11.99","4.0100334448160535","5","53.8461538461538462"
"King Evolution",184,"4.99","24.99","5.0080160320641283","6","36.8737474949899800"
"Kiss Glory",163,"4.99","11.99","2.4028056112224449","3","32.6653306613226453"
"Kissing Dolls",141,"4.99","9.99","2.0020040080160321","3","28.2565130260521042"
"Knock Warlock",71,"2.99","21.99","7.3545150501672241","8","23.7458193979933110"
"Kramer Chocolate",171,"2.99","24.99","8.3578595317725753","9","57.1906354515050167"
"Kwai Homeward",46,"0.99","25.99","26.2525252525252525","27","46.4646464646464646"
"Labyrinth League",46,"2.99","24.99","8.3578595317725753","9","15.3846153846153846"
"Rush Goodfellas",48,"0.99","20.99","21.2020202020202020","22","48.4848484848484848"
"Lady Stage",67,"4.99","14.99","3.0040080160320641","4","13.4268537074148297"
"Ladybugs Armageddon",113,"0.99","13.99","14.1313131313131313","15","114.1414141414141414"
"Lambs Cincinatti",144,"4.99","18.99","3.8056112224448898","4","28.8577154308617234"
"Language Cowboy",78,"0.99","26.99","27.2626262626262626","28","78.7878787878787879"
"Lawless Vision",181,"4.99","29.99","6.0100200400801603","7","36.2725450901803607"
"Lawrence Love",175,"0.99","23.99","24.2323232323232323","25","176.7676767676767677"
"League Hellfighters",110,"4.99","25.99","5.2084168336673347","6","22.0440881763527054"
"Leathernecks Dwarfs",153,"2.99","21.99","7.3545150501672241","8","51.1705685618729097"
"Lebowski Soldiers",69,"2.99","17.99","6.0167224080267559","7","23.0769230769230769"
"Legally Secretary",113,"4.99","14.99","3.0040080160320641","4","22.6452905811623246"
"Legend Jedi",59,"0.99","18.99","19.1818181818181818","20","59.5959595959595960"
"Lesson Cleopatra",167,"0.99","28.99","29.2828282828282828","30","168.6868686868686869"
"Liaisons Sweet",140,"4.99","15.99","3.2044088176352705","4","28.0561122244488978"
"Liberty Magnificent",138,"2.99","27.99","9.3612040133779264","10","46.1538461538461538"
"License Weekend",91,"2.99","28.99","9.6956521739130435","10","30.4347826086956522"
"Lies Treatment",147,"4.99","28.99","5.8096192384769539","6","29.4589178356713427"
"Life Twisted",137,"2.99","9.99","3.3411371237458194","4","45.8193979933110368"
"Lights Deer",174,"0.99","21.99","22.2121212121212121","23","175.7575757575757576"
"Mars Roman",62,"0.99","21.99","22.2121212121212121","23","62.6262626262626263"
"Lion Uncut",50,"0.99","13.99","14.1313131313131313","15","50.5050505050505051"
"Loathing Legally",140,"0.99","29.99","30.2929292929292929","31","141.4141414141414141"
"Lock Rear",120,"2.99","10.99","3.6755852842809365","4","40.1337792642140468"
"Lola Agent",85,"4.99","24.99","5.0080160320641283","6","17.0340681362725451"
"Lolita World",155,"2.99","25.99","8.6923076923076923","9","51.8394648829431438"
"Lonely Elephant",67,"2.99","12.99","4.3444816053511706","5","22.4080267558528428"
"Lord Arizona",108,"2.99","27.99","9.3612040133779264","10","36.1204013377926421"
"Lose Inch",137,"0.99","18.99","19.1818181818181818","20","138.3838383838383838"
"Loser Hustler",80,"4.99","28.99","5.8096192384769539","6","16.0320641282565130"
"Lost Bird",98,"2.99","21.99","7.3545150501672241","8","32.7759197324414716"
"Louisiana Harry",70,"0.99","18.99","19.1818181818181818","20","70.7070707070707071"
"Love Suicides",181,"0.99","21.99","22.2121212121212121","23","182.8282828282828283"
"Lovely Jingle",65,"2.99","18.99","6.3511705685618729","7","21.7391304347826087"
"Lover Truman",75,"2.99","29.99","10.0301003344481605","11","25.0836120401337793"
"Loverboy Attacks",162,"0.99","19.99","20.1919191919191919","21","163.6363636363636364"
"Luck Opus",152,"2.99","21.99","7.3545150501672241","8","50.8361204013377926"
"Lucky Flying",97,"2.99","10.99","3.6755852842809365","4","32.4414715719063545"
"Luke Mummy",74,"2.99","21.99","7.3545150501672241","8","24.7491638795986622"
"Mask Peach",123,"2.99","26.99","9.0267558528428094","10","41.1371237458193980"
"Lust Lock",52,"2.99","28.99","9.6956521739130435","10","17.3913043478260870"
"Madigan Dorado",116,"4.99","20.99","4.2064128256513026","5","23.2464929859719439"
"Madison Trap",147,"2.99","11.99","4.0100334448160535","5","49.1638795986622074"
"Madness Attacks",178,"0.99","14.99","15.1414141414141414","16","179.7979797979797980"
"Madre Gables",98,"2.99","27.99","9.3612040133779264","10","32.7759197324414716"
"Magic Mallrats",117,"0.99","19.99","20.1919191919191919","21","118.1818181818181818"
"Magnificent Chitty",53,"2.99","27.99","9.3612040133779264","10","17.7257525083612040"
"Magnolia Forrester",171,"0.99","28.99","29.2828282828282828","30","172.7272727272727273"
"Maguire Apache",74,"2.99","22.99","7.6889632107023411","8","24.7491638795986622"
"Maiden Home",138,"4.99","9.99","2.0020040080160321","3","27.6553106212424850"
"Majestic Floats",130,"0.99","15.99","16.1515151515151515","17","131.3131313131313131"
"Maker Gables",136,"0.99","12.99","13.1212121212121212","14","137.3737373737373737"
"Malkovich Pet",159,"2.99","22.99","7.6889632107023411","8","53.1772575250836120"
"Mallrats United",133,"0.99","25.99","26.2525252525252525","27","134.3434343434343434"
"Maltese Hope",127,"4.99","26.99","5.4088176352705411","6","25.4509018036072144"
"Manchurian Curtain",177,"2.99","27.99","9.3612040133779264","10","59.1973244147157191"
"Mannequin Worst",71,"2.99","18.99","6.3511705685618729","7","23.7458193979933110"
"Married Go",114,"2.99","22.99","7.6889632107023411","8","38.1270903010033445"
"Masked Bubble",151,"0.99","12.99","13.1212121212121212","14","152.5252525252525253"
"Massacre Usual",165,"4.99","16.99","3.4048096192384770","4","33.0661322645290581"
"Massage Image",161,"2.99","11.99","4.0100334448160535","5","53.8461538461538462"
"Matrix Snowman",56,"4.99","9.99","2.0020040080160321","3","11.2224448897795591"
"Maude Mod",72,"0.99","20.99","21.2020202020202020","22","72.7272727272727273"
"Meet Chocolate",80,"2.99","26.99","9.0267558528428094","10","26.7558528428093645"
"Memento Zoolander",77,"4.99","11.99","2.4028056112224449","3","15.4308617234468938"
"Menagerie Rushmore",147,"2.99","18.99","6.3511705685618729","7","49.1638795986622074"
"Mermaid Insects",104,"4.99","20.99","4.2064128256513026","5","20.8416833667334669"
"Metal Armageddon",161,"2.99","26.99","9.0267558528428094","10","53.8461538461538462"
"Metropolis Coma",64,"2.99","9.99","3.3411371237458194","4","21.4046822742474916"
"Microcosmos Paradise",105,"2.99","22.99","7.6889632107023411","8","35.1170568561872910"
"Midnight Westward",86,"0.99","19.99","20.1919191919191919","21","86.8686868686868687"
"Midsummer Groundhog",48,"4.99","27.99","5.6092184368737475","6","9.6192384769539078"
"Mighty Luck",122,"2.99","13.99","4.6789297658862876","5","40.8026755852842809"
"Mile Mulan",64,"0.99","10.99","11.1010101010101010","12","64.6464646464646465"
"Million Ace",142,"4.99","16.99","3.4048096192384770","4","28.4569138276553106"
"Minds Truman",149,"4.99","22.99","4.6072144288577154","5","29.8597194388777555"
"Mine Titans",166,"4.99","12.99","2.6032064128256513","3","33.2665330661322645"
"Minority Kiss",59,"0.99","16.99","17.1616161616161616","18","59.5959595959595960"
"Miracle Virtual",162,"2.99","19.99","6.6856187290969900","7","54.1806020066889632"
"Mission Zoolander",164,"4.99","26.99","5.4088176352705411","6","32.8657314629258517"
"Mixed Doors",180,"2.99","26.99","9.0267558528428094","10","60.2006688963210702"
"Mob Duffel",105,"0.99","25.99","26.2525252525252525","27","106.0606060606060606"
"Mockingbird Hollywood",60,"0.99","27.99","28.2727272727272727","29","60.6060606060606061"
"Mod Secretary",77,"4.99","20.99","4.2064128256513026","5","15.4308617234468938"
"Model Fish",175,"4.99","11.99","2.4028056112224449","3","35.0701402805611222"
"Modern Dorado",74,"0.99","20.99","21.2020202020202020","22","74.7474747474747475"
"Money Harold",135,"2.99","17.99","6.0167224080267559","7","45.1505016722408027"
"Monsoon Cause",182,"4.99","20.99","4.2064128256513026","5","36.4729458917835671"
"Monster Spartacus",107,"2.99","28.99","9.6956521739130435","10","35.7859531772575251"
"Monterey Labyrinth",158,"0.99","13.99","14.1313131313131313","15","159.5959595959595960"
"Montezuma Command",126,"0.99","22.99","23.2222222222222222","24","127.2727272727272727"
"Moon Bunch",83,"0.99","20.99","21.2020202020202020","22","83.8383838383838384"
"Moonshine Cabin",171,"4.99","25.99","5.2084168336673347","6","34.2685370741482966"
"Moonwalker Fool",184,"4.99","12.99","2.6032064128256513","3","36.8737474949899800"
"Mosquito Armageddon",57,"0.99","22.99","23.2222222222222222","24","57.5757575757575758"
"Mother Oleander",103,"0.99","20.99","21.2020202020202020","22","104.0404040404040404"
"Motions Details",166,"0.99","16.99","17.1616161616161616","18","167.6767676767676768"
"Moulin Wake",79,"0.99","20.99","21.2020202020202020","22","79.7979797979797980"
"Mourning Purple",146,"0.99","14.99","15.1414141414141414","16","147.4747474747474747"
"Movie Shakespeare",53,"4.99","27.99","5.6092184368737475","6","10.6212424849699399"
"Mulan Moon",160,"0.99","10.99","11.1010101010101010","12","161.6161616161616162"
"Mulholland Beast",157,"2.99","13.99","4.6789297658862876","5","52.5083612040133779"
"Mummy Creatures",160,"0.99","15.99","16.1515151515151515","17","161.6161616161616162"
"Muppet Mile",50,"4.99","18.99","3.8056112224448898","4","10.0200400801603206"
"Murder Antitrust",166,"2.99","11.99","4.0100334448160535","5","55.5183946488294314"
"Muscle Bright",185,"2.99","23.99","8.0234113712374582","9","61.8729096989966555"
"Music Boondock",129,"0.99","17.99","18.1717171717171717","19","130.3030303030303030"
"Musketeers Wait",73,"4.99","17.99","3.6052104208416834","4","14.6292585170340681"
"Mussolini Spoilers",180,"2.99","10.99","3.6755852842809365","4","60.2006688963210702"
"Mystic Truman",92,"0.99","19.99","20.1919191919191919","21","92.9292929292929293"
"Name Detective",178,"4.99","11.99","2.4028056112224449","3","35.6713426853707415"
"Nash Chocolat",180,"2.99","21.99","7.3545150501672241","8","60.2006688963210702"
"National Story",92,"2.99","19.99","6.6856187290969900","7","30.7692307692307692"
"Natural Stock",50,"0.99","24.99","25.2424242424242424","26","50.5050505050505051"
"Necklace Outbreak",132,"0.99","21.99","22.2121212121212121","23","133.3333333333333333"
"Neighbors Charade",161,"0.99","20.99","21.2020202020202020","22","162.6262626262626263"
"Nemo Campus",131,"2.99","23.99","8.0234113712374582","9","43.8127090301003344"
"Network Peak",75,"2.99","23.99","8.0234113712374582","9","25.0836120401337793"
"Newsies Story",159,"0.99","25.99","26.2525252525252525","27","160.6060606060606061"
"Newton Labyrinth",75,"0.99","9.99","10.0909090909090909","11","75.7575757575757576"
"Nightmare Chill",149,"4.99","25.99","5.2084168336673347","6","29.8597194388777555"
"None Spiking",83,"0.99","18.99","19.1818181818181818","20","83.8383838383838384"
"Noon Papi",57,"2.99","12.99","4.3444816053511706","5","19.0635451505016722"
"North Tequila",67,"4.99","9.99","2.0020040080160321","3","13.4268537074148297"
"Northwest Polish",172,"2.99","24.99","8.3578595317725753","9","57.5250836120401338"
"Notorious Reunion",128,"0.99","9.99","10.0909090909090909","11","129.2929292929292929"
"Notting Speakeasy",48,"0.99","19.99","20.1919191919191919","21","48.4848484848484848"
"Novocaine Flight",64,"0.99","11.99","12.1111111111111111","13","64.6464646464646465"
"Nuts Ties",145,"4.99","10.99","2.2024048096192385","3","29.0581162324649299"
"October Submarine",54,"4.99","10.99","2.2024048096192385","3","10.8216432865731463"
"Odds Boogie",48,"0.99","14.99","15.1414141414141414","16","48.4848484848484848"
"Oklahoma Jumanji",58,"0.99","15.99","16.1515151515151515","17","58.5858585858585859"
"Oleander Clue",161,"0.99","12.99","13.1212121212121212","14","162.6262626262626263"
"Open African",131,"4.99","16.99","3.4048096192384770","4","26.2525050100200401"
"Operation Operation",156,"2.99","23.99","8.0234113712374582","9","52.1739130434782609"
"Opposite Necklace",92,"4.99","9.99","2.0020040080160321","3","18.4368737474949900"
"Opus Ice",102,"4.99","21.99","4.4068136272545090","5","20.4408817635270541"
"Orange Grapes",76,"0.99","21.99","22.2121212121212121","23","76.7676767676767677"
"Order Betrayed",120,"2.99","13.99","4.6789297658862876","5","40.1337792642140468"
"Orient Closer",118,"2.99","22.99","7.6889632107023411","8","39.4648829431438127"
"Oscar Gold",115,"2.99","29.99","10.0301003344481605","11","38.4615384615384615"
"Others Soup",118,"2.99","18.99","6.3511705685618729","7","39.4648829431438127"
"Outbreak Divine",169,"0.99","12.99","13.1212121212121212","14","170.7070707070707071"
"Outfield Massacre",129,"0.99","18.99","19.1818181818181818","20","130.3030303030303030"
"Outlaw Hanky",148,"4.99","17.99","3.6052104208416834","4","29.6593186372745491"
"Oz Liaisons",85,"2.99","14.99","5.0133779264214047","6","28.4280936454849498"
"Pacific Amistad",144,"0.99","27.99","28.2727272727272727","29","145.4545454545454545"
"Packer Madigan",84,"0.99","20.99","21.2020202020202020","22","84.8484848484848485"
"Pajama Jawbreaker",126,"0.99","14.99","15.1414141414141414","16","127.2727272727272727"
"Panic Club",102,"4.99","15.99","3.2044088176352705","4","20.4408817635270541"
"Panky Submarine",93,"4.99","19.99","4.0060120240480962","5","18.6372745490981964"
"Panther Reds",109,"4.99","22.99","4.6072144288577154","5","21.8436873747494990"
"Papi Necklace",128,"0.99","9.99","10.0909090909090909","11","129.2929292929292929"
"Paradise Sabrina",48,"2.99","12.99","4.3444816053511706","5","16.0535117056856187"
"Paris Weekend",121,"2.99","19.99","6.6856187290969900","7","40.4682274247491639"
"Park Citizen",109,"4.99","14.99","3.0040080160320641","4","21.8436873747494990"
"Party Knock",107,"2.99","11.99","4.0100334448160535","5","35.7859531772575251"
"Past Suicides",157,"4.99","17.99","3.6052104208416834","4","31.4629258517034068"
"Paths Control",118,"4.99","9.99","2.0020040080160321","3","23.6472945891783567"
"Patient Sister",99,"0.99","29.99","30.2929292929292929","31","100.0000000000000000"
"Patriot Roman",65,"2.99","12.99","4.3444816053511706","5","21.7391304347826087"
"Patton Interview",175,"2.99","22.99","7.6889632107023411","8","58.5284280936454849"
"Paycheck Wait",145,"4.99","27.99","5.6092184368737475","6","29.0581162324649299"
"Peach Innocent",160,"2.99","20.99","7.0200668896321070","8","53.5117056856187291"
"Peak Forever",80,"4.99","25.99","5.2084168336673347","6","16.0320641282565130"
"Pearl Destiny",74,"2.99","10.99","3.6755852842809365","4","24.7491638795986622"
"Pelican Comforts",48,"4.99","17.99","3.6052104208416834","4","9.6192384769539078"
